Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
2.000000	78617	45534	30430	21326	18268	15901	14955	14884	14706	14114	14221	95562	76566	45451	29381	21680	17438	16318	15501	14965	15197	14345	14388	105914	75879	46361	30778	22369	17910	16005	15083	14760	14615	14736	14642	95974	76177	45809	29104	21335	17350	17336	14008	14884	14354	14222	15100	85363	72528	44775	29561	21931	18022	15780	14917	15510	14702	14896	14494	103415	72487	43724	28841	20972	17583	15187	15510	15069	14901	15453	15100	76308
2.016667	78313	45093	30904	21516	18920	16375	14929	15255	14833	13901	14021	93918	77299	45334	28671	21595	17280	16195	15757	14704	15165	14363	14467	105997	76283	46724	30379	22166	17804	16038	15130	14872	14831	14496	14686	94326	75382	45099	29442	21615	17780	17939	14043	14603	14585	14204	15004	83823	74550	44738	29613	22084	18480	15951	15046	15861	14778	15226	14481	96458	72297	43324	29181	21054	17868	15237	15431	15466	14684	14606	14909	76329
2.033333	79482	45501	30691	21476	18227	15773	15166	14753	14826	14394	13917	90784	76317	45680	29434	21835	17277	16481	15456	14632	15175	14460	14298	105551	76229	46625	30562	21768	17602	16279	14814	14723	14666	14183	14683	96193	75620	45193	29426	21462	17348	17532	13978	14466	14482	14180	15066	81907	73652	44823	29388	22014	18219	15933	15181	15977	15170	15150	14521	100089	71274	43842	29476	21195	18070	15566	15198	15505	14568	15014	14489	73109
2.050000	79018	45939	30774	21220	18500	16318	14836	14829	14785	14555	14418	92674	76605	45990	29217	21635	17422	16102	15758	14729	15288	14818	14967	103951	76302	46172	31122	22016	17660	16076	14593	14943	14832	14242	14450	95984	75478	44850	28749	21564	17645	17228	13811	14479	14887	14574	14835	84594	73127	44588	29564	22036	18189	15997	14904	15962	14715	15000	14618	97174	71798	43785	29160	21547	18121	15183	15559	15166	15084	14419	14611	72711
2.066667	78777	46041	30135	21341	18119	16029	14982	14953	14804	14304	14076	91773	76524	45922	29094	21530	17461	16316	15365	14643	15193	14416	14566	108298	75856	46549	30548	21837	18032	15880	14730	14850	14751	14724	14580	98075	75424	44654	29969	21318	17697	17482	14449	14894	14300	14237	14919	82013	73508	44339	29059	21682	17899	15582	15168	15860	14931	15106	14354	98824	72002	43954	29103	21537	18025	15321	15365	15340	14695	14778	15057	72941
2.083333	78414	45465	30324	21283	18377	16243	15209	15055	14718	14213	14102	94729	76472	45735	29593	21741	17177	16607	15456	14632	15201	14441	14265	104830	76504	46110	31063	21927	17835	16055	15061	14906	14649	14708	14696	98157	74950	45363	28993	21547	17662	17404	14248	15025	14822	13970	14830	87113	73334	44163	29775	21711	18186	15743	15508	15657	15087	15224	14445	95312	72189	43374	29156	21012	18016	15601	15659	15167	14992	14982	14776	76194
2.100000	78312	45453	30486	21014	18849	16070	14817	15029	14775	14323	14170	92305	76638	46071	29376	21845	17422	16060	15444	14558	15102	14072	14197	105116	76253	46200	30293	21627	18293	15736	15126	14800	14768	14499	14466	97852	75302	45191	29273	21897	17676	17818	14291	14327	14748	14225	14674	85945	73054	44717	29656	22047	17944	15974	15310	15828	14936	15231	14525	96096	72360	43609	29125	20841	18009	15418	15280	15135	14868	14740	14927	79103
2.116667	79265	45816	30619	21663	18373	16015	14864	14897	15149	14450	14116	94246	76050	45385	29468	21912	17474	16637	15647	14856	15301	14945	14073	104411	75209	46955	30710	21589	17509	15593	15183	15291	14800	14585	14776	96544	74722	45025	29512	21557	17618	17652	14192	14399	14866	14453	14987	81401	74005	44666	29634	21733	18134	15735	15165	15682	14911	15275	14578	97614	73250	43230	29465	21009	17754	15179	15593	15243	14793	14799	15018	74315
2.133333	79138	46129	30695	21147	18417	16046	14813	15113	14850	14284	14371	94010	75814	45240	29591	21695	17613	16868	15398	14543	15068	14396	14463	102425	76426	46228	30878	22034	18041	16038	15158	14322	14563	14560	14540	95697	75043	45200	29275	21781	17041	17554	13986	14777	14695	14519	14650	84593	73575	44618	29606	21793	17983	16310	15572	15518	14488	15408	14532	98695	71292	44301	29260	21039	17942	15515	15418	15465	14812	14923	14765	74735
2.150000	78854	46146	30659	21179	18473	16150	15028	14813	15086	14298	14386	93525	76130	46155	29258	21084	17382	16504	15334	14357	15519	14220	14124	102886	76631	46620	31021	22108	17635	16069	14671	14530	15174	14555	14684	96118	75100	44506	29351	21359	17513	17523	14024	14613	14489	14512	14483	83698	73577	45028	29117	21984	18121	15691	15302	15782	14985	15026	14204	99118	71716	43974	29671	21445	18021	15002	15431	15163	14692	14892	14802	81051
2.166667	79290	45793	31055	21455	18187	16043	14938	14634	14897	14535	13816	91474	76487	45368	29034	21639	17471	17043	15719	14641	15402	14306	14242	105682	76586	46326	30695	21908	17647	16172	15048	14629	14809	14496	14404	96968	75751	45542	28905	21252	17399	17824	14139	14577	14541	14300	14886	84332	73858	44622	29496	21699	17881	15551	15214	15578	14925	15204	14196	97340	71726	43591	29342	21206	18267	15256	15548	15045	15103	14619	14563	78271
2.183333	79000	45128	30844	20972	18641	16147	15120	14669	14836	14348	13910	93934	76294	45543	29179	21384	17552	16559	15719	14701	15202	14596	14036	105677	76720	46610	30585	21993	18086	16221	15029	14835	14634	14455	14801	98580	75368	45154	29494	21345	16966	17299	14223	14444	14818	14345	15002	86379	73569	45129	29622	22119	17948	16144	15155	15904	14879	15334	14906	100289	72599	43852	29032	21203	17759	15193	15348	15364	14797	15130	14897	76825
2.200000	79176	46105	30820	21126	18630	15926	15037	14644	15173	14186	14235	93688	76414	45364	29356	21741	17412	16446	15766	14388	15485	14394	14097	106428	76829	47075	30707	21988	17772	15757	14701	14349	14686	14614	14891	95433	75315	45364	29295	21533	17746	17338	14037	14253	14509	14605	14849	85270	73482	45171	30240	22137	18204	16245	15207	15745	15158	14784	14561	97799	72116	43684	29262	21341	18079	15029	15464	15121	14584	15009	14849	73220
2.216667	79159	45397	30754	21728	18399	16116	15065	14821	14759	14418	13943	93505	77252	45678	29174	21725	17351	16644	15406	14286	15580	14435	14124	103658	76001	47043	30829	22038	17888	15861	15082	14968	14589	14330	14610	98401	75575	45147	29518	21258	17759	17608	14006	14835	14347	14375	14635	81851	72790	44887	29201	22433	17963	15721	14984	15294	14856	14784	14792	95746	72335	43151	29227	21251	17954	15475	15159	15408	14705	14927	14789	76086
2.233333	78900	45596	30600	21084	18501	16350	14896	14705	15189	14175	14458	92212	76842	45406	29533	21339	17287	16506	15758	14840	15210	14819	14353	105212	75783	46466	30701	21803	17832	16231	15160	14711	14716	14284	14343	95905	74833	44867	29011	21587	17390	17684	14087	14532	14816	14610	15032	84170	74486	44566	29361	21926	17926	15630	15507	16005	15226	14670	14578	99524	72361	43901	29031	20894	17833	14993	15788	14857	14750	14737	14879	73704
2.250000	78926	46181	30785	21315	18604	16407	15264	14804	14637	14063	14262	95183	77072	45700	29226	21930	17554	16754	16039	14916	15080	14114	14382	103925	76696	46455	30902	21839	17824	15967	14986	15007	15015	14047	14330	97214	75940	45553	29429	21311	17486	17700	14138	14789	14402	14759	14689	86139	73125	44002	29303	21983	18001	15721	15270	15764	15032	15299	14646	97720	71734	43679	29549	21090	18211	15211	15399	15485	14800	14887	14754	73638
2.266667	79816	46510	30802	21229	18384	15945	15383	14709	14894	14218	14443	95206	77211	45982	29335	21790	17348	16482	15628	14694	15059	14685	14137	105085	76038	46367	30952	21658	17789	16010	15189	14578	14983	14284	14844	95138	75060	44835	29410	21282	17548	17654	13731	14257	14585	14089	14777	84559	73278	44786	29277	22168	17917	15807	15072	15709	14948	15086	14665	100971	71902	43301	29140	21332	18171	15180	15546	14792	14837	14854	14930	78580
2.283333	79169	46184	30651	21383	18769	15931	14875	14742	14597	14081	14144	96928	75715	46063	29419	21585	17200	16559	16067	14705	15322	14174	14032	105088	75589	46359	30879	22303	17442	16155	15277	15042	14373	14156	14456	89537	75814	44631	29377	21830	17339	17649	14336	14934	14645	14289	14686	82314	73169	44860	29487	22235	18221	15866	15206	15490	14944	15011	14779	97009	71490	42927	28957	21229	17807	15594	15355	15096	15052	14754	14558	82271
2.300000	78276	45864	30911	21988	18253	16022	14987	14708	14602	14664	13913	91932	76495	45471	29507	21648	17460	16533	15638	14604	15267	14619	14059	103475	75773	46426	30814	21687	17741	16078	14913	14774	14398	14250	14717	96471	74776	45295	29160	21151	17458	17628	14146	14746	14607	14477	15062	85420	73103	44980	29586	22007	17992	15785	15066	15395	14870	15087	14761	96973	72288	43874	29448	21281	17674	15578	15461	15202	15066	15379	15166	78293
2.316667	78862	46380	30654	21242	18381	16552	15023	14158	14707	14306	14454	93185	77055	46137	29266	21824	17367	16835	15704	14733	15173	14598	14635	103754	76702	46006	31181	21745	17634	16190	14841	14800	14727	14683	14814	97681	75482	45287	29490	21513	17235	17023	14179	14549	14641	14442	14840	82920	73634	45138	29160	21407	17643	15751	15042	15564	14733	15149	14758	97176	71995	44157	28619	21236	18299	15255	15342	14698	15193	14706	14717	81195
2.333333	79240	45455	31033	21388	18481	15914	15059	14811	14786	14208	14180	94087	76730	46048	29137	21311	17558	16601	15691	14480	15367	14344	14084	106393	76444	46566	30908	22022	17810	16113	15261	14675	14701	14840	14611	94569	75054	45052	29643	21407	17656	17568	13649	14377	14491	14200	15061	80545	73934	44674	29685	21809	18004	15991	15307	15542	14998	15523	14624	95137	72290	43601	28681	21349	17887	15707	15514	15370	14652	15015	14784	74538
2.350000	77876	45693	30590	21144	18260	16105	15604	14698	14571	14027	14306	95432	77041	45696	29105	21799	17632	16352	15703	14658	14917	14629	14138	106978	75057	46320	31283	22237	17941	15901	15131	14852	14483	14301	14655	93250	75542	45525	29507	21359	17583	17690	14425	14736	14494	14442	14791	85263	72654	44731	29363	21770	18020	15640	15234	15708	14567	15303	14414	97012	72138	43463	29360	21121	18090	15128	15439	14935	14608	14911	14987	76207
2.366667	79477	45798	30576	21568	18471	15857	14986	14740	14695	14356	14085	91342	76655	45780	29439	21561	17143	16743	15654	14632	15154	14502	14316	103736	76546	46092	30767	21885	17762	16000	15096	14816	14363	14338	14628	97770	75206	44580	29434	21909	17164	17505	14217	14638	14416	14188	14774	84051	74057	44751	30031	22463	17900	15822	15107	15757	14771	15065	14245	100610	72456	44013	28806	20807	17831	15215	15319	15101	14735	15066	14918	78250
2.383333	79341	45881	30762	20796	18754	16287	14809	14662	15087	14233	13611	95279	76745	46085	29388	20985	17709	16484	15573	14831	15135	14452	14150	101696	76667	46724	30718	21742	17510	15981	14861	14391	14850	14329	14684	94948	75319	45693	29585	21344	17342	17595	14374	14618	14548	14372	15292	85937	73731	44741	29079	22078	17721	16026	15509	15693	14949	15490	14717	98583	71777	43251	28931	21312	17958	15004	15123	14920	14660	14973	15116	81039
2.400000	78737	45897	30998	20948	18491	16236	14951	14492	14986	14132	14024	92605	76309	45069	29025	21363	17486	16001	15686	14580	14956	14454	14029	106719	76102	46333	30488	21780	17749	15832	15155	14973	14999	14753	14440	97448	75069	45429	28922	21032	17139	17334	14291	14475	14866	14264	15099	85186	73535	45184	29283	21510	18158	15667	15123	15828	15048	15389	14359	100980	71714	43718	29258	21121	18135	15555	15603	15108	14890	15012	15003	78514
2.416667	78549	45995	31079	20885	18390	16479	15009	14592	14949	14097	14487	95991	77005	45742	29433	21660	17875	16656	15509	14626	15268	14319	14285	104110	75742	46197	31230	21553	17781	16060	14868	15024	14518	14260	14664	95594	75399	45183	29301	21466	17896	17015	14027	14676	14414	14228	15255	85706	74451	44622	29754	21921	17850	16230	15134	15501	15323	15109	14484	100397	72826	43563	28914	21083	18172	15194	15481	15262	15014	14849	14654	74869
2.433333	78594	46114	31185	21499	18504	16193	15216	14746	14464	13751	13961	93936	76864	45589	29391	21563	17694	16327	15620	14905	15033	14424	14328	100715	76132	46009	30925	21991	17371	16065	14915	14732	14857	14437	14477	96227	75183	45525	29283	21295	17396	16905	14440	14607	14632	14195	15067	82968	73989	45116	29864	21668	18238	15905	15240	15632	14996	15176	14716	96465	72449	44162	29186	21089	18233	15213	15287	15470	14794	14923	14727	76296
2.450000	78640	45666	30756	21161	18419	16072	15439	14656	14653	14267	14125	95524	76559	46437	29542	21427	17735	16568	15625	14797	15037	14568	14189	109344	76416	46584	30581	21189	17763	16381	15446	14788	14750	14286	14493	95634	75121	45132	29308	21034	17787	17829	14170	14896	14404	14656	14618	82157	73417	44199	29559	21449	17964	15938	15300	15817	14566	15235	14176	98941	72386	43543	29029	20881	18159	15146	15353	14817	14799	15064	14652	78384
2.466667	78679	45983	30919	21332	18219	16083	15052	14677	14710	14283	14231	94152	76593	45745	29400	21954	17765	16122	15570	14559	15220	14215	14169	107246	75575	46416	30722	21551	17488	16425	15079	14954	15026	14568	14484	95442	74439	45103	29220	20939	17542	17389	14290	14590	14512	14609	15073	84056	73477	44763	29523	21944	18443	15935	15321	15468	14777	15198	14413	99230	71646	44016	28764	20866	18503	15225	15511	15052	14695	15232	14805	78887
2.483333	79333	45074	30978	21792	18605	16543	15007	14237	14977	14253	13989	92044	76471	45154	29572	21705	17246	16754	15605	14588	15100	14839	14049	103719	75958	46948	30782	22118	17537	16162	14972	14676	14651	14318	14753	94335	74753	45225	29290	21533	17306	17184	14085	14898	14358	14512	14954	82752	73919	44651	29945	21952	17989	15686	15078	15653	15092	15267	14409	98021	72256	43984	29246	21595	17656	15162	15423	15094	15185	14707	14881	79691
2.500000	78102	45402	31120	21419	18332	16488	14965	14589	14638	14265	14139	93681	76258	45019	29335	21623	17314	16353	15730	14381	15441	14384	14317	104122	76519	46108	30682	22195	17363	15935	15197	14646	14741	14405	14746	95670	74718	44421	29166	21238	17315	17359	14000	14628	14371	14366	15041	83458	73247	44500	29739	22180	18055	15901	15061	15857	14584	15230	14811	97777	72755	43512	29107	21100	17638	14904	15434	15337	15074	14727	14861	78775
2.516667	79585	45765	31301	21037	17692	16047	14873	14999	15135	14036	14364	96989	75985	45420	29239	21445	17963	16614	15949	14677	15252	14128	13955	107670	76399	45789	30817	22379	17758	15890	15215	14872	15155	14239	14748	95948	75234	45431	29080	21352	17287	17638	14120	14648	14474	14879	15332	81998	74239	44466	29460	21818	18555	16138	14933	15806	14845	15068	14530	96505	72866	43238	28870	21353	18108	15164	15511	15149	14646	14730	14828	77221
2.533333	79424	45848	31386	21764	17813	16106	15240	14867	14564	14324	14116	92367	76666	45532	29806	21453	17258	16217	15850	14659	15218	14555	13985	101773	75554	46598	31009	21871	17530	16386	15140	14969	14436	14751	14676	95554	75516	45343	29291	21438	17442	17688	14400	14654	14284	14491	14989	82100	73598	44855	29101	21864	17880	15732	15050	15927	14862	15020	14350	104152	71773	43309	29389	20873	18251	15154	15561	14863	14776	14710	14462	77146
2.550000	78508	46151	30875	20884	17951	16109	15049	14938	14599	14351	14486	92322	76262	45083	29239	21584	17309	16386	15556	14829	15268	14158	14247	103603	75950	46534	30692	21888	17712	16107	15135	15145	14578	14417	14758	95499	74906	45085	29287	21053	17735	17373	14315	14354	14198	14643	14849	82742	73126	45178	29638	21890	17622	16176	15197	15642	14706	15387	14598	99188	71924	43309	29119	20825	17676	15403	15423	14986	15211	14608	14761	80577
2.566667	79586	45792	31669	21309	18083	16322	15175	14370	14839	14376	14154	93274	76584	45641	29266	21344	17186	16572	15891	14626	15369	14691	13948	102183	76029	46675	30824	21421	18001	16049	15102	14963	14692	14249	14506	97070	75489	45528	29261	21885	17499	17442	14398	14697	14511	14100	14741	85379	73242	44769	29933	22037	18313	15970	15226	15865	14644	14911	14068	98979	72230	43398	29437	20776	18416	15534	15407	15329	14718	14660	15097	73989
2.583333	78825	46248	30565	21413	18004	16078	14994	14630	14734	14367	14113	91302	76525	45311	29142	21556	17505	16596	15521	15049	15148	14510	13964	106600	76515	46214	30974	21578	17769	16181	15242	14678	14436	14258	14656	95725	74930	45209	29013	21310	17408	17439	14217	14076	14386	14520	14823	85074	72909	44451	29330	22093	17972	16150	15276	15686	14834	14938	14266	99052	71799	43263	29130	21116	17756	15073	15428	15016	14827	14809	15053	75568
2.600000	78628	46342	31278	21418	18540	16055	15418	15185	14714	14190	14180	96415	76549	45644	29279	21400	17720	16421	15337	14815	14657	14294	14115	103601	77196	46562	30831	22323	17536	16180	14969	14845	15038	14140	14544	95910	75353	44660	28889	20978	17257	17604	14416	14694	14563	14442	14760	82496	73162	44543	29851	21419	18087	15698	15102	15908	14908	15211	14543	97106	71550	43271	29172	20933	18018	15102	15286	15083	14638	14789	14750	76426
2.616667	78785	45354	30745	21460	18440	16404	14941	14432	14629	14234	14132	93868	76598	45419	29204	21796	17409	16407	15672	14650	15325	14539	14168	100999	75210	46350	31109	21915	17219	15922	14767	14805	14707	14278	14701	99664	74434	45278	29256	21378	17920	17330	14410	14275	13836	14490	14642	81540	73606	44752	28962	22092	18330	15895	15355	16059	14744	15240	14475	98798	71809	43421	28909	21173	18017	15139	15179	15016	15188	14826	14847	78393
2.633333	80379	45582	30870	21544	18601	16097	15405	14830	14878	14209	14045	92059	76263	45346	29375	21698	17057	16366	16058	14559	15345	14343	13996	108638	76176	46561	30362	21550	17773	15911	14959	14890	14550	14294	14612	92064	75204	44925	29282	21350	17665	17525	14114	14618	14454	14658	14803	81789	74642	44449	29588	22176	18086	15330	15303	15583	14926	15121	14268	103479	71748	43907	28668	20890	18087	15167	15271	15037	14579	14807	14849	73462
2.650000	78620	45437	31191	22147	18428	16004	14990	14732	14537	14066	14094	94319	76417	45503	29258	21415	17531	16547	15733	14431	14943	14306	14070	103200	76210	46259	30782	21601	17616	15952	15085	14835	14570	14404	14532	100584	75347	44885	29307	21179	17562	17274	14212	14717	14836	14129	15006	84715	74144	44565	29027	21723	18118	15600	15154	16042	14681	15077	14627	97686	72671	43151	29365	21466	17906	15608	15586	15306	14927	14991	15183	78484
2.666667	78887	45390	30420	21432	18692	15797	15260	14357	14585	14189	14243	93030	76793	45716	29244	21586	17410	16633	15524	14181	14940	14242	14167	105071	75453	45601	30736	21726	17846	16432	15124	14526	14743	14512	14358	96497	76115	45036	29448	21296	17593	17232	14169	14362	14828	14512	14884	81046	73955	44843	28968	21780	18384	16029	15206	15522	14787	15102	14235	101531	71831	44057	29504	21233	18582	15041	15516	15272	15030	14651	14686	79105
2.683333	78952	46325	30905	21642	18803	15748	15108	14707	14580	14124	14398	94529	76507	45591	29368	21953	17788	16575	15670	15015	15270	14291	14278	103179	75415	46749	30423	21476	17798	16255	15097	14827	14812	14552	14537	95966	74670	45138	29275	21231	17412	17043	13980	14565	14618	14285	14783	82243	74009	44832	30223	21557	18237	15998	15353	15542	15035	15112	14535	98160	72447	43902	28862	20904	18180	15353	15175	15292	14960	14834	14845	79801
2.700000	80203	46237	31486	21371	18727	15960	14838	14196	14922	14620	14269	95602	76521	45786	29185	21805	17142	16339	15709	14647	15115	14487	14053	108806	75089	46439	31028	21960	17750	15980	15094	14890	14692	14436	14585	96727	75197	44528	29288	21357	17254	17685	14322	14501	14791	15096	14672	83312	74328	44457	29908	21904	18152	15607	15229	15917	15208	15608	14342	96952	71968	43808	29408	20916	17873	14943	15488	14786	14642	14569	15292	77131
2.716667	78783	46153	31174	21693	19201	15926	14947	14360	14799	14261	13975	94635	77178	45710	29291	21499	17222	16815	15749	14909	15180	14535	13981	109464	75776	46555	31133	22165	17888	15923	15152	14758	14600	14624	14580	97481	75168	44758	29008	21090	17278	17518	14250	14489	14370	14472	14974	85298	73060	45167	29245	22118	18036	16276	15010	15688	14619	15350	14575	95458	71500	43485	29303	20759	18052	15232	15402	15112	15114	14992	14746	77782
2.733333	79112	45519	30819	21378	18657	16083	15249	14857	14881	14239	14369	93974	76655	45640	28934	21273	17443	16270	15708	14860	14966	14553	13740	104944	77060	45975	31261	21780	17737	15709	14671	14877	14663	14611	14562	97295	75422	44923	29630	21916	17826	17753	14122	14428	14422	14874	14765	87488	73280	43811	29751	21423	18156	16312	15480	15565	14436	15355	14404	97796	71648	44175	29290	21332	17586	15267	15855	14828	14613	14665	14472	73192
2.750000	79194	45851	30805	21466	18807	15913	15243	14760	14746	14309	14188	96820	76866	45660	29955	21867	17575	16680	15943	14609	15207	14461	13893	103944	75575	46985	30846	22268	17594	16070	15211	14612	15010	14754	14813	95980	75003	45248	29408	21294	17340	17848	14292	14555	14681	14551	14735	82977	73046	45313	29472	21826	18150	15825	15313	15792	15145	15106	14618	98088	72019	43472	29158	21204	17856	15442	15506	15281	14676	14898	14811	78393
2.766667	79324	45843	30736	21309	18936	16309	14888	14587	14644	14181	14192	93923	75978	45929	28820	21326	17347	16426	15449	14401	15204	14562	14011	104467	76375	46414	30323	22107	17581	16059	15177	14612	14454	14940	14842	93007	75470	45058	29466	21383	17156	17090	14079	14961	14474	14205	14872	83946	73623	45007	29840	21685	17863	15509	15049	15570	14870	15339	14556	96601	73167	43111	28841	21417	18008	15287	15805	15129	15115	14773	14836	71525
2.783333	78751	46112	30921	21318	19268	16095	15282	14499	14779	14564	14335	95650	76755	45942	29650	21810	17258	16530	15943	14724	15228	14461	14351	104855	76441	46906	30333	21966	17531	16020	14574	14660	14962	14586	14156	92772	75289	44789	29635	21174	17524	17328	14285	14551	14439	14419	14886	84481	73788	44316	29465	22019	17847	15784	15163	15959	15126	15380	14652	98697	71932	43585	29350	21200	18114	14862	15390	15039	14476	15047	14981	79291
2.800000	79374	46083	30916	21052	18889	16528	14873	14959	14532	14184	14207	93176	76409	45749	29476	22125	17360	16356	15446	14655	15423	14155	13971	107337	76425	46419	30685	22040	17791	15898	15008	15285	14419	14461	14384	95969	74248	45129	29045	21307	17423	17842	14174	14714	14860	14412	14859	80351	73530	44296	29520	21924	18386	16049	14854	15475	14983	14806	14762	98779	72227	43372	29035	21145	18330	15174	15257	15021	14742	14726	14793	74206
2.816667	79043	45450	30705	21416	19152	15732	15313	14767	14815	14156	14140	90512	76062	45922	29485	21371	17435	16624	15623	14186	15465	14601	14520	106758	75067	46468	30549	21418	17915	15942	14821	14644	14840	14317	14754	94532	75351	45556	29544	21198	17435	17463	14220	14712	14363	14628	14302	81827	73248	44666	29622	21987	18391	15680	15180	15831	14891	15357	14599	94446	71998	44059	29564	21018	17831	15167	15586	15335	15174	14985	14675	72741
2.833333	78458	45770	30901	21324	18888	16108	15099	14563	14700	14287	14082	93455	76829	45645	29632	21495	17743	16698	15619	14610	15067	14418	14518	104083	76502	46790	31069	21739	17767	15911	14769	14827	14228	14468	14473	95982	76185	45314	29059	21438	17677	17363	13917	14558	14908	14273	14732	81947	74264	44072	29355	22097	17826	16043	15603	15786	14465	15186	14407	98097	72939	43781	29204	21128	18085	15114	15415	14747	15142	14873	14922	77631
2.850000	78508	45761	31037	21269	19210	16245	15264	14420	14681	14134	14031	96971	77210	45434	29488	21548	17411	16438	15956	14736	14955	14249	13809	104950	75809	46218	31307	22194	17701	15811	15006	14780	14575	14443	14403	97244	75224	45617	29202	21211	17526	17376	14409	14596	14499	14352	14602	84218	74730	44098	29572	21915	17742	16063	15098	15471	14967	15440	14741	100075	71719	43847	28877	21174	18615	15073	15376	15109	14587	14902	14929	74332
2.866667	78942	46151	31075	21294	18857	15810	15150	14318	14955	14159	14241	93531	77571	45574	28988	21361	17613	16771	15982	14904	15004	14618	14084	103708	75860	47138	30639	22007	17843	16267	14821	14575	14994	14161	14422	95769	75113	45239	29377	21538	17658	17057	14325	14507	14699	14044	15075	83015	73753	45090	29449	21795	18116	15766	15214	15577	14775	15146	14673	98961	72717	43580	29257	21082	17869	15364	15284	14978	15135	15043	14875	76623
2.883333	80083	45649	30677	21466	18994	16330	15044	14566	14866	14158	13968	95319	76669	45511	29382	21632	17268	15835	15842	14674	15357	14063	14099	107258	76505	46270	30883	21915	17550	16173	15096	14742	14936	14320	14503	94366	74371	45012	29232	21462	17940	17305	14265	14502	14612	14113	14994	81911	73530	44854	29009	21684	18360	15794	15250	15458	15000	15617	14617	96159	71935	43682	29038	21031	18397	15196	15398	15384	14603	14891	14743	79383
2.900000	79246	46378	31388	21513	19102	16507	15611	14483	14721	14102	14145	96481	76947	45543	29445	21331	17314	16481	15878	14452	15107	14381	14232	106953	76133	46144	30458	21588	17596	15964	15031	14748	14952	14641	14346	96345	74715	45334	29249	21494	17262	17261	14377	14283	14490	14379	14879	83036	73701	44934	29533	21414	18175	16158	15108	15423	14682	15492	14473	99298	71772	43437	29491	21334	18159	15081	15794	15020	14708	14524	14565	75097
2.916667	79872	45652	31134	21162	19570	15941	15034	14432	15231	14349	14396	97857	77389	45669	29580	21260	17592	16511	15497	14710	15588	14348	14020	107217	75846	45921	30892	21934	17524	15642	15184	14961	14655	14667	14638	97197	75367	45492	29166	21593	17372	17601	14068	14534	14657	14254	14727	83869	74014	45105	29113	21854	18020	15978	15266	15627	15021	15240	14603	99339	72088	43494	30036	21051	18320	15529	15503	15030	14974	14688	14866	74090
2.933333	78504	45909	30657	21413	19298	16146	15155	14582	14759	14147	14051	92704	77182	45845	29307	21824	17293	16298	15389	14494	15384	14356	14111	106061	75433	46925	30338	22337	17643	15875	14833	15014	14602	14428	14413	97005	75390	44919	29449	21294	17844	17159	14288	14490	14818	14626	14679	84242	73226	44886	29657	21641	18332	15697	15222	15899	15118	15584	14692	97458	72125	44237	29327	21338	18497	15117	15315	15379	14830	14619	14504	76224
2.950000	79628	45995	30878	21158	19143	16112	14900	14487	14373	14301	14243	90255	77421	45314	29178	21695	17515	16854	15591	14902	14963	14431	14357	107745	76259	46303	30886	21976	17761	16145	14904	14953	14536	14283	14534	94099	75173	44632	29558	21469	16968	17778	14035	14588	14996	14368	14793	83818	74558	44651	29361	21860	18181	15910	15333	15852	14911	15412	15053	98360	73229	43856	29424	21092	17915	15301	15656	14946	14948	14813	14562	76474
2.966667	79067	45625	30834	21355	18697	16468	15131	14557	14913	14079	14016	93973	77214	45766	29480	21716	17583	17010	15825	14816	15165	14841	14103	103433	76180	46832	30517	22336	17727	15945	15119	14633	14700	14489	14453	93818	75065	44629	29778	20983	17437	17088	13727	14936	14365	14326	14714	84470	73533	44978	29375	21915	18310	15952	15164	15709	15189	15348	14153	97491	72832	43442	29507	21163	17602	15214	15403	14852	14874	14923	15017	75357
2.983333	78974	46124	30914	21473	19042	16213	15062	14574	14875	14428	14162	93772	76561	45371	29660	21354	17235	16502	15795	14450	15481	14711	14201	107374	76154	46515	31034	22265	17378	16219	14861	14713	14507	14543	14545	96870	74521	45698	29088	21457	16990	17574	14042	14467	14536	14369	15008	83755	73331	44664	29642	21812	17948	15903	14969	15955	14678	15339	14329	103999	71832	43720	29143	21629	18081	15086	15494	15174	14603	14645	14697	74590
3.000000	78564	45795	30658	21410	18862	16273	15024	14549	14472	14122	13971	91016	77470	46187	29475	21169	17452	16684	15651	14758	15114	14249	14265	109051	76074	47312	30960	21983	18044	16236	14760	15048	14823	14690	14613	94314	75666	45788	29224	20838	17770	17794	14457	14611	14822	14387	14807	87853	73641	45241	29251	21578	18215	15774	15088	15759	15100	14982	14619	99578	72064	44063	29126	21205	18274	15301	15146	15014	14752	14532	14434	76145
3.016667	78693	46172	30694	21398	19204	16259	15125	14834	14500	13934	14336	91069	76450	45392	29159	21507	17298	16648	15867	14679	15575	14425	14315	104324	76358	46015	31248	21750	17832	16042	15230	14383	14659	14568	14581	96653	74999	45424	29036	21133	17639	17945	14222	14665	14747	14139	14952	83332	74300	45004	29846	22136	18063	15651	15026	15638	14491	15066	14921	99410	72112	42895	29787	21013	18088	15063	15327	15250	14630	14970	14711	74404
