Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
4.066667	78022	46489	30492	21443	19041	16108	14989	14599	14809	13855	14026	95094	76582	45990	28982	21571	17363	17154	15806	14601	15101	14329	13996	102244	77593	46448	31500	22056	17789	16377	15065	14995	14701	14207	14434	99281	76108	44387	29284	21529	17497	17597	13936	14251	14806	14405	14647	83787	74027	44044	29695	22339	18317	16122	15299	15827	14998	15190	14512	98023	72867	44585	28843	21267	17924	15088	15161	14627	14777	15325	14624	81136
4.083333	78336	45407	30735	21118	18781	16151	15217	14305	14670	14196	14718	95122	77194	46366	29021	21299	17491	16850	15903	14651	15135	14364	14501	103086	76143	46991	30799	21816	17500	16100	15017	14999	14596	14728	14421	95521	75335	45662	29452	21685	17566	17613	13990	14890	14397	14399	14902	81081	73510	44798	29406	21513	17831	16028	15250	15352	14810	15234	14509	103048	72295	43418	29170	21452	18219	14992	15549	15179	14686	14413	14374	76285
4.100000	78998	45653	30846	21352	19029	16153	15374	14313	15145	14258	14106	93160	77489	46382	29713	22078	17359	16811	15733	14968	15223	14494	14084	106788	76009	46882	30382	22290	17878	16240	15353	14995	15018	14418	14783	99161	74967	44701	28916	21077	17374	17272	13909	14801	14790	14334	14487	78377	73474	44817	29587	21606	18587	15629	15162	15262	14693	14840	14333	99994	71956	44076	28803	20897	18285	14995	15380	15063	14861	14715	14911	73955
4.116667	79128	46625	31162	21570	18443	16042	15272	14675	14784	14170	13937	95565	76595	45239	28925	21537	17461	16772	15524	14587	15213	14474	13575	106022	76628	46239	30685	21890	17671	16114	14602	14705	14669	13978	14615	93944	75197	45737	29354	21255	17691	17226	13958	14353	14617	14198	14642	82046	73760	43976	29531	21841	18314	16079	14865	16038	14885	15094	14744	101547	71926	43766	28532	21173	18304	15547	15624	15194	14830	14594	14867	73575
4.133333	79195	45661	30697	21227	18915	16143	15164	14897	14705	14367	14205	92157	77428	45878	28901	21616	17605	16887	15703	14648	15077	14467	14027	102622	76222	46695	30413	21895	17923	16343	14835	14788	14766	14644	14540	93351	75318	45913	29517	21376	17704	17296	13980	14860	14414	14330	14650	78597	73432	44162	29469	21642	18052	15919	15066	15917	14649	15122	14576	99754	72362	43754	29219	21427	17909	15684	15596	14850	14938	14730	14727	77900
4.150000	78425	45754	31131	21408	18555	16336	15114	14395	14570	14122	13822	95487	78425	46114	29368	21362	17602	16629	15825	14576	15165	14279	13810	104718	76274	46447	30820	21807	17860	16040	15004	14643	14457	14338	14563	95710	75455	45252	29109	20904	17395	17223	13784	14655	14757	14345	14683	83230	74171	44242	29299	22060	17783	16173	15127	15669	14658	15473	14760	100790	72248	43357	29063	21101	18086	15405	15215	14805	14414	15010	14779	72349
4.166667	78786	46285	30506	21436	18935	15957	15055	14388	14809	14364	14048	94142	76961	45368	29145	21124	17688	16753	16029	14499	15019	14410	14012	103968	75698	45985	30061	21578	17852	16124	14650	14905	14848	14784	14517	94900	75074	44721	29144	21320	17194	17315	14123	14107	14356	14198	14749	83016	73624	43746	29662	22233	18443	15856	15630	15719	14558	14915	14142	97210	72599	43925	29335	21272	17805	15394	15479	14970	14959	14809	14640	75108
4.183333	79016	45453	30788	21905	18571	16389	14911	14554	14846	14278	14117	95103	76997	45702	29151	21983	17106	16684	15671	14650	15315	14779	14439	104130	76205	46233	30691	21923	17969	15796	14884	14844	15060	14141	14637	100048	74542	44247	29354	20899	17512	17118	14042	14523	14381	14401	14681	80013	73163	44363	29887	21602	17582	15898	14762	15952	14862	15008	14311	98534	71950	43760	28787	21227	18230	15184	15435	15293	15213	14602	14455	75994
4.200000	79271	45617	31121	21129	18460	16292	15288	14528	14669	14101	14088	94681	77800	45415	28944	21604	17559	16834	15834	14577	15536	14691	14318	102576	76650	46798	30634	22217	18157	15979	14925	14855	14425	14348	14661	93477	74724	45496	29047	21135	17420	16813	14053	14507	14206	14484	14805	83440	74326	44293	29529	21452	18389	16143	15182	15712	14908	14897	14488	100663	72731	43720	29226	21242	18448	15371	15231	15375	14846	14671	14958	76997
4.216667	78726	45518	31427	21458	18555	16324	15187	14516	14742	14152	14055	96281	77626	46337	29055	21591	17327	16851	16036	14818	15287	14481	14127	102049	76126	46606	30714	22283	17799	16561	14865	14926	14551	14353	14445	96989	74610	45786	29658	21131	16957	17349	14057	14807	14519	14471	14695	81772	74270	44097	29417	21920	17927	15885	15253	15686	14860	15098	14686	101609	72294	44044	28882	21051	18130	15283	15613	15241	14869	14464	14691	77244
4.233333	79044	46016	31093	21038	18923	16384	15209	14679	14551	14133	14113	94438	77217	45776	28804	21672	17380	16816	15844	14604	15086	14597	13752	107012	75496	46212	30548	21864	17976	16192	14929	14881	14976	14325	14300	93081	74682	45116	29283	21151	17434	17183	13972	14710	14280	14318	14904	79847	74138	45029	29193	22044	18094	15777	14977	15509	14637	15145	14847	100612	72245	43992	29067	21507	18207	14941	15882	15340	14920	14801	14632	77612
4.250000	79175	45911	30757	21164	18768	16027	15218	14614	14750	14536	13979	97720	77558	45805	28899	21913	17447	16876	15763	14737	15392	14751	14122	102145	75476	46339	31001	21905	17924	16020	14655	14817	14660	14278	14501	96607	74444	44950	29240	21303	17225	17477	14239	14750	14782	14458	14944	79878	74070	44461	29839	21460	18111	16157	15056	15844	14778	14912	14432	96866	73362	43369	28926	20905	17914	15272	15679	15243	14884	15221	14746	73381
4.266667	78737	45214	31158	21147	18645	16353	15395	14672	14731	14431	14222	93372	77291	46154	29560	21464	17480	16613	15946	14746	15373	14306	13834	103205	75946	46692	30868	22224	17693	15879	15247	14670	14614	14080	14541	97125	74636	45315	29273	21237	17288	17456	13978	14622	14452	14292	14600	81773	73584	43636	29295	21886	18149	15881	15260	15874	14749	15289	14591	101164	72606	44507	29110	21348	18099	15080	15484	15260	14660	14924	14639	72589
4.283333	79678	46101	30753	21582	18038	15891	15130	14520	14962	14128	14140	93361	77278	46184	29104	21713	17884	16661	15636	14801	15776	14483	13752	103159	76033	47481	31105	21971	17871	16323	14819	14904	14547	14179	14351	95117	75206	45281	29741	21356	17723	17509	14067	14768	14710	14278	14598	83832	73625	44719	29263	21713	18112	15400	15092	15460	14590	15360	14562	100325	72585	43730	29029	21402	18032	15056	15549	14721	14732	14844	14792	77918
4.300000	78825	45460	30936	21037	19001	16266	14931	14655	14618	14053	14155	95725	78133	46085	29225	21894	17574	16911	15911	14487	15416	14301	14109	103852	76760	46685	30566	22226	17511	16374	14697	14783	14803	14409	14455	98155	74957	45390	29206	20923	17625	17299	13950	14774	14612	14290	15021	80362	73334	44508	29602	21617	18016	15961	15200	15204	15053	15353	14504	102092	72251	44732	28820	21248	18120	15218	15262	15167	14667	14705	14702	76751
4.316667	78646	46389	30970	21171	18689	16639	15151	14674	14651	14096	13880	93550	76467	46023	29326	21609	17448	16527	15710	14522	15116	14235	14084	105274	76346	46624	30633	21899	17706	16287	14893	15114	14564	14387	14278	96174	75175	44578	29529	21278	17191	17467	14204	14433	14328	14338	14969	80208	73528	44592	29500	22148	18302	15632	14846	15432	14737	15469	14259	95687	72592	43762	29136	20734	17769	15302	15545	14927	14781	15079	14817	74910
4.333333	79275	46322	30930	21386	18449	16290	15379	14767	14454	14141	13970	93919	77266	45807	28904	21591	17286	16474	15429	14670	15181	13988	14465	102921	76120	47073	30890	21851	17841	15936	15203	14803	14560	14200	14605	97667	75021	44973	29759	21244	17369	17668	14355	14750	14137	14379	14765	83433	74441	43916	28977	21324	17965	16049	15110	15424	14697	15152	14680	104878	71587	43851	29444	21165	18353	15087	15394	15020	14399	14556	14952	80082
4.350000	79456	45956	30624	21622	18618	15814	15318	14495	14531	14091	14205	98850	77548	46242	29715	21784	17589	16706	15760	14782	15597	14535	13930	103552	76400	46289	30766	22270	17541	16122	14918	15049	14933	14678	14620	95365	74728	44667	29522	21100	17811	17594	14198	14486	14332	14389	14597	83582	74265	43911	29387	21730	17908	15670	15190	15661	14467	15365	13905	98357	72193	43263	28883	20808	18351	15334	15584	15098	14558	14624	14710	75361
4.366667	78890	46109	30849	21415	18678	16198	14778	14561	14616	13839	14528	92462	78081	46161	29403	21900	17605	16811	15938	14616	15292	14424	13915	103616	76518	46463	30326	22272	17872	16087	14981	14922	14859	14521	14321	96530	74864	44788	29582	21070	17469	17511	13914	14711	14720	14522	14475	80611	73967	44851	29290	21797	17925	16068	15129	15500	14584	15097	14217	105019	72894	44434	29177	20910	18076	15556	15568	15125	15018	14641	14992	75791
4.383333	78566	46014	30910	21237	18514	16298	14965	14519	14783	14145	13739	94551	77166	45867	29285	21702	17562	16733	15675	14586	15288	14277	13970	103179	77323	46552	30518	21766	17906	15974	15039	14785	14593	14298	14299	99916	75007	44892	29405	21170	17244	17600	13671	14351	14920	14492	14817	82883	73012	44149	29208	21962	18104	15821	15081	15826	14746	14927	14513	98212	72233	43801	29042	21274	18284	15171	15968	15262	14523	14540	14779	73995
4.400000	78714	46039	31095	21361	18384	16087	14720	14802	14341	13864	14537	94834	76961	46437	29682	21412	17488	16500	15787	14673	15189	14701	13926	102426	76795	47114	30652	22158	17717	15774	15131	14988	14705	14518	14508	94291	74765	45117	29122	21377	17238	17352	14015	14889	14837	14520	14564	81988	73851	43988	29564	21842	18419	15625	15218	15482	14888	15343	14490	100289	72559	43282	29105	21168	18137	15249	15761	15126	14943	14960	14846	76524
4.416667	80036	45773	30875	21289	18551	16057	15202	14831	14634	14274	13958	96834	77063	45941	29032	21711	17520	16547	15750	14340	15112	14566	14199	103531	75985	46690	30892	21822	18246	16146	15083	15120	14820	14339	14676	94855	74726	45007	29516	21166	17449	17175	14181	14256	14608	14323	14719	84431	74201	44471	29871	21816	18143	15854	15198	16152	15077	15345	14333	100362	72658	43751	29352	21581	18141	14964	15341	15149	14742	15262	14723	75618
4.433333	79573	45299	31293	21670	19108	16373	14947	14711	14924	14221	13791	96459	77378	46233	29076	21503	17458	16923	16150	14678	15412	14255	13663	107337	76997	46486	30728	22044	17568	16291	15312	14967	14493	14466	14539	95247	74067	45409	29260	20806	17479	17335	14188	14623	14582	14652	14661	81257	74530	44230	29669	21863	18222	15662	15068	15604	14770	14933	14366	100527	72634	43924	28732	21729	18022	15093	15669	14886	14948	14700	14791	78449
4.450000	78782	46383	30887	21378	18533	16129	15233	14541	14701	14331	14096	94398	77244	46170	29299	21703	17613	16414	15727	14631	14710	14467	14438	106694	75649	46711	30803	22275	17916	16012	14617	14920	14659	14773	14563	101764	74363	44984	28815	21279	17364	17420	14396	14515	14753	14610	14792	82893	73943	44401	29593	21530	18464	15591	15334	15726	14757	15321	14660	96025	72479	44096	29029	21230	17966	15203	15557	14946	14872	14752	14692	77845
4.466667	79247	45431	31135	21045	18601	16417	14994	14522	14840	13965	13735	94417	77037	45791	29151	21656	17689	16581	15957	14590	15240	14780	14201	103303	76285	45710	30532	21582	17960	16272	15051	14897	14789	14999	14607	94858	74805	45201	29467	21096	17349	17483	13776	14956	14327	14579	14776	81831	73950	43826	29544	21938	18361	15282	14985	15977	14846	15244	14579	99042	72159	43802	29179	20963	18428	15084	15723	15137	14761	15120	14896	75980
4.483333	79109	45803	30089	21519	18736	16182	15326	14653	14729	14165	13943	93274	76935	45796	29509	21753	17611	16738	15985	14597	15274	14486	14149	104060	76013	46671	30355	21318	17669	16140	14872	14561	14771	14424	14648	92408	75990	44670	29506	21139	17688	17317	13958	14469	14445	14570	14680	82504	74122	44366	29754	21942	18162	15969	15286	15518	14933	15416	14568	99301	71291	44334	29690	21255	18101	15087	15460	14782	14780	14974	14539	78068
4.500000	79161	45620	30436	21718	18587	16185	15091	14868	14731	14354	13736	95427	76278	46176	29275	21407	17400	17252	15889	14897	15388	14431	13676	105060	76018	46667	30671	21647	17564	16100	14906	15149	14801	14357	14608	99260	75130	45322	29151	21473	17552	17338	14089	14834	14467	14613	14736	78006	74174	43618	29602	21799	18326	15709	15356	15623	14979	15458	14493	95573	71924	43803	29443	21036	18041	15360	15677	14863	14573	14828	14440	75328
4.516667	78995	45801	30594	21317	19032	16434	14641	14408	14796	14022	13990	94447	76202	46007	29169	21463	17091	16802	15764	14808	15385	14748	13965	104341	76165	46374	30391	21653	18007	16275	15352	14639	14797	14462	14535	93754	74932	44876	29229	21104	17673	17501	13826	14946	14798	14355	14661	83922	74103	44107	29597	21983	18162	15912	14998	15963	14720	15224	14463	101174	72335	44196	29086	21535	18226	15139	15149	15007	14570	14796	15026	73118
4.533333	78759	45930	31042	21706	18463	16333	14786	14999	14747	14326	14101	94899	76085	45774	29150	21555	17462	16791	15836	14681	15452	14575	14172	102213	76391	46572	30397	21565	17429	15789	15086	15034	14592	14217	14372	99648	74159	45083	29341	21134	17458	17188	14013	14752	14127	14535	15080	81616	74206	44410	29428	21920	17884	15551	15301	15655	14659	15383	14741	102825	71833	44683	29552	20696	18143	14947	15697	15166	15048	14779	14771	76290
4.550000	79041	45976	30565	20603	19030	16182	15107	14819	14783	14048	13857	96095	76381	46137	29690	21647	17244	16500	15874	14802	15468	14791	14231	102081	76463	46922	30546	21738	17530	16298	14926	15073	14616	14176	14180	94358	74546	45413	29380	21519	17118	17322	13691	14804	14620	14509	14943	82735	73607	44538	29854	21271	18231	16012	15253	15473	14691	15295	14707	100135	72199	44159	29485	21503	18252	15222	15534	15031	14808	14601	14678	75122
4.566667	78947	45898	31459	21378	18299	16182	15195	14364	14547	13968	14134	97799	76392	45858	28898	21321	17300	17115	15767	14737	14852	14313	14016	102734	76414	46545	30660	21430	17630	16224	15207	15064	14545	14332	14383	96448	75412	45207	29509	21254	17899	17351	14171	14672	14692	14406	14827	82824	74503	43638	28888	21837	18073	15665	15038	15643	14739	14867	14992	99938	72503	44344	29058	21635	18192	15387	15601	15076	14710	14800	14674	74983
4.583333	78604	46350	31160	21366	18934	16310	14969	14791	14471	13978	14340	94484	77144	45815	28879	21526	17377	16700	15744	14901	15145	14317	13803	104256	76430	46965	30477	21898	17195	15727	14928	14524	14549	14391	14309	96607	74724	45029	29096	21287	17529	17498	13875	14744	14393	14453	14823	84239	73733	44132	29826	21809	18499	15929	15262	15879	14624	15169	14608	99085	71285	44014	29763	20961	18428	15237	15579	14872	14618	14973	15176	74242
4.600000	79952	45738	30875	20904	18865	16362	15318	14678	14589	14274	14008	97723	76182	45355	28867	21688	17601	16404	15856	14628	15355	14250	14321	104912	76053	46837	30734	21940	17621	15915	14952	14829	14609	14682	14654	94014	73392	44847	29237	21553	17795	17328	13858	14531	14306	13905	14522	85021	74297	43954	29345	21895	18243	16192	15224	15265	14386	15393	14666	100744	71478	43427	28850	21147	18353	15162	15231	15071	14793	14909	14900	79413
4.616667	78304	45863	31744	21343	18905	16121	15095	14588	14955	14090	13925	96821	76135	45769	29289	21539	17484	16883	15502	13983	15460	14617	13879	102289	75693	46478	30048	22525	17686	15710	15069	14795	14722	14538	14522	94338	74900	44473	29492	21046	17644	17379	14100	15056	14769	14517	14626	83290	73804	43409	29810	22223	18030	16068	15290	15666	14872	15347	14477	99317	72766	44340	28639	21300	18068	14907	15215	15001	15083	14950	14830	73603
4.633333	78995	46387	31344	21083	18761	15858	15278	14768	14623	14164	14041	96465	75856	45995	29261	21198	17422	16377	15898	14073	15332	14458	14377	103280	76261	46237	30259	22202	18002	15907	14807	14855	14726	14617	14686	99207	74531	45027	29458	21295	17695	17764	14027	14977	14569	14359	14738	77101	74275	43566	29456	22026	18047	15678	14787	15945	14750	15256	14386	101604	71696	44276	29266	21203	18211	15316	15308	15236	14694	14753	15367	76395
4.650000	79762	46267	31127	21443	18817	16073	15108	15099	14864	14245	14161	98469	76567	46363	29570	21521	17444	17290	15462	14244	15309	14644	14046	105495	75862	46154	30679	21674	17916	15956	15166	14860	14548	14793	14706	96747	74732	44992	29499	20945	17477	17052	14031	14825	14387	14932	14759	81521	74051	44267	29741	21931	18239	15893	14990	15532	14937	14967	14354	102335	71758	43467	28818	21385	18535	15230	15715	15137	14599	14730	14848	76374
4.666667	79217	45709	32092	21455	18827	16447	14802	14630	14477	14106	13793	95133	76547	45934	28892	21457	17754	16946	15554	14421	15149	14322	14193	102787	76333	47385	30555	22633	17774	16126	14459	15022	14739	14611	14679	95091	75120	45216	29562	21943	17951	17223	13955	14840	14621	14820	14811	81921	74048	43751	29889	21477	18031	15517	15148	15331	14961	15078	14264	99354	71750	43798	29811	21448	17985	15319	15497	15408	15045	14737	14560	74430
4.683333	79658	45191	31469	21957	18834	16028	14966	14264	14739	14220	13910	95948	76371	45912	29688	21781	17352	16899	15420	14170	15322	14415	13937	103323	76457	46764	30435	22231	17556	16360	14997	14973	14772	14805	14553	96735	75207	44937	28578	21611	17196	17335	14110	14791	14588	14212	14576	79639	74333	44224	29344	22182	18205	15875	15233	15568	14800	15280	14341	97048	72509	43981	29340	21094	17892	15219	15647	15132	14507	14484	14702	78937
4.700000	78088	46257	31437	21490	18446	16131	15272	14468	14644	13827	13897	96341	76857	45346	28707	21601	17435	16293	15857	14297	15506	14229	14256	106102	76548	47166	30517	22692	17339	16176	15155	14998	14705	14706	14202	95348	75392	44723	29514	21203	17107	17785	14164	14506	14709	14436	14432	80697	74252	44063	29577	21872	18671	16027	14991	15725	14811	15117	14478	102119	72201	43910	29097	21109	18177	15064	15565	15335	14848	14978	14771	76805
4.716667	79227	45902	32443	21364	18937	16331	14887	14618	14576	14063	13942	94514	76015	46439	29455	21345	17622	17192	15738	14481	15248	14172	13891	100786	75564	46894	30766	22672	17832	15853	14976	14434	14830	14111	14775	98785	74782	45086	29224	21232	17096	17704	13788	14522	14700	14761	14957	82523	73847	44059	29777	21786	18199	16055	15105	15528	14752	15526	14253	99890	73166	44077	28670	21166	18357	15017	15495	15289	14656	14724	14618	79352
4.733333	78759	46381	32371	21363	18471	16338	14976	14491	14519	14322	14081	95531	76774	46398	29359	21630	17357	16713	15435	14232	14930	14177	13655	103188	76549	47200	30727	22781	17664	16027	15275	14812	14931	14570	14602	98410	75014	44738	29470	20823	17765	17455	14014	14614	14583	14427	14926	82347	73798	44018	29494	21887	18099	15589	14851	15757	14712	15341	14302	106864	71755	43349	29101	21330	18027	15285	15564	14969	14644	14476	15143	78295
4.750000	79063	45918	31620	21120	18687	16327	15067	14376	14509	14249	14244	94462	76099	45512	29296	21585	17414	16618	15517	14687	14897	14427	13996	102242	76875	46657	30763	22918	17795	15916	15429	14942	14918	14124	14657	97185	74458	45029	29216	21168	17254	17167	13813	14427	14990	14520	15419	79668	74914	44126	29584	21779	18317	15971	14984	15783	14715	15248	14215	94299	71877	43871	28802	21715	17976	15484	15423	15472	14979	14582	14760	72843
4.766667	78574	46060	31945	21352	19014	16209	15203	14721	14948	14428	14160	96940	76260	46442	28911	21476	17582	17069	15831	14747	15363	14205	13980	104190	76340	46897	30749	22676	17450	16035	14964	14991	14556	14482	14337	95672	74979	45083	29681	20907	17412	17493	13857	14787	14310	14083	14294	76377	74202	44604	29378	21766	17860	15628	15243	15410	14694	15133	14123	99614	72186	43573	29177	21389	18264	15191	15162	15043	14246	14340	14634	76287
4.783333	79153	46132	32437	21015	18831	16347	14987	14544	14674	14562	14489	95716	76165	46225	29570	21695	17333	16735	15872	14932	15049	14292	14014	101644	77041	46594	30503	22921	17657	15857	15501	14769	14987	14425	14259	93440	74409	45443	29794	21422	17226	17200	13791	15006	15065	14274	14678	85357	74514	44222	29419	21911	18140	15892	15109	15932	14955	15361	14356	100537	72645	44596	29002	20808	18234	15066	15097	14625	14497	14661	14701	74709
4.800000	79536	46099	32474	21320	18444	15947	15126	14730	14581	14359	14248	94631	76280	46588	29129	21682	17314	16799	15546	14787	15180	14417	13989	103281	76500	46927	30537	22853	17793	16055	15581	14794	14783	14488	14539	94827	75073	44620	28901	20938	17614	17096	13808	14898	14831	14550	14524	82198	74946	44390	29113	21533	18590	16060	14907	15835	14957	15211	14282	100025	72304	44209	28772	20964	18468	15263	15473	14750	15112	14689	14940	74871
4.816667	78860	46072	32066	21053	18605	16506	15099	14350	14906	13894	14175	98475	75843	45933	28920	21601	17413	16831	15738	15266	15240	14197	13915	103225	76314	47382	30588	22590	17716	16126	15639	14941	14600	14486	14010	96054	74415	45678	28986	21201	17460	17333	13853	14507	14648	14472	14741	81387	74071	43900	29625	21616	18265	15758	15187	15573	14585	15184	14561	99739	72837	44218	28898	21761	18054	15011	15286	14904	14732	14593	14798	74824
