Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03
8.533333	49994	67912	53699	45916	48463	44354	51699	49822	50693	52540	55003	52390	35479	37084	36392	36829	37217	38056	37540	38108	32217	34379	35248	34172	34103	35147	36540	28224	26202	28204	38396	40300	40667	41301	45063	30883	23544	39033	40000	38968	33163	37084	28171	28499	28304	54516	56983	42590	37824	37307	37447	38368	37892	36664	38523	36732	40159	27538	27586	26589	33241	27802	37269
8.550000	49583	67539	54252	45084	48961	44732	51866	49339	50508	53002	54468	52062	36259	36926	36442	36579	37307	37614	38064	37577	32446	34248	35367	34407	34764	35415	36250	28352	26659	28666	38748	40811	41290	41593	45257	30812	23451	39227	39816	38960	33000	37427	27954	28358	28524	54197	56649	42876	37267	37405	37769	38427	37408	36968	37972	36632	39652	27390	27405	26482	33490	27874	36564
8.566667	49285	67658	53828	45940	48617	44795	52026	49717	50088	52855	55412	52167	35824	36925	36168	36676	37527	37856	37467	37456	32620	34300	35504	33912	34060	35145	36348	28371	26430	28197	38366	40933	40987	41662	45252	30936	23474	38821	40036	38908	32776	37409	28597	28288	28513	54632	56452	42759	37450	37015	37401	38018	38052	36788	38140	36657	39934	27253	27601	26414	33480	28009	37122
8.583333	50031	67765	54041	45521	48461	44799	51872	49711	50356	53291	55543	51970	35909	36699	36297	36535	37208	37832	37599	38019	32541	34192	35432	33914	34384	35305	36306	28064	26128	28283	38578	40824	40845	41343	44865	31067	23604	39124	39819	38851	33355	37144	27927	28299	28212	54892	56817	42812	37273	37008	37461	37636	37735	36176	38324	36640	39425	27394	27451	26535	33552	27774	37387
8.600000	49997	67917	54621	46389	48403	44889	51849	49532	50487	52464	54936	52596	35718	37434	36450	36422	37349	38013	37820	38019	32494	33938	35561	33893	34442	35299	36260	28596	26357	28274	38935	41188	41354	41453	45367	30788	23419	38996	40395	39048	33411	37159	27991	28604	28256	55174	56834	42986	37605	37292	37685	38206	37914	36367	38817	36845	39581	27323	27519	26668	33601	27956	37216
8.616667	49399	67677	53939	46152	48526	44662	52491	50204	50492	52433	55001	51968	36256	36852	36395	36663	37207	38036	37524	37821	32904	34060	35295	34116	34300	35422	36468	28197	26493	28192	38940	40654	40887	41474	45414	31556	23728	39236	39522	38898	33333	37452	28433	28280	28234	54351	56989	42799	37707	37061	37631	38290	37812	36602	38731	36835	40000	27532	27636	26390	33452	28031	37105
8.633333	50243	68173	53887	45812	48187	44645	52598	50027	50423	52502	54809	52407	36316	36715	36004	36667	37323	38147	37632	37986	32364	34194	35066	33367	34174	34964	36896	28401	26642	28261	38858	40843	40923	41123	44940	30550	23380	39048	39952	38652	33653	37221	27860	28358	28228	54650	56359	43384	37778	37312	37748	38289	37899	36265	38753	36873	39836	27322	27576	26456	33528	27917	37171
8.650000	49544	67760	53822	45346	48890	44514	52412	49561	50479	53053	54400	52469	35964	37030	36494	36876	37385	38066	37623	37932	32508	33952	35448	33668	34506	35799	36264	28468	26166	28178	38705	40436	41713	40932	44618	31013	23637	38859	39833	39240	33010	36936	28408	27906	28113	55035	56536	43121	37662	37223	37771	38440	38087	36373	38203	36949	39873	27870	27448	26560	33320	28019	36868
8.666667	49776	67768	54271	45877	48527	45094	51918	49600	50277	52550	54643	52291	36083	37373	36580	36532	37281	37674	37645	38180	32417	33818	35950	34336	34420	35506	36270	28504	26171	28016	38641	40839	41029	41538	45469	31076	23435	38944	39842	39270	33363	37536	28000	28332	28404	52955	56508	43084	37662	37296	37637	38355	37553	36784	38583	36550	39883	27549	27525	26142	33483	27800	37072
8.683333	50066	68122	53889	45669	48342	44764	51472	49114	50676	52623	54693	52633	35746	36584	36152	36784	37319	38004	37668	37982	32718	34044	35638	34056	34405	35600	36356	28480	26189	27954	38469	40778	41505	41475	45014	30831	23462	39018	39973	38648	33512	37124	27939	28120	28176	52938	56866	42794	37390	36860	37426	38269	38016	36191	38563	36432	39886	27827	27489	26577	33814	28112	37425
8.700000	50036	68465	54565	45872	48712	44908	51946	50100	50104	52474	54520	52012	35452	37162	36151	36848	36869	38112	37578	38120	32473	33917	35600	34095	34009	35452	36240	28646	26523	27953	38691	40567	41112	41760	45496	31205	23552	39082	39813	38948	33551	37665	28020	28250	28331	52848	56858	42838	37319	37232	37485	38516	37740	36608	38114	36541	39330	27670	27680	26305	33646	27824	37104
8.716667	49476	67314	53798	45522	48099	44742	52019	50009	50347	52348	54796	51799	35647	36943	36564	36498	37228	38136	37250	38265	32128	34538	35450	34081	34260	34968	35981	28455	26165	28101	38644	40158	40659	41603	45591	31056	23465	39397	39669	39180	33349	37201	27937	28397	28514	53568	56900	43324	37638	37292	37179	37872	37857	36554	38723	36607	39904	27354	27555	26584	33581	28132	37260
8.733333	49733	68972	53713	45504	48754	45135	51860	49244	50345	52705	54392	52059	36036	36485	35980	37197	37215	38109	37631	37729	32376	33848	35653	33938	34245	35453	36356	28636	26253	28364	38520	40421	41228	41509	45333	30891	23069	38668	39467	38694	33043	37227	27680	28238	28410	53974	56548	43179	37512	37357	37449	38436	38160	36436	38196	36607	39940	27488	27380	26453	33109	28011	37287
8.750000	50312	67694	54379	45969	48075	44809	51875	49960	50155	52343	55034	52426	35944	37086	36163	36731	37080	38083	37184	37696	32459	33938	35446	33915	33947	34900	36552	28354	26121	28061	39100	40529	40968	41516	45236	30861	23192	38949	39917	38940	33192	37559	27987	28174	28634	52955	56852	43370	37324	37634	37348	38422	37820	36439	38323	36476	39543	27389	27246	26686	33796	27832	37347
8.766667	50424	68200	54287	45933	48432	44576	52368	50026	50375	52887	55446	52246	35887	36919	36640	36704	36994	37554	37965	38416	32476	33884	35723	33846	34493	35221	35939	28444	26665	27925	38569	40584	41255	41088	45044	30945	23432	38776	39891	38684	33078	37220	28544	28190	28532	53225	56465	43088	37303	37306	37747	38676	37928	36597	38667	36537	39752	27395	27725	26228	33779	28268	37293
8.783333	50418	68084	54033	45720	48634	44590	51687	49979	50821	52931	54503	51698	36033	36941	35944	36641	37348	37745	37632	38007	32878	33684	35223	33803	34728	35695	36081	28343	26378	27475	38933	40788	40992	41755	45134	30973	23505	38912	39703	38699	33508	37053	28436	28504	28163	53168	56420	42706	37530	37390	37566	38315	37305	36427	38423	36308	39807	27248	27810	26790	33380	27581	37492
8.800000	49861	68354	54215	45480	48996	44566	52229	49505	50515	52974	54778	52084	35952	36851	36245	36768	37283	38370	37339	38261	32688	34400	35741	33872	34356	35684	36318	28377	26196	27980	38767	40729	40912	41507	44991	30736	23526	39108	39880	38781	33110	36927	27687	28335	28352	53247	56135	42847	37665	37119	37364	37952	37756	36436	38607	36948	39879	27472	27364	26385	34148	27600	36966
8.816667	50023	68827	54157	45484	48870	44443	52093	50000	50569	52344	54932	51966	36278	36933	36035	36691	37332	38316	37754	38548	32304	34041	34984	34221	34004	35110	35899	28460	26222	28450	38777	41024	41540	42046	44754	31516	23420	38880	39900	38838	33047	37360	28200	28119	28373	53064	56682	42510	37302	37087	37654	38590	37175	36588	38505	36612	39652	27749	27514	26612	33624	28103	37671
8.833333	50263	67765	53716	45294	48060	44812	52368	50100	50100	52231	54792	52444	36222	37020	36095	36752	37404	37663	37632	38160	32521	33742	35784	34070	34581	35490	35931	28556	26600	28245	38478	40931	40864	41351	45343	30910	23408	38852	39747	38626	32882	37068	28170	28353	28284	53405	57028	43009	37165	37120	37552	38367	37700	36579	38333	36269	40186	27666	27672	26396	33667	28266	37248
8.850000	50190	68191	54050	45497	48584	44318	52346	49320	49885	52658	54916	52049	35964	36725	36104	37070	37460	37829	37192	37999	32474	34064	35349	34033	34468	35487	36038	28528	26140	27776	38641	40478	40966	41893	45232	31007	23317	39110	39651	39309	33356	37320	27924	28403	28477	53579	57104	42020	37498	36930	37139	37983	37416	36409	38268	36309	39547	27760	27471	26524	33454	27750	37044
8.866667	49737	68338	53955	45964	49142	44128	51884	50128	50309	52441	54616	51802	35900	36653	36035	37233	37433	37887	37861	37662	32670	33975	35280	33996	34204	35212	36276	28504	26007	27948	38390	40484	40707	42164	45358	30864	23409	39160	40032	39107	32918	37293	28078	28356	28065	53523	56739	42052	37502	37156	37748	38563	37598	36373	37968	37243	40152	27729	27645	26604	33536	28010	37110
8.883333	50152	68211	54328	46142	49087	44624	52244	49987	50428	53248	55041	52188	35983	36960	36272	36939	37448	38036	37804	37831	32607	33846	35232	33941	34029	35563	36244	28461	26197	28173	38908	40425	41208	41655	45012	31077	23768	39180	39540	39190	33333	37283	28017	28094	28168	53582	57202	41979	37723	37408	37923	38196	37429	36398	38177	36398	39474	27587	27781	26370	33547	27640	37210
8.900000	50148	68288	53784	45823	48996	44524	52086	49781	50292	53036	54480	51945	36067	36739	36614	36552	37238	38157	37420	38232	32627	34117	35428	34132	34476	35137	35917	28583	26463	27842	39030	40824	40965	41384	45488	31115	23421	38690	39949	38762	33072	37262	28127	28208	28389	54046	56562	43337	37763	37418	37171	37612	37560	36336	37964	36869	39571	27697	27652	26529	33718	27809	37060
8.916667	50229	68665	54240	46240	48901	45008	52056	49836	50449	52595	55342	51977	36529	36792	36157	36948	37429	37925	37713	37870	32892	33997	35208	33687	34274	35442	36295	28258	26333	27856	38867	40660	41495	41310	45240	31333	23666	38820	40413	38633	33064	37845	27984	28047	28553	54323	56800	42566	37736	37177	37746	37958	37708	36212	38409	36579	39572	27154	27795	26344	33224	28114	37192
8.933333	50148	68148	54458	45733	49344	45263	51526	49600	50754	52460	54278	51636	36135	36651	36121	36878	36964	38132	37352	38189	32322	33920	35580	34125	34137	34904	36385	28039	26238	27984	38776	40748	41145	41758	45594	31520	23411	38871	39580	38534	33110	36859	28132	28331	28125	54243	56746	42505	37205	37259	37040	38028	37694	36606	38553	36560	40156	27354	27492	26512	33816	28016	36972
8.950000	50564	68403	54112	46017	49011	44572	51209	49212	50700	52610	54785	52039	35852	36884	36578	36764	37306	38078	37456	38238	32278	34101	35536	34138	34278	34942	36265	28612	26544	27920	38844	40817	41088	41260	45552	30984	23329	39012	39012	38846	32977	37720	27926	28259	28716	54408	56772	42516	37454	37183	37639	38161	37123	36015	38288	36125	39695	27596	27580	26527	33754	28069	36903
8.966667	50134	68493	53792	46109	49020	44748	51889	49924	50707	51940	54587	52488	35920	36544	36400	36914	37408	37889	37510	38116	32879	34224	35588	34010	34458	35142	36127	28831	26271	27756	38344	40453	41089	41396	45364	30428	23374	38886	39960	38887	33008	37062	28018	28318	28549	54378	56589	42835	37799	36942	37364	37900	37700	36264	38284	36882	39823	27376	27364	26832	33502	27704	37334
8.983333	50343	67513	54211	45274	48741	44876	51812	49837	49984	52678	54836	52665	36003	37157	36200	36883	37096	38442	37792	38098	32432	34276	35453	33721	34356	35404	36180	28692	26336	28199	39039	40400	41233	41472	45068	30996	22848	39284	40112	38740	33792	37289	27938	28166	28406	54808	57609	42495	37811	37187	38095	38353	37756	35848	38124	36424	39785	27584	27556	26376	33437	28028	37086
9.000000	50619	68219	53856	45881	49976	44874	51570	50302	50821	52771	54572	52616	35932	37185	36293	36874	36709	38217	37366	38159	32426	34542	35682	33932	34051	35628	36218	29016	26136	28004	38784	40720	40772	41137	45276	31191	23243	39100	39668	38536	33020	37188	28032	28170	28286	55212	56449	42678	37364	37499	37510	37855	37367	36128	38898	36146	39579	27405	27972	26222	33771	27652	37154
9.016667	50640	68068	54789	45454	48984	44671	51846	49896	50447	52298	54824	52256	35956	35779	35642	36704	37260	38203	37704	37802	32979	34216	35032	34361	34073	35618	35925	28401	26424	27676	39059	40892	41192	41437	45730	30984	23060	38433	39794	38632	33589	37083	27990	28422	28473	55199	56576	42446	37486	37337	37895	38384	37377	36200	38348	36535	39608	27476	27969	26598	33476	28276	37310
9.033333	50367	68644	54459	45710	49424	44829	51890	49455	49636	53073	54660	52005	36641	36308	36331	36992	37703	38068	37269	37421	32583	34004	35573	34128	34232	35608	36406	28228	26775	28025	39065	40636	41528	41492	45487	30938	23436	39317	39948	39055	33175	36920	27936	28344	28380	55644	57545	42816	37727	37169	37899	38224	37894	35847	38132	36928	39402	27358	27156	26575	33711	27752	37454
9.050000	50550	68484	54149	45978	49091	44706	51676	49907	50867	52674	54674	52495	35845	36870	36060	36695	37075	38157	37624	37748	32461	34068	35308	34212	34432	35916	36681	28440	26123	28081	39008	40730	40868	41239	45803	31280	23413	38973	40022	38715	32936	36985	27704	28295	28228	55067	57423	42681	37780	37332	37772	38382	37470	36284	38145	36340	39774	27493	27703	26814	33571	28119	37366
9.066667	50704	68272	54962	46084	48805	44724	52036	49940	50508	52752	54863	51696	35708	36885	36165	36868	36851	38099	37154	38073	32623	33573	35564	33841	34202	35464	35936	28216	26026	28104	38551	40946	41179	41622	45520	30972	23583	38833	39731	38728	33332	37336	28074	28228	28720	55757	57593	42804	37364	36990	37558	38088	36802	36267	38131	36453	39410	27429	27643	26568	33699	28004	37596
9.083333	50831	67685	55236	46054	48900	44597	51552	50419	50548	52760	54964	51971	35972	36633	36096	36787	37282	38008	37096	38110	32813	33812	35336	33632	34273	35651	36105	28458	26260	27813	38097	40424	41168	41167	45253	30767	23548	38696	39944	39069	32936	36976	28128	28118	28240	56310	56988	42664	37836	37291	37240	38449	37752	35460	38428	36780	39799	27344	27602	26347	34120	28128	37266
9.100000	50781	68605	54301	45876	49268	45152	51592	50010	50566	52595	54815	52473	35885	36899	36468	36864	36716	38594	37396	37836	32819	33907	35360	34206	34440	35495	36330	28862	26272	27480	38590	40896	40978	41297	45325	31176	23249	38779	40053	39011	32820	37657	27822	28100	28136	56021	57296	42316	37436	37257	37860	38021	37476	36732	37856	36688	39795	27838	27492	26765	33441	28302	37090
9.116667	51284	68767	54264	45746	49710	44876	52093	50387	51228	52464	54123	52500	36268	36775	36066	37064	37266	37573	37670	38144	32045	34005	35116	33592	34114	35121	36318	28477	26082	27823	38688	40578	41380	41500	45411	31095	23790	38741	40067	38322	33682	37042	28061	28436	28233	56304	57265	42467	37724	37481	37812	38213	37331	36110	38437	36386	39988	27832	27880	26417	33372	27990	37230
9.133333	50835	68515	54616	46312	49843	44492	51792	50032	50574	52394	54507	52372	36407	36752	36516	36940	37439	38542	37752	37987	32565	33912	35164	33872	34376	35544	36361	28628	26420	28353	38536	40428	41532	41241	45089	30987	23357	38749	39620	39034	33632	37217	28028	28725	28304	56712	57682	42733	37745	37679	37550	38236	37191	36438	37922	36500	39561	27204	27547	26531	34250	27887	37444
9.150000	51009	68877	55442	46152	49290	44468	51360	50120	49948	53138	55224	51923	35746	36886	36328	36823	36994	38468	37603	37928	32718	33716	35084	34038	34336	35256	36153	28459	26104	27831	39179	41273	41138	41391	45834	30797	23492	38776	39653	38688	33047	37384	28104	28176	28055	57084	56965	42646	37477	37198	37349	37787	37582	36408	38530	36663	39352	27555	27738	26524	33493	28124	37164
9.166667	50462	68248	54859	46072	49296	45132	51527	49635	50831	52719	55211	52080	35996	36734	36357	36649	37435	37887	37894	38315	32869	33948	35418	33836	34397	35380	36654	28586	26487	27999	38581	41080	41170	41751	45266	30897	23232	39160	39560	38754	33333	37340	28138	27850	27838	56828	56584	42764	37524	37187	37359	38532	37742	36435	38596	36469	39668	27265	27888	26656	33805	28044	36978
9.183333	50904	68334	54605	46665	49402	44853	51521	49500	50773	53023	54983	52240	36112	37441	35913	37163	37263	38002	37778	37768	32192	34158	35684	33699	34488	35408	36519	28101	26455	27692	38166	40101	40847	40604	45004	30729	23390	38802	39196	38939	33366	37116	28116	28206	28327	57811	57101	42909	37192	37195	37262	38212	37814	36697	38163	36479	40220	27692	27531	26725	33656	28183	37472
9.200000	50751	68277	54751	45976	49354	45165	51760	50356	50650	52432	54844	52302	35807	36940	36894	36922	37384	38319	37545	38045	32347	33496	35428	33914	34460	35628	36562	28704	26456	27382	38945	40626	41276	41390	45500	31148	23768	38688	39743	38728	33146	37632	28022	28353	28324	56832	57089	42597	37765	36982	37706	37645	37499	36340	38438	36689	39988	27694	27810	26540	33296	27825	37405
9.216667	50597	68622	54109	45371	49585	44324	52421	50609	49993	52418	54426	51609	35893	36436	35992	36896	37448	37825	38107	37921	32480	33628	35192	33858	34324	35356	36646	28592	26283	28003	38528	41035	41000	41310	45351	31076	23386	39364	39985	39047	33407	37840	27789	28471	28053	57029	57236	42971	37769	37118	37847	37830	37324	36008	38642	36170	39292	27819	27429	26338	33836	27900	37357
9.233333	50220	68988	54183	46093	48991	45244	51978	50009	50962	52768	55134	51944	36519	37129	36408	36911	37311	37862	37268	37896	33118	33815	35742	33776	34237	35460	36158	28296	26216	27724	37946	40904	40637	41414	45361	31176	23272	38700	40266	38450	33164	37156	28033	27810	28096	56869	56568	42644	37346	37570	37772	37803	37490	36549	38059	36387	39885	27218	27222	26388	33653	27819	37318
9.250000	50247	68533	54290	46046	49079	44816	52040	49934	51044	52625	55034	52860	35965	36538	36454	36892	37722	38352	37619	37636	32415	34197	35388	33891	33789	35418	36061	28624	26085	27588	38713	40767	41370	41506	45256	31176	23569	38917	39807	38754	32807	37052	27892	28216	28589	57087	55775	42556	37908	37374	37100	38098	37814	36059	38272	36422	39811	27708	27725	26284	33912	28035	37346
9.266667	50773	68466	54523	46177	49587	44866	51603	50017	50332	52789	54476	52308	36286	36598	36292	37000	37225	38334	37392	37856	32523	33684	35314	33871	34548	35260	35932	28614	26453	27644	38967	40989	41109	41246	45599	30722	23388	38902	39546	38632	33625	37285	28273	28443	28146	56883	57061	42501	37742	36712	37899	37424	37303	35793	38321	36187	39430	27376	27344	26317	33768	27942	37318
9.283333	51101	69181	54392	45988	50029	44779	52106	50056	50314	52638	55427	52078	35709	36822	35764	36709	37495	37969	37165	38272	33191	33477	35429	34134	34402	35472	36115	28308	26192	27720	38867	40661	41447	41480	45432	30713	23468	38884	39910	38492	33077	37090	28086	28510	28007	57479	56985	42203	37922	37250	37591	37960	37235	36313	38137	36074	40044	27712	27561	26711	33736	27825	37129
9.300000	51102	68168	54526	45830	48884	45352	51455	50007	50470	52890	55121	52561	35747	36738	36066	37053	37079	37918	37952	39044	32153	33801	34554	34234	34423	35650	35750	28367	26424	28056	38729	40679	41203	40848	45340	30856	23384	38956	39643	38772	33256	37245	28016	27996	28176	57008	56504	42628	37523	37203	37729	37492	37367	36187	38584	36764	39860	27580	27372	26552	33531	27691	37264
9.316667	51468	68527	54001	45596	49371	44652	51980	49856	50318	52384	54790	52223	36233	36853	36461	37344	37256	38390	37688	37926	32992	33513	35145	34360	33848	35224	36048	28398	26284	27950	38812	40124	41610	41445	45378	30570	23376	38973	39584	38858	33547	37115	27798	28378	27647	57934	57326	42856	37400	37311	37230	38291	37360	35971	38489	36671	39518	27456	27428	26238	33246	27949	37515
9.333333	50609	68632	54718	45969	49311	44544	52472	50368	50304	52345	54968	52081	36288	36344	35742	36552	37224	37607	37448	37889	32635	33660	35500	33576	34237	35766	36578	29118	26164	27946	38924	41404	41061	41035	46044	31148	23308	38656	39582	38729	33582	37294	27836	28303	27979	57952	57300	43020	37287	37279	37252	37862	38140	36733	38331	36618	39997	27508	27589	26260	33664	28131	37158
9.350000	50319	68593	54275	46100	49997	44784	51652	50012	50282	53160	55024	52647	35886	36856	35772	37172	37385	37788	37915	37947	32703	33748	35412	34236	33899	35266	36475	28720	26254	27800	38852	40272	41234	41575	45515	31263	23336	38916	39508	38154	32840	36948	27605	28228	28052	56893	57376	42622	37083	37011	37762	37809	37265	36028	37868	36563	39432	27642	27598	26124	33132	28031	37808
9.366667	50938	68440	54759	46009	49194	45175	52007	49637	50342	52747	54596	52377	35680	37318	35873	36686	37140	37845	37940	37803	32950	33827	34989	33866	34582	35654	36430	28472	26540	27968	38779	40580	41204	41301	45582	30709	23253	38872	39320	38555	33276	36876	28238	28572	28460	58111	57400	42894	37418	37148	38117	37907	37192	36140	38604	35958	39511	27210	27456	26428	33715	28194	37511
9.383333	50636	68549	54947	45635	49166	44874	52008	49674	50567	52638	55493	52447	36088	36620	36129	36957	37581	37583	37792	38153	32968	33705	35364	33950	33956	35403	36274	28250	26402	27900	38671	41298	41179	41614	45912	30795	23182	39022	39782	38242	32840	36638	28236	28134	28044	56577	58132	42812	37892	37581	37785	37871	37258	36667	38181	36405	39465	28046	27545	26730	33993	27892	37546
9.400000	50965	68605	54468	45240	49404	44765	52560	49845	49876	53236	55294	51773	36137	36916	36321	36968	37171	37982	37508	37551	32545	34292	35252	33917	33948	35595	36495	28493	26268	27865	38559	40863	41332	41663	45569	30913	23312	39383	39766	38541	33348	37116	27983	28132	28035	58041	57391	42560	37508	37389	38021	38024	37394	36183	38120	36870	39530	27368	27808	26271	33786	27951	37561
9.416667	50894	68896	54464	45709	50073	44881	51852	50504	50340	53172	54892	52466	35992	36892	35962	37356	36835	38239	37585	38292	32113	33816	35207	33612	33647	35360	35709	28574	26013	27704	38216	41095	40976	41024	45369	30964	23290	39330	39669	38577	32965	37002	27918	27872	28830	57253	57356	42358	37528	37552	37459	38534	37521	36305	38372	36203	39468	27580	27340	26375	33580	28081	37463
9.433333	51595	69150	54913	46610	48968	44824	52210	49979	50738	52882	55091	52324	35974	36772	36465	36923	37354	37852	37532	38317	32638	33709	35338	33633	33967	35940	36500	28476	25792	27798	39213	40285	41466	41306	45910	30944	23140	38723	39814	38874	33120	37402	27781	28160	28191	58066	57172	42780	37985	36914	37775	37938	37217	36424	37850	36378	40012	27557	27513	26029	34116	27579	37227
9.450000	51175	69336	54075	46149	49848	44749	51648	50449	50386	52871	54663	51741	36245	36977	35980	36551	37431	38382	36744	37617	32355	33885	34903	33688	34089	35858	36240	28412	26005	27873	38597	40864	40882	41818	45488	30718	23428	38492	39738	39180	33540	36878	28220	28372	28420	57287	57370	42536	37896	37076	37458	38056	37610	36172	37684	36145	39790	27436	27490	26654	33889	27818	36990
9.466667	51189	68389	54967	45384	49657	44689	51824	50393	50104	52394	55189	51565	35525	36517	36073	36858	37774	37926	37596	37806	32555	33339	35296	34451	33976	35487	36204	28636	26215	28034	38874	40576	41416	41146	45552	31245	23251	38448	39850	38182	33072	36511	27635	27872	28354	57593	57406	42815	37558	37157	37029	37747	37494	35935	38516	36166	39959	27004	27419	26757	33619	27890	37143
9.483333	50459	69215	54953	46036	49193	45327	52202	50268	50456	52612	54637	52475	35404	36901	35923	37168	37532	38006	37849	37819	32556	33704	35549	34315	34064	35276	36211	28372	26222	27584	38608	41200	41201	41324	45333	31180	23347	38420	39636	38802	33130	37145	28064	28092	28340	57796	57752	42524	37304	37488	38242	37668	37083	36089	38021	36472	39286	27542	27706	26704	33939	27740	37485
9.500000	51012	67955	55316	46005	49358	44850	52216	49902	50440	52272	54913	51912	35733	36878	36482	36514	37381	37906	37240	38186	31751	34045	35233	33852	33804	35217	36158	28700	26145	28091	38944	40874	41029	41307	45908	30791	23271	38977	40148	38577	33676	37388	27850	28492	28737	57412	56546	43428	37342	37381	37495	38130	37596	36286	38369	35867	39752	27580	27460	26236	33503	27888	36900
9.516667	51096	67874	54184	45759	50093	44920	52445	50276	50223	52985	55337	52608	36307	37050	36189	36616	37564	37956	37396	37633	32382	33781	35135	33984	34289	35475	36176	28419	26508	27945	38423	41114	41218	41488	45622	31191	23252	38664	39693	38503	33105	37056	28076	28334	28107	57680	57678	42599	37935	37176	37617	37930	37127	36315	37956	36489	40028	27665	27385	26659	33699	27968	37275
9.533333	50736	68599	54389	46090	49379	44876	51703	49782	50391	52703	54537	52309	35640	37113	35762	36872	37064	38208	37786	38184	32685	33868	35647	33836	34136	35629	35899	28556	26373	27650	38318	41456	40974	41424	45985	31043	23391	39251	39722	38520	33108	36799	28083	28054	28684	57944	57200	42263	37498	37165	37702	37994	37295	36078	38431	36259	39772	27312	27550	26068	33424	28016	36880
9.550000	50728	68584	54699	46232	49235	44640	52220	50115	50588	53076	55365	52414	35739	36591	35860	36866	37174	38171	37565	37961	32239	33905	35190	34055	34468	35375	36246	28247	26170	27542	38852	40900	41367	41373	45606	31009	23669	38791	39780	39192	32883	37284	28081	28120	28141	58334	58000	42841	37937	37384	37336	37730	37652	36387	38270	36331	39366	27072	27225	26666	33654	27950	36964
9.566667	50980	68599	54646	45998	49487	44905	51697	49840	50546	52708	54696	52340	36072	36493	36409	37044	37636	38112	38001	37934	32504	33794	35362	34450	34050	35415	36429	28306	26241	28104	38876	41265	40740	41616	46184	30808	23504	38995	40060	38804	33212	37192	28024	28375	28215	57621	56389	42374	37926	37356	37634	37999	37641	36655	38600	36508	40132	27551	27606	26439	33801	28000	37426
9.583333	51303	68532	54703	45685	49404	44731	51844	50139	50020	53054	55240	52974	35899	36532	35896	36892	37819	37832	37935	37960	32177	33544	34928	33751	34075	35289	36052	28643	26362	27724	38786	40844	41320	41615	45875	31308	23382	38493	40036	38806	33230	36620	27952	28067	28079	56913	57852	42628	37712	37216	37660	38439	37478	36542	38023	36427	39451	27412	27339	26467	33923	27892	37520
9.600000	51402	68422	54552	45561	49640	44936	51890	49843	50436	52778	54124	52375	35870	36959	36485	36855	38028	38100	37583	37579	32706	33705	35111	34021	34208	35224	35922	28322	26583	27591	38714	40957	41144	42000	45722	30978	23078	38719	39527	38740	32905	36904	27915	28179	28390	50116	56786	42970	37554	36900	37676	37994	37359	36400	38137	35872	39450	27036	27692	26723	34060	27836	37044
9.616667	51069	69116	54433	45898	49094	44897	52091	49869	50631	52637	54379	52661	35712	36719	36088	36849	37431	38311	37563	37998	32650	33644	35129	33947	34451	35258	35578	28491	26394	28023	38832	40885	41041	41519	45792	30547	23408	38707	39868	38895	33136	36918	28382	28178	28230	50982	57579	43284	37342	36963	37452	37863	37708	36091	37872	36353	39804	27371	27400	26227	34080	27732	37408
9.633333	51312	68724	54364	45784	49235	45005	52206	49946	50471	53071	54824	51878	35972	36601	36297	36898	37254	38085	37485	38623	32736	33768	34976	33720	34370	35315	36103	28446	25722	27678	38732	40886	40754	41529	46030	30937	23540	39028	39454	38603	33359	36924	28182	28274	28163	51731	57344	42705	37388	37269	37110	37765	37224	36463	38134	36176	39158	27276	27472	26590	33869	27766	37384
9.650000	51215	69032	53685	46417	49905	44532	52672	49604	50398	53850	54308	52388	35320	36299	36468	36556	37076	37928	37843	37932	32568	33819	34701	33908	33926	35152	36372	28208	26148	28078	38336	40688	41219	41317	45223	31057	23515	38861	39737	38674	33343	36831	27961	28237	27924	51405	57647	42852	37828	37036	37726	37893	37604	35989	38588	36376	39544	27358	27588	26511	33920	27825	37418
9.666667	51670	67678	55298	45950	50114	45186	51714	50172	50798	53136	55072	52357	36155	36022	36387	36730	37548	38136	37735	38200	32637	33808	35197	33874	34625	35126	36023	28245	26172	27571	38845	40887	41083	41354	46297	30845	23549	38248	39555	38492	33438	36466	28100	27951	28237	51862	56712	43387	37846	37164	37840	37878	37087	36597	38069	36209	39375	27526	27272	26292	34078	28072	37164
9.683333	51232	68599	54987	45952	50121	45046	52580	50278	50474	52891	54948	52764	35732	36626	35954	36761	37759	37988	37789	37764	32656	33464	35020	33958	33934	35197	36137	28002	25917	27890	38230	40684	41101	41388	45595	31223	23152	38492	39780	38244	33268	36773	27745	27928	28181	51968	57777	43148	37625	37248	37645	38021	37403	36426	37758	36313	39380	27529	27307	26377	33796	27809	36796
9.700000	51514	68336	55114	46524	49612	45269	52084	49980	50430	52798	55210	52556	36119	36359	35848	37021	37310	38068	37448	37964	33015	33440	35466	33690	34240	35032	36467	28604	26234	27908	38550	41194	41399	41898	45126	30918	23234	38552	40184	38373	33669	36963	27892	28275	28131	51632	57104	42912	37374	37440	37840	37898	37220	36480	37840	36307	39699	27468	27427	26485	33825	28032	37508
