Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	C02	C03	C04	C05	C06	C07	C08	C09	C10	D02	D03	D04	D05	D06	D07	D08	D09	D10	E02	E03	E04	E05	E06	E07	E08	E09	E10	F02	F03	F04	F05	F06	F07	F08	F09	F10	G02	G03	G04	G05	G06	G07	G08	G09	G10
3.565000	77146	85668	78060	79158	86959	87464	81132	78583	89680	72403	74204	80651	83624	91250	100601	93820	89419	100800	71794	76327	88422	67671	62910	60517	64251	66659	68341	33522	34375	33624	34011	33358	34185	36602	37740	36986	38300	35570	35862	104087	95756	101395	38324	37965	37377	39350	38483	37922	87614	84970	82772	81119	81117	80923
3.577778	77529	84844	77955	78612	86783	87787	81433	79384	90354	71099	74048	79868	83797	90328	102042	93850	89977	101028	74170	75597	89600	67680	63011	60475	65246	67110	68724	33959	34597	34101	34389	33059	33878	37151	37372	36580	38146	36122	35941	102677	95704	101877	39027	38601	37751	40122	38368	38272	87000	86301	82335	80824	80954	79642
3.590556	78387	85236	78103	78971	86375	87376	82126	78986	90483	72989	73236	80156	83639	92183	100643	92408	89989	100337	74457	76679	89551	67900	63070	60570	64772	66788	69266	34151	34465	34412	34366	33364	34349	36063	38200	36615	38482	35938	36014	103401	96669	101307	38827	38809	37861	40145	38981	38105	86558	86518	83098	80106	80579	79438
3.603333	77969	86182	78270	78420	86542	86775	81563	79026	91551	72300	73154	80578	83703	90970	102426	92458	89698	99989	73892	75578	89527	66941	63327	60799	65443	67308	68802	33813	34313	34386	34444	33467	33837	36641	37157	36341	38874	35331	35997	102474	95323	101559	38447	39064	37900	40613	38914	38115	87096	86534	82847	80537	81132	79708
3.616111	77288	86544	77845	79522	86858	88271	81994	78642	90334	73305	72770	81096	84934	91728	102051	94415	90605	100758	73166	75497	89398	67366	63148	60604	64747	67459	68099	33822	34326	34365	35016	33744	34152	37224	37571	36592	38612	35539	36342	103206	96903	100610	39380	39234	38267	39765	39057	38740	88373	86604	82829	80969	80371	80736
3.628889	77207	85609	78153	78517	87458	88792	80784	79179	91347	72348	73681	80164	84505	90439	102352	92244	90577	101536	74112	75839	89611	66871	63081	61093	63920	67195	68920	34437	33640	34429	34567	33155	34388	36831	37933	37371	38219	36504	36111	103695	95626	101389	39726	38544	37622	39837	38533	37644	87892	86214	81660	79888	80796	80255
3.641667	77995	85812	77773	78325	87033	88648	82571	80358	90340	71744	74462	80298	84302	91381	102759	94218	91118	100632	73847	76045	89504	66392	63610	60880	65419	68088	69987	33957	34088	34516	34340	33868	34537	36733	37589	37259	38347	35409	35751	103456	96782	100963	38617	38603	38016	39848	38165	37586	87953	87010	83480	80793	81047	80422
3.654444	78056	85633	77395	78910	87262	87758	80954	80225	90461	72614	74158	81633	84724	91885	102786	93226	89886	100546	73921	76326	90820	66187	63327	60981	64729	67327	68572	33653	34752	34490	33849	33226	34204	36378	37077	36719	38608	36041	35847	102436	97788	101522	38822	38068	38069	40393	37864	37770	87713	87235	83699	80511	80252	80801
3.667222	78098	85756	76804	79358	87095	89096	82998	79865	90564	72980	73729	80496	84058	90919	102429	93735	91337	101998	74105	76798	90406	66950	63524	61631	65067	66567	69665	34531	34519	34300	34505	33753	34082	36612	37252	36845	38083	36412	35537	104882	97846	101322	38825	37800	37600	40347	38905	37756	86979	87492	82710	79918	80876	81402
3.680000	77917	85857	77827	78291	87145	88038	82363	79259	91224	72715	73652	80265	85678	91199	103464	93537	90441	100697	73222	77500	90414	66806	62087	60279	65248	67841	69353	33895	34833	34520	34447	33309	33731	36612	38439	36727	38076	35628	36095	104163	96304	102105	39559	38612	37439	40615	38999	38056	87482	87899	83234	80983	80478	79719
3.692778	78159	85023	78100	79593	86904	88546	82286	80027	90522	73529	74067	81731	84350	92626	102891	92873	90031	101098	73362	76739	90315	67929	63659	61588	64825	67087	69862	34019	34512	34802	33904	33964	33763	36544	37569	36747	38519	34875	35930	103466	97681	102385	38510	38338	37998	40186	38270	38201	87998	86561	84312	81010	81834	80142
3.705556	78411	85529	77222	79024	87579	87470	82170	79715	91390	72861	73593	81394	85304	92472	100663	93572	91156	101620	73633	77114	90568	66493	63640	61007	65232	67151	69332	33969	34162	34329	34505	33923	34440	36836	37390	36578	38139	35538	35448	104100	96761	101565	38427	38831	37671	40787	39102	38296	87370	87057	84215	82655	81176	80234
3.718333	78853	84789	78771	78659	87261	89445	81099	79582	91177	71887	73465	81679	84757	91082	103378	93097	90717	101242	73262	76415	90134	67943	62719	61468	65219	67079	69623	34345	34623	34010	33728	33826	34446	37653	37693	36346	38300	36281	36051	104467	97014	102219	38474	38642	37881	40125	38210	38031	89311	86350	83540	80571	81041	80555
3.731111	78226	85569	79518	79482	88137	87532	81940	80593	90982	72780	73874	81991	84734	91897	102626	92962	91093	101790	73898	77467	90373	66776	63719	62023	65147	67247	69463	33917	34774	34444	34628	33031	34415	36854	37220	37064	38943	36328	36216	104854	97568	103335	38670	38479	37763	40839	38915	38371	88123	87415	82949	80905	81199	80900
3.743889	79459	86615	78285	78967	87555	88877	80673	80804	91499	73411	74648	81427	83787	92272	102652	93673	91033	102234	73858	76125	91507	67986	63628	60603	64792	67143	68887	34072	34380	34249	34280	33195	34300	36581	37129	36554	38273	35210	35678	104669	95942	102705	39082	38064	38549	39796	39510	38177	89010	87232	83630	80456	82246	80398
3.756667	78897	85902	79121	79111	86306	88678	82335	80344	91875	72569	73597	81006	85738	93204	102013	94002	91037	101212	74313	76393	89419	66912	63456	61376	64790	67554	68329	34088	34636	33911	34255	33282	34147	36222	37906	36798	38647	35587	36136	103464	97756	102833	39445	38732	37766	40599	38513	37839	88399	86999	83452	80299	80438	79880
3.769444	78506	85614	78020	79015	86834	88291	82464	80011	91683	72479	73743	80992	85650	92251	103304	93915	91313	102818	74599	76069	91537	67701	64022	61048	65854	66307	69065	34318	34414	34327	34635	33747	33980	36922	37647	36528	38198	36500	36118	104685	97759	102616	39221	38308	37268	40086	38464	38432	88689	87506	84222	82409	81041	81655
3.782222	78950	85200	78677	80178	87803	89348	81668	80318	91067	73789	74077	81243	84598	91657	103485	93180	90586	101761	74279	78283	90990	66773	63528	61762	64783	67031	69659	34145	34567	34982	34546	33664	34412	37059	37862	36916	38155	35658	36342	103930	98092	101667	38948	39068	37943	41037	38624	38360	89291	87509	85396	80961	82279	80578
3.795000	78322	85618	78630	78835	87466	88777	82449	79907	91437	73330	73895	81557	84828	91572	102770	93469	90672	102284	73465	78048	92545	67439	63673	60945	65169	66844	69162	34069	34000	34666	34455	33481	34170	36589	37689	36114	38852	35541	36027	105500	97753	102465	39352	38962	37439	40799	38554	38267	88232	86943	83319	81603	81796	80591
3.807778	78879	86111	78202	80510	86899	88192	82452	79761	91491	73426	74443	81285	84231	91967	101619	94931	89984	102502	73586	77534	91475	67252	63707	60779	65832	67832	69022	34432	33861	34078	34340	33651	34016	36930	37595	36195	38694	35974	36276	104543	96768	103037	38783	39714	37419	40501	38131	38589	87883	87863	82821	80325	81961	80001
3.820556	78668	85706	77778	79818	87845	88567	82143	80694	91089	73360	73964	82019	83988	92133	102865	93340	91165	102772	74131	77368	90490	67030	63436	60165	65044	67223	69369	34686	34842	34707	35111	33549	34192	37244	37961	36516	38861	35201	36213	104350	97339	102983	38975	39047	37616	40155	39663	38420	88480	88210	84661	81732	82069	81414
3.833333	79067	85247	78773	80674	88807	88794	83099	79578	91946	72435	73752	82391	84840	92150	103259	93697	90335	102827	74522	77386	92541	66813	64427	60847	65265	66621	69648	33392	34299	34229	34722	32959	33986	36605	36830	36751	38600	36182	36184	104682	97646	103686	39334	38965	37899	39634	38981	38301	88630	88088	83453	81689	81811	80667
3.846111	79957	84474	78206	79598	86913	88576	83145	80282	91540	73219	73545	81939	85093	91898	102742	94291	91979	102427	73781	76324	91724	67933	63000	61729	64782	67335	69469	34021	34282	34505	34949	33780	34310	36640	37649	36487	38368	36058	35946	105996	97237	102056	38458	38619	37485	40024	39333	38274	87646	88052	83424	80287	81511	80592
3.858889	79244	86731	79163	78634	87948	89605	81793	80098	92684	74666	73036	82143	84680	91638	103583	93509	91404	102710	73655	76792	91768	68301	63551	60299	64312	67358	70332	34209	34007	33763	34467	33375	34753	36031	36646	36791	38663	36128	35625	104890	97260	102966	38583	39254	38053	40415	39494	38024	88897	87310	83982	80790	81962	81169
3.871667	79109	85838	78955	79265	87087	89553	81512	78627	91277	73505	73903	81643	85626	91793	104333	95089	91190	101267	73577	77988	92251	67296	63086	60763	65944	67728	69161	34325	33715	34483	34627	33854	34773	36682	37427	36568	38696	35427	35977	105472	97413	102029	38880	38643	37622	40691	39258	38442	88353	87569	84356	81932	81399	81037
3.884444	79591	85470	79474	79569	87668	88349	82851	79447	91712	73997	73593	83340	84581	92090	104128	94902	91495	102280	74751	76304	91892	67125	63515	61040	65143	67353	69761	34154	34260	34166	33975	33744	34219	36842	37543	36678	39241	35745	36362	104666	97948	103295	39120	38246	37945	40782	38835	38518	88909	87705	83996	81858	81762	81578
3.897222	79281	85871	77740	79064	88514	89320	82376	79505	92297	73365	74674	81106	84752	93712	103309	94766	90556	102189	73578	76814	91979	66135	63194	61241	64969	67865	69729	34113	34984	34235	34416	33868	34593	36532	37612	36626	38080	35700	36098	105200	97470	103454	38600	38679	37359	40039	38555	38505	88438	87167	83305	80916	81212	80474
3.910000	80813	86305	78030	80085	89726	89611	81580	79837	92592	72565	73796	81943	85322	92512	103361	95049	91713	101496	73892	75629	91695	67648	64339	60450	65424	68178	69901	34384	34171	34300	34761	33799	33714	36930	37368	36545	38483	36143	35664	105556	97956	104200	38854	39016	38226	39783	38798	37775	88033	88425	83375	80430	81228	81707
3.922778	79457	85370	77643	79750	88327	89908	82723	80249	91579	73462	72713	81133	84183	92070	103485	94448	91367	103071	74012	77433	92259	67374	63569	61130	64833	67437	70033	34436	34256	34163	34661	34192	34240	36554	37281	37171	38266	35808	35714	106067	96857	103532	39352	38931	37323	39617	38758	38206	89179	87080	84833	81715	81825	80713
3.935556	80468	86682	78712	79144	89359	89844	82845	80598	91227	73646	73992	82687	85081	93171	103463	95863	91409	102668	75156	77719	92027	67555	63999	60914	64520	67414	69444	33966	34935	34209	33821	33279	34107	36396	37951	36402	38922	36033	35702	106145	97825	103739	38864	39078	38436	40027	39834	38129	88711	87430	84350	82771	81975	82468
3.948333	79579	86532	78209	79601	88907	90100	82935	80719	91387	75222	73503	83333	85637	93235	104277	94346	90555	101426	73442	77108	91889	67700	63319	60782	65611	67271	70067	34577	34483	34668	34780	34037	34357	36395	37409	37923	39371	36255	36449	105629	97239	103275	38657	39233	37637	41214	39176	38728	87808	86770	84936	82507	82150	81396
3.961111	80081	86693	77464	80467	88908	88364	82204	80107	92042	73220	74449	82598	85948	92912	104418	94812	90449	102849	74120	77139	92022	68217	64265	61947	64729	67587	70581	34031	33685	34617	34958	32921	34634	37020	37277	37668	38646	35901	35885	105887	97468	103606	38918	38733	37532	40132	38441	38702	87677	86431	84549	82623	81687	81133
3.973889	78800	86008	77866	80889	88915	89201	82268	80074	91980	73241	74709	82054	85248	93410	104921	94675	90893	102630	75004	78196	91797	67601	63895	61469	64477	68374	69980	34198	34015	34311	34200	33672	33994	36404	37403	36318	38295	36413	36050	104509	98375	102784	38904	39184	36950	40095	38782	38028	89298	87395	83788	82332	82185	81771
3.986667	80375	86903	78408	79176	89813	89232	82769	79834	92100	73250	74741	82172	87090	93422	103747	94878	91168	103260	74814	76931	92350	67154	62899	60464	64811	67772	70056	33590	34067	35292	35306	33861	34600	36932	38065	36618	38554	35391	35770	106445	97170	103388	38455	39210	36983	41961	39071	38450	89514	88174	84538	82289	82833	82120
3.999444	80524	87407	77471	78977	89396	89391	82666	80380	91225	73722	74351	83122	85468	92496	104277	96181	92027	103160	73873	77689	92729	67500	63745	60652	64233	68113	70564	34415	34218	33919	34277	32898	33870	36404	37303	37638	38750	35660	36309	106643	98030	104840	38670	38692	37136	40166	38325	38224	88321	87923	84310	83228	82007	80828
4.012222	80619	86698	78889	80121	88949	90674	82084	80188	92148	73836	73213	82630	86224	93185	104238	94813	91635	102873	75159	77141	91513	67184	63720	61095	65356	67751	69021	33637	34367	34171	34065	33416	34904	36617	37235	37141	38418	35507	35721	105741	98703	104333	38897	38968	37722	40010	38450	38377	88582	88375	84602	82210	81924	81410
4.025000	80596	87385	78023	79360	88968	90853	83175	80296	92383	74018	75086	82857	86432	93242	104097	95087	91057	103486	75179	77356	92437	67652	63812	61719	65285	67872	69747	34352	34917	34231	34436	33414	34271	37083	37279	36901	39408	36293	36718	106812	98584	104071	38720	38833	37849	39780	38445	37417	88525	88561	83674	82719	83360	82733
4.037778	80733	86367	78916	79219	89005	89138	82033	80309	92427	73711	75527	82597	86642	93782	105128	94779	90423	102708	74218	77829	91354	67053	63311	61447	65093	66860	69430	34716	34653	34769	34081	34061	34102	37234	37769	37407	39430	35847	35942	106708	97434	103333	39826	38774	38092	40087	38145	38614	89379	88693	84444	82482	82041	81014
4.050556	80781	86832	78837	80031	89586	91071	82647	81298	92535	73991	75555	83287	86234	94258	104391	95635	92148	103103	75930	77284	92585	68647	63969	62259	65179	67300	70257	33639	34691	34596	34848	33473	34871	37295	38196	37401	39180	36466	36257	106739	98719	104123	39021	38761	37751	39724	39268	37737	89246	87629	84824	82523	82261	82350
4.063333	80693	86890	77594	80063	90132	89273	82810	80610	93156	74429	74605	82654	86647	93425	106215	95532	91069	102198	73322	78683	92920	67828	64531	61371	65578	67942	70116	34090	34874	34451	35308	33131	34232	37595	37938	36865	38509	36193	35655	105618	98639	104246	38969	39076	37973	40070	38560	38077	88951	88836	84975	81791	82890	81921
4.076111	80596	87085	78576	79808	90084	90471	84233	80079	93129	75176	73541	83346	85471	93179	103503	95753	91537	102988	74082	77982	92590	67056	65293	61803	65423	67465	69403	34093	34549	34787	34470	32786	34107	36738	36572	36913	39127	35964	35568	106133	99621	104639	39174	39022	37834	40264	39503	38297	89149	89310	84575	81973	81672	80264
4.088889	80700	87096	78732	80423	89494	90321	83006	79884	93689	75298	74655	83554	86502	94741	104876	96464	92105	102598	74203	77079	93286	67743	64003	62274	64890	67340	70023	34278	34807	34085	34630	33957	33745	36562	37116	37107	38993	36206	36079	106209	99391	103305	39454	38890	37604	40431	39236	38304	89352	89009	84254	81895	82051	81481
4.101667	81323	87165	79023	79253	90186	90226	83249	81072	93277	74619	74900	82829	86929	93439	104177	95720	92318	103540	73854	77499	92008	67828	64829	62095	65224	67571	69996	34365	35062	34307	33896	33541	34264	36657	37816	36505	39171	35811	36377	106282	98050	104749	39385	39466	37561	40031	38888	37833	89473	88943	84863	81235	81946	81447
4.114444	81706	88116	78422	80344	90417	90151	82213	81053	93236	74831	73962	83039	86283	93786	103753	94321	92779	103025	74738	77282	92761	67860	64927	61243	64628	68354	69335	33596	34110	34268	34109	34377	35040	36670	37165	36811	38575	35341	36455	106269	98583	103493	38753	39433	37991	39920	39292	38692	89080	88523	85161	81875	82040	81818
4.127222	80982	86611	78314	79140	89237	89677	82568	80813	92324	75152	74664	82286	86463	92916	104627	94921	92053	102668	75130	78113	92233	67765	64228	62020	65858	66743	70474	33816	34702	34330	34205	32927	34106	37146	37777	37561	39219	36059	36751	106786	98047	104698	38437	38393	37332	40910	38715	38045	89318	87727	85364	81897	83103	81476
4.140000	81490	87353	77856	79742	90164	89074	84109	81509	92149	74718	74632	82646	86887	92819	104916	95149	91480	102687	74800	77783	92445	68532	64047	61867	64975	68069	70723	33446	34536	34953	34457	33474	33641	36643	37605	36927	39122	35391	36033	105683	99271	104528	38956	39880	37599	40501	38971	37995	88759	89201	83957	82712	82036	81683
4.152778	81048	86775	77962	78407	89771	89173	83088	81093	91605	74665	75105	83303	85979	93019	104659	95182	92121	102181	74131	77280	92664	67063	64706	61208	65979	67071	70718	33778	34280	34000	34200	33494	33899	36618	38000	37198	38722	36444	35958	108049	99184	103985	39173	38699	37748	40365	39305	37879	88638	88327	83734	82469	82956	81644
4.165556	80795	88192	78591	79155	90714	89407	83072	80508	92500	75975	73207	83212	86414	94876	104246	95969	91844	102779	73909	77603	91323	67611	64226	61806	65033	68801	70035	33843	34373	34175	34731	33503	33601	36794	37334	37371	38621	36265	36161	105251	98941	104091	38861	39066	37602	40544	39023	38342	89929	88297	84863	81694	82240	81961
4.178333	81654	86926	78930	80335	89590	90778	82960	80006	93452	75933	74690	83620	87078	93876	104284	95855	92992	101982	73923	78112	92538	68394	63768	62185	65910	67228	70318	34139	34259	34061	34651	33995	34019	37019	37074	36574	38188	36886	35836	107022	98997	104091	39142	38904	37574	40600	38763	37483	88926	88253	85203	82979	82293	81585
4.191111	81823	87024	79169	79573	89851	90560	83297	80978	93419	74948	74295	83130	86322	94271	105102	95204	91897	103663	74831	77595	90874	67681	64441	61709	65002	68449	69775	33905	34917	35402	34790	33840	34233	36944	37995	36984	38753	36158	36081	106792	97258	104375	38791	38884	37713	40336	38392	38278	89339	88385	84692	83938	82757	80879
4.203889	81035	87042	78163	79681	89976	89262	84233	81384	92306	74716	74449	84685	86500	93797	105687	95677	92211	102840	74918	77324	93039	68509	64410	62062	65517	68110	69552	34296	34549	34315	34737	33946	34350	37015	37253	36867	38375	35609	35787	106241	98556	104706	39474	39059	37658	40239	38496	38421	89495	88642	84273	82399	82794	82024
4.216667	82096	87824	77875	80156	88618	90099	83044	79941	92388	76016	74699	83818	87409	92816	105485	96018	91705	103117	74742	75894	93524	67262	64565	61807	64917	67709	70493	34383	34771	34322	34746	33750	34574	36871	37304	37613	38831	36165	36927	106670	99200	105234	39583	38600	37470	40431	38399	38148	90324	87956	84720	81802	82445	82269
4.229444	81962	87151	78810	79016	90480	90212	83451	80801	92289	74741	74753	83566	86021	94288	105050	95978	92396	103403	74053	77275	91542	66970	63717	61730	63946	68316	70111	34116	34118	34007	34358	33593	34568	37141	37766	36711	38746	35982	36622	106904	99321	104032	39766	39779	38157	40638	38986	38826	90520	88772	83149	82122	83949	82136
