Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	C02	C03	C04	C05	C06	C07	C08	C09	C10	D02	D03	D04	D05	D06	D07	D08	D09	D10	E02	E03	E04	E05	E06	E07	E08	E09	E10	F02	F03	F04	F05	F06	F07	F08	F09	F10	G02	G03	G04	G05	G06	G07	G08	G09	G10
5.673333	89752	89202	82143	80904	93959	95584	85488	82422	96329	81853	79482	87679	90099	98022	110286	100467	94861	106597	77169	80276	99069	69339	65452	64248	65844	68283	72632	33882	34940	34380	34402	33248	33991	37295	38372	36972	39625	36290	36270	111997	103798	109856	38988	39772	38316	40860	39516	38397	92834	93098	88353	85324	86683	85492
5.686111	90319	88695	81939	81997	94979	94762	84983	82064	96386	81523	78814	89008	90399	97867	109577	100211	95240	106155	77951	81163	99964	68095	65729	64249	67635	68469	72802	34318	35641	34610	34305	33712	34734	37776	38439	37624	39191	36113	36261	111339	103320	108632	39881	39274	38449	41181	39027	38141	93581	91040	88438	86455	86148	86288
5.698889	90057	89497	80941	81342	93837	94780	85891	82193	96971	81265	80037	88391	92347	97086	110146	100832	95419	106509	77122	80666	100010	69407	64788	64277	65955	68606	72820	34275	34546	34883	34165	32984	34266	37672	38403	36729	38531	35892	36083	112875	104361	108886	39851	39468	38319	40340	39018	37921	93318	92196	87929	86327	87499	85205
5.711667	90068	88881	81872	82669	94653	93689	85706	82371	96085	80877	78249	88978	90854	98166	109749	101269	95083	106936	77871	81427	99545	68465	64990	63074	66393	68076	71717	34825	34580	34266	35004	33369	34826	37497	38920	36748	38319	36124	35818	112479	103653	109090	39345	38897	38471	40375	38927	37459	92429	92503	88741	85630	87153	85497
5.724444	89817	89460	80818	83127	94744	95115	86387	82364	96329	81410	79124	88170	90627	99037	108785	101531	95376	107565	77166	79940	98924	68693	66582	64341	66488	68415	72916	35098	34933	34387	34670	32955	34667	36993	38451	37693	38337	36292	37299	111743	104504	109113	39476	38860	38447	40369	38763	38423	93261	93117	88294	85989	85158	85312
5.737222	90157	89332	81456	81127	94059	94712	86717	83683	96078	81042	79600	89534	91480	98533	109662	101409	94496	106862	77596	80353	98900	69582	64995	64138	66566	68486	72567	34131	34950	34509	34519	34117	34774	37243	38086	36662	40236	36425	36660	112070	104143	110456	39827	39640	37975	40366	39758	38544	92906	92977	88334	86277	86704	85881
5.750000	90335	89001	82044	82810	96003	95227	86212	82831	97078	81607	79769	89170	91767	97502	110980	101584	95734	105535	76975	81089	100255	68926	65624	63448	67615	67914	73113	34889	34598	34944	34774	33905	34392	37839	38599	37225	39259	36557	36068	112883	104898	110286	39365	39617	38496	41608	39428	38027	93361	92818	89608	87292	86425	86146
5.762778	91105	89538	82289	83460	95249	94296	85687	81176	96561	81168	79353	89706	90975	98109	110137	100962	95337	106096	77091	78870	98638	68993	66185	62388	67344	68800	71708	34106	35105	34801	34173	32962	34135	37709	38000	36973	38772	36119	36836	111782	104021	109768	39687	39954	38681	40260	38655	38472	94040	93925	88941	85488	86911	85495
5.775556	89578	89683	81264	81441	94890	95124	84620	82271	96416	81727	79616	90311	91781	98198	110459	101504	94766	107641	78084	79505	98464	68502	66913	63926	66421	68421	73403	34613	35139	34344	34550	32943	33948	36821	38081	36493	39212	36397	36013	112674	104653	108580	39577	39173	38038	40932	38558	38200	94208	92718	89132	86958	86559	85976
5.788333	90668	90232	81635	81857	95167	94083	85339	82528	95926	81202	79439	88869	91253	98991	110882	101818	94750	107210	77028	79930	99955	68355	65822	63587	66624	67531	73246	34498	34310	34373	34275	33436	33953	37731	38006	36575	38826	36067	36560	112391	104462	108925	40405	39135	38472	41345	38582	38159	93467	92764	88576	85506	85973	85776
5.801111	91282	88576	81073	81295	94458	95578	86398	82619	96642	81167	79549	89554	90482	99566	111535	101105	95140	105551	77443	80545	99667	69207	66710	62886	66073	68281	71274	34677	34447	34836	34807	33531	34429	37235	37621	37274	39545	36267	35917	111859	104458	109366	39197	39505	38171	40524	38848	37776	93180	93134	88641	86149	86261	85648
5.813889	90005	90259	81471	82273	95372	93722	86432	81954	97271	81140	79472	90304	91661	98285	111728	100972	94389	107163	77088	79632	99839	69535	67002	64022	67197	68855	72686	34495	35033	34833	34425	33701	34509	37805	38171	36630	40404	35504	36682	112345	103928	108480	39383	38876	38510	40713	39111	38265	93927	93103	89145	86960	85550	85727
5.826667	92006	89285	80665	82290	93736	93821	85907	82889	95882	81518	79346	89613	91493	99135	111477	101848	94964	106633	77233	79576	99255	68532	66183	64016	66585	68181	72353	35068	35050	35179	33931	33786	33709	38118	38215	37075	39370	36493	36475	111761	105296	109664	38848	40220	38207	41727	39507	37975	93658	92706	88709	86231	85892	85529
5.839444	91229	90555	81009	80963	94255	94582	86581	83537	96124	81736	79615	89774	90727	98856	110534	101846	95928	106403	77218	80659	100558	68856	66156	63488	66488	67619	72524	34458	34600	34194	35350	33453	33914	37826	38237	37119	40076	36856	35701	112115	104006	108344	39689	39395	38322	40272	38436	37803	94121	93690	89515	86954	87813	85884
5.852222	90653	89945	81408	82822	95798	94971	86325	82019	96654	81397	80493	89564	91106	98584	110043	100806	95523	106140	77027	79745	99391	68737	65989	64099	66392	68587	73019	34904	34891	34643	33905	33853	34016	37742	38143	36242	39334	36453	36240	112308	104216	110103	39242	39540	38464	40971	38755	37739	94095	92268	89874	86494	87056	85849
5.865000	90271	89780	81055	82258	95882	94631	85759	82232	98199	81590	80032	89081	90982	97989	110165	100695	94851	106657	76961	80410	100923	69214	65834	63253	66883	68719	72153	34323	34776	33816	34308	33264	34610	37131	38236	36917	39133	36071	36234	111282	104418	110875	38873	39107	38803	41289	39129	37783	92925	92197	89238	85023	87114	86782
5.877778	90002	89313	81599	81618	95187	95100	85452	82483	96450	81049	79468	90251	91647	99080	111088	100549	95211	105895	77265	79272	100297	69304	65952	64294	66003	68700	73152	34461	34308	34317	33634	34077	34126	37519	38123	36939	39697	36429	37094	112572	104727	109862	39555	39149	38389	40779	38999	38181	94349	93263	90201	86921	88148	86836
5.890556	91548	89504	81805	82446	94941	94898	86204	82462	97028	81935	80715	89254	91331	98915	111611	101517	93844	106274	77484	80255	99568	69826	66271	63951	66595	68414	73030	34774	34562	34309	34186	33271	34525	37620	38231	36713	39588	36252	36479	112668	105397	108421	39964	39084	38764	41305	38692	38309	93817	92885	88969	85106	86653	85799
5.903333	90393	89937	81740	81857	95730	95097	86723	81901	96988	81156	80586	88909	92233	98702	110741	100919	93960	107542	76743	80027	99868	68965	66077	64210	66196	69107	73486	34513	34372	34754	34777	33626	34313	37417	38151	37918	39424	36484	36389	112739	105510	108842	40177	39693	37885	40380	39273	37751	93107	93660	87640	87282	86458	86712
5.916111	91178	90195	82188	82503	95181	94737	86258	82294	97289	81507	79904	88992	91484	99089	110650	101134	95456	107576	77498	80576	99771	69105	65825	63451	67241	69295	73085	34379	35323	34871	34118	33526	34404	36692	38404	36888	39790	35619	36742	112295	104545	109413	39441	39678	38506	41423	39101	38271	93816	93482	89207	87593	86701	84820
5.928889	91167	89756	81523	82804	94451	94035	87370	82949	96949	80993	80066	89500	91658	99961	111703	102556	96415	108330	77495	79688	99505	68748	66135	63086	65902	69060	72935	34609	34644	34464	34072	33804	34485	36956	38579	37737	39370	35954	35943	112976	104851	108877	40062	39373	38584	40706	39029	38159	94331	92533	88687	86702	86318	86104
5.941667	90902	89869	81949	82715	94985	93596	85915	82439	97364	80897	80621	90011	91620	98660	111458	101767	94644	108730	77592	80237	100093	69161	65232	63636	67550	68958	73504	34061	34354	34594	33967	33304	33772	36585	37911	36756	39673	35858	36633	113250	104477	109840	39372	39707	38226	40786	39050	37883	93634	93828	89326	87723	87021	85085
5.954444	90382	90186	82149	82720	95293	95075	86726	82461	97551	81654	81528	90694	93503	99178	110670	101358	95446	107201	77313	80115	100305	69132	66059	63935	66470	68918	72804	34216	34375	34714	34820	33533	34396	36584	38333	37104	39208	36069	36526	112660	102984	111161	39394	39452	38678	40451	39463	37912	94312	94304	89404	87086	86775	86001
5.967222	90450	89968	81946	84088	95353	95335	85856	83089	96806	81713	79480	89084	92423	99693	110769	102156	95584	107155	76543	80997	100002	69904	65513	63878	65877	68755	73444	34552	35279	34451	34298	33683	34354	37356	38146	37114	39015	36272	36066	113531	104511	109263	39901	39482	38697	41038	39332	38199	94456	94723	88907	86705	88346	86148
5.980000	90468	88013	81613	81866	96305	95055	86538	82042	97982	81329	81016	88511	92254	99582	110618	101726	95487	106671	76898	79721	99585	68620	66265	64100	67041	68455	73114	34488	35214	34432	34209	33381	34291	37120	38250	37238	39382	36010	36575	112148	104629	110297	39964	40030	38784	40951	39436	38614	94518	93352	89390	86852	87857	85544
5.992778	90650	90249	81463	82749	95232	95569	86326	82681	96685	81863	80162	89808	92494	99841	111659	101079	96252	107187	77603	80173	100037	69129	66309	63688	66853	68979	73964	34386	34899	33831	34404	33289	34098	37714	38433	37163	39015	36324	36714	113093	104216	110043	39666	38927	39089	40770	39335	38078	95606	93472	90080	87164	86278	85673
6.005556	91561	88702	82413	81995	96199	96589	86058	82090	97911	80896	80063	89485	91783	98920	111758	102374	95293	106116	76480	79394	99257	70551	66608	64088	66973	68406	73738	34881	35373	34628	34608	33394	33971	37839	38316	37439	39154	36038	36465	114166	104950	109316	40004	39668	38738	41361	38895	38039	95117	94011	89494	87214	87207	85994
6.018333	92242	90009	81974	82359	96304	95288	85613	82862	98596	81756	80892	89440	92365	98933	110761	101971	95581	106869	77204	80380	99715	69529	66761	64943	66891	69351	73422	34280	34444	34756	34532	33908	35177	37065	37948	36942	39317	36265	36400	114132	105285	110275	39640	39555	38346	40696	39279	37357	94362	93457	90190	86972	86870	87166
6.031111	92011	88485	81512	81770	94917	95375	85895	82061	97538	82641	81016	89703	93187	99806	112059	102221	96509	106593	77807	81109	100440	69509	66146	64235	67404	67859	72819	34429	34729	34782	34882	33936	34843	37188	38023	37185	39662	35966	36504	114438	106024	110217	39433	39916	38521	41515	38485	38349	94311	93211	89185	85817	88094	86907
6.043889	90968	89344	81675	83379	94964	96098	86022	82544	97981	81470	80670	90029	92484	100010	111189	101233	96185	107292	78079	79472	100357	69185	66010	64405	66416	68014	72320	33990	35302	34834	34185	33084	34631	37526	38850	36909	39797	36326	36073	113814	104841	111094	40393	39733	38309	41005	38976	38026	94750	93283	89472	86076	87862	86688
6.056667	90079	89903	81946	82642	96308	95073	86595	81694	98177	81233	79463	89314	92763	99915	111902	102838	95433	108235	77199	80897	100679	67765	66622	64637	66376	69269	72242	34782	34672	34929	34507	34162	34052	38106	38201	37002	39698	35866	35941	113666	105150	109700	39463	39332	38746	41033	39083	37991	95082	94056	89656	85953	88013	85004
6.069444	92415	90877	82166	82563	96197	95339	86252	82264	98198	82003	80368	90715	92264	99296	111322	101325	96333	108162	77188	80083	99957	69416	65509	63560	65301	68379	72751	33878	34343	35149	34847	32803	34657	38120	39036	36829	39541	36269	36472	113043	105074	108868	39884	38972	39035	40358	38733	37650	94311	93683	89730	87262	88081	86473
6.082222	92476	90107	81885	82647	95753	95111	85419	82449	98026	82755	79539	91125	92023	98973	111664	101156	96357	106614	77400	80769	101049	69687	66035	64171	67058	68401	73812	34747	34355	34472	34233	33617	34515	38080	38270	37676	38960	36049	35806	113870	105774	109698	39273	39460	38163	40670	39240	38493	94522	93951	89535	87577	87475	86393
6.095000	90547	89519	81341	83455	95516	94935	86371	83124	98023	81463	80427	91020	92755	99346	110140	101858	96998	107039	77530	80148	100210	69060	66743	65013	65658	68588	73091	34339	34623	34619	34882	33516	34230	37993	37972	36997	39916	36233	36209	113693	105448	110708	40105	39978	39292	40400	38778	38157	95315	94028	89753	86363	87750	86257
6.107778	91018	88792	81582	82974	94140	95727	86672	82795	97655	82247	80915	88874	92242	99546	110163	102366	95606	107770	77520	80349	102012	70354	66441	64275	66220	69151	72414	34061	34986	34788	34210	32805	34461	37014	38338	36766	40116	36271	36496	112785	104250	109270	39986	39082	38350	41148	39675	38062	95385	94126	90327	87254	86848	86270
6.120556	91920	89540	82214	83051	95340	95445	85844	81690	98106	82494	80757	91255	91841	99504	111742	102158	96228	107814	78093	80397	99729	69891	65825	64635	65988	69431	72937	33846	34666	34568	34227	32910	34355	37217	38053	37075	39493	36067	36850	113162	105164	110140	39663	39415	38650	40420	39917	38141	94607	93143	90320	88362	86867	87244
6.133333	91412	90787	82426	83328	95300	95808	86899	83184	97513	82915	80619	90126	92223	99642	111815	102093	95426	107372	76504	79667	100081	69635	66855	63985	64934	68731	73134	34428	35104	34850	34341	33636	34398	37370	38320	36630	39264	36157	36186	112308	104547	110273	38849	39309	38855	40014	39335	38467	93834	93701	90735	87232	87715	86403
6.146111	90532	88892	82283	83018	95977	96643	85653	83487	98896	82367	81269	89078	93269	99050	110617	102196	95811	106769	78189	80846	100997	69092	65554	63916	67408	68548	73795	34218	34816	34942	34665	33302	34384	37462	38269	37192	39644	36626	36664	113490	104516	110064	39374	39129	38576	40971	39707	38273	95545	93399	89869	88147	88438	87896
6.158889	92270	88810	82872	83977	96230	94917	85878	83669	96828	82583	81052	89299	92767	98550	110910	102460	95974	107838	76938	80370	100601	69892	65915	64608	66973	67982	73773	34330	34746	34335	34192	33891	33950	37526	38474	37651	38759	36854	36216	113215	105584	110183	39745	40075	38226	41798	38980	38382	93401	93157	89800	86000	87674	86621
6.171667	91032	89423	81748	83774	96154	95075	86894	83362	98281	81560	81052	89939	93824	100140	111093	101857	96241	106957	77190	79791	101133	68906	66787	63887	67364	67736	73503	35031	35399	34866	34731	33330	34715	37069	38632	37093	39160	36619	36495	113726	105268	110477	39177	40241	38714	41379	39071	38406	95206	93370	90198	87419	88111	86165
6.184444	90800	89854	82654	82806	96370	95869	86718	82219	97848	81444	81006	90318	92470	100948	111211	103484	94816	107814	77910	80593	101392	68371	65435	63768	67043	67852	72973	34887	35133	34553	34393	33314	34385	37313	38552	37083	39740	35347	36621	114168	105438	110847	40322	38928	38919	40470	38998	38510	94164	93238	89712	87482	86818	86599
6.197222	90632	90010	82567	81940	95574	96499	87317	82526	97822	82328	79987	89969	93081	99185	110544	103289	94772	107693	77695	80692	100484	69284	67036	64329	66739	68793	73938	34643	35261	34019	34762	33275	33839	37375	38235	36793	39224	36693	36584	114232	104273	110881	39516	39261	38836	40832	38681	37585	95227	94499	90348	88316	87796	87061
6.210000	92301	89906	82839	82549	95980	95627	86267	82099	97735	82233	80580	90584	92673	99013	111717	102108	95921	107200	78124	80548	102429	69979	67245	64499	67366	68850	72806	34231	35095	34285	34071	33043	34776	37593	38421	37329	40133	36388	36223	113834	106890	110587	39693	40078	38175	40613	39084	38115	95212	95302	89520	87929	88006	86087
6.222778	92267	90180	81885	82050	96579	96257	87312	83544	99170	82995	80381	91187	92728	99467	112271	102321	95013	108356	79136	81595	99764	69231	66029	64127	67065	68580	73456	34327	34540	34077	34327	33565	34392	38179	38734	37487	39989	36274	35796	112648	105137	110461	39262	38949	38653	40384	39886	37915	94792	93968	90517	87789	87088	86560
6.235556	90981	90318	82568	82233	95888	95419	86171	83954	97961	83020	80426	89817	92940	100091	113438	102702	95815	107973	78899	80867	100322	69832	66041	64346	66825	69005	73141	34525	34538	35319	34507	33294	34418	37643	38250	37019	39543	35748	36377	112493	106345	109896	39245	40231	37925	40804	38903	37854	94687	94835	89753	87780	87065	87455
6.248333	92103	90360	81991	82305	96527	95632	86977	82243	98052	82242	80623	90018	93321	99178	113553	101403	95928	107547	77733	81226	102081	68887	65867	64455	66509	69525	72830	34342	34698	34943	34579	33380	34663	37601	38375	37305	39620	36707	36696	113919	105852	110118	40015	39534	38592	40748	39026	38570	96024	94154	89698	86722	88254	86591
6.261111	92772	89680	81431	83287	96387	96436	86629	82769	97259	83325	81803	91020	92102	100919	112171	102158	95278	108297	78308	82520	100797	69227	66577	64717	66622	69250	72885	34795	35265	34452	34237	33918	34409	37388	37967	37254	38966	36457	36933	114065	104502	110930	40086	39053	39090	40737	39010	37695	95349	94479	90420	88083	87979	86884
6.273889	91601	89909	82804	82178	97558	97132	85903	82554	97661	82308	80877	90496	93063	100331	111365	102440	96247	107358	77532	80486	101544	68635	65968	64692	67656	68849	72823	35277	34635	34315	34779	33725	33956	37563	38152	37631	38856	36286	36828	114199	105620	109685	39305	39612	38800	40705	39001	38429	94923	93990	90743	87219	88675	86744
6.286667	90540	91200	82221	83439	96510	94934	86597	82315	97217	83077	81141	91272	92788	100310	111286	102570	95812	108206	77749	81184	101121	69456	66378	64167	66970	68696	73253	35233	34763	34818	34566	33572	34370	37729	38177	36500	40308	36409	36764	113764	106092	110415	40904	40009	39140	40195	39047	37823	95332	94668	90669	88170	88524	86059
6.299444	92411	89830	82254	82850	96806	94919	86445	82495	98544	83388	81045	91619	92316	99168	111458	101642	96128	108571	77995	80488	102409	70076	67309	64161	67352	68634	73428	34338	34747	34904	35018	34045	34923	37259	38118	37588	39438	36557	36234	113061	106584	111100	39595	39057	38422	40513	38809	38324	95535	93324	90120	87488	87793	86390
6.312222	92290	89771	82928	82774	96446	95779	85727	82748	98410	83175	81301	90179	93332	101196	111632	101820	95481	107566	77616	80110	101181	69438	66598	65255	66813	69337	73353	35031	34337	35016	34438	33697	34455	37858	39142	38014	39300	36428	35948	113435	106438	110399	39696	39792	38671	40966	38852	38470	95225	95802	90235	87024	87912	87042
6.325000	92236	89704	82443	83832	95583	96208	86182	83267	98476	82570	81160	91662	92906	100069	111565	102450	95993	108221	77859	79566	100746	69104	66860	63845	67033	68834	73422	35487	34680	34208	34448	33935	34501	37828	39291	37277	39475	36151	36423	114453	105101	110806	40024	39671	38508	40933	39537	38657	95676	94841	90035	86917	88850	86662
6.337778	91694	90030	81809	82998	96490	96392	86919	83511	98234	82846	81934	91708	93280	99501	111802	101725	95542	108806	77355	80613	100418	69974	66243	64747	66164	69417	73584	34760	34767	34959	35075	33674	33371	37516	37924	37595	39962	36748	36258	114097	106727	110338	40057	39866	38704	40551	38639	38307	96382	94533	90881	87586	88843	86685
6.350556	92185	89960	82323	82476	96418	95814	86790	83125	98148	82884	82240	90170	94383	100823	112025	102696	96820	108432	77583	80851	101683	69724	66288	64402	67730	68305	73307	34160	34947	34085	34670	33264	34209	37736	37937	37191	39524	36567	36672	114326	105007	110740	39649	40124	38590	41230	39204	38325	96021	94969	90639	87439	88631	86222
6.363333	92427	91260	81067	83186	95459	95842	86090	83107	98670	82707	81977	90276	93592	100143	112095	102817	96659	108105	77517	80987	101096	69590	67394	63679	67423	68733	73730	34093	35014	35107	34557	33091	34888	38031	38333	37488	39903	36405	36429	114020	106896	110987	40114	39497	38389	41026	38884	38603	95704	94824	89709	87921	87828	87034
6.376111	92209	90734	82599	82629	96058	97935	86655	83947	97340	82978	80837	90297	93942	99974	112197	102074	95409	107440	78101	80457	101765	69176	66993	65223	66461	69764	74091	34387	34887	34716	34270	33743	34398	37222	38608	37624	39671	36189	36335	114077	106063	110268	40333	39691	38752	40330	38945	38032	96634	94744	90682	87748	87705	87067
6.388889	91970	90463	83123	82920	97336	95989	86452	82513	98841	82596	80498	90971	94008	100438	112732	102495	95663	108337	77965	81081	100540	68482	67439	64172	67391	69750	74012	34460	35624	34368	34558	33871	34842	37807	38886	37568	39834	36765	35555	114171	105437	111796	40078	40005	38466	40805	39024	38401	95453	94161	90599	87227	88423	87648
6.401667	93735	91042	82479	83247	96152	97507	87056	83042	98911	82794	82500	90485	93358	99098	112482	101869	96789	106596	77792	81800	101901	69250	66187	64574	66812	69011	74276	34050	34440	34748	34620	33801	33995	37056	38886	37311	40616	36268	36654	114264	105513	111190	40070	39984	37938	40330	39127	38867	94342	94827	92614	88134	88519	87025
6.414444	91824	90183	82354	83294	95948	96183	86117	83004	98013	83033	81902	91483	93852	99494	113276	102162	96682	108500	77703	81017	101947	69356	67433	65210	68080	68907	72476	34660	34899	34457	34756	33981	34320	37639	38550	37873	39393	36534	37056	114289	106293	111397	40345	39902	39199	40451	39538	37273	95086	95073	90626	87594	88761	87419
6.427222	92464	90194	83054	83375	96993	95252	85702	83621	98573	82709	82397	91507	93109	100334	112824	102551	96171	108273	76986	80783	101905	69441	66598	64724	67656	68801	72567	33840	35693	34666	34870	33059	34012	37809	38258	37253	39750	36176	36209	114675	105802	112022	39906	39760	38906	40180	39081	37971	94885	94194	90933	88792	87887	87230
6.440000	92617	90536	83640	83853	97146	96313	86604	83954	98643	83435	81459	91493	92648	99838	112762	102293	95489	109420	78322	81295	102266	69928	66193	64082	67271	67923	73779	34467	34416	34776	34563	33310	34280	36876	38947	37333	39969	35842	37253	114667	105571	110987	39775	39696	38268	41446	39345	38761	95946	95085	90620	87269	88370	86560
6.452778	92362	90588	83043	83158	96635	97317	86665	83167	98402	82594	81865	91223	93467	99450	111911	103562	96790	110095	78069	80963	102464	68831	66381	64987	67687	69111	73511	34605	34505	34685	35301	33941	34535	37484	38709	37603	39943	35978	36383	114901	106442	111408	40106	39598	38506	41261	38596	37980	94365	96127	90495	87864	88922	86963
6.465556	92386	89534	82378	83571	97779	97188	86283	83146	98708	83244	82071	90548	92734	100138	111931	101566	95768	108954	78236	80341	101720	69281	66746	64756	66794	69857	73205	33854	35058	34956	34301	33763	34554	37404	38369	37534	39609	36853	36723	115411	106724	111497	38712	39577	38724	41254	39030	38568	96158	94809	90241	88839	88712	87263
6.478333	90835	91201	83167	83530	95981	97202	87036	84337	98873	83576	80910	91694	93600	100776	112368	102417	95420	108031	79094	81489	101832	70339	67389	63814	67744	68295	73767	34614	34938	34352	34666	33359	34396	37820	38277	37005	39705	36423	36443	115233	105334	110812	40325	39961	38677	41214	39646	38502	96225	95995	90887	88079	89174	87578
6.491111	92126	90196	82123	84065	95825	96076	86510	82637	99021	83640	80941	91987	93738	100353	112308	101909	97556	108473	78422	80783	101154	68760	66410	64122	67262	69049	73680	34857	35612	34508	34675	33456	34169	37482	38847	37126	39102	36627	36777	114208	105804	111005	39755	39612	39066	40838	39022	38339	95848	95531	90739	88195	88103	87179
6.503889	93018	90720	82137	84129	97034	96658	86757	83814	98983	82599	81698	91056	93973	100008	112143	102646	96435	107066	77828	81593	101742	69458	67129	65426	66483	68821	74427	34018	34361	35123	34775	33131	34156	38392	37739	37315	39352	36009	35829	113617	106030	111819	40023	39744	39185	40285	38407	37121	95967	95815	91280	88213	87495	87291
6.516667	91656	90641	82807	83962	96814	96138	87001	84177	99449	83345	81606	92052	94191	100599	112675	102911	96402	107796	76913	80545	101630	70100	66000	65213	67165	70166	73548	34651	34580	34896	34774	33858	33853	37802	38198	37366	38975	36174	36131	113915	106070	111575	39845	39690	39236	40848	39318	38280	95121	94454	90505	88209	88223	88188
6.529444	92357	90779	82724	84388	96401	96997	86464	83009	98835	83198	81978	91936	93957	99054	112958	102545	96269	109434	77787	80710	102633	69451	66295	64685	65922	70519	73617	35450	34510	34557	35098	33149	33980	37538	38202	37175	39426	35969	36444	114379	107280	111910	39257	40058	39251	41648	38556	38232	96716	94857	90789	89079	88581	86711
6.542222	92377	90767	82505	84056	96792	95291	86558	83758	99446	82944	81798	92209	94865	100217	112421	102611	95738	108649	77619	80452	102288	69392	67460	64131	66877	68876	74217	34888	34636	34366	34977	33859	34748	37958	38250	37680	39881	36907	36232	114834	106413	111466	39493	40105	38863	40880	39414	38099	96116	95215	90746	87678	90379	86606
6.555000	92361	90789	82420	83945	95982	97915	86776	83392	98068	84067	82001	89913	94427	100809	112984	102990	95082	107532	77813	81961	102760	70075	66495	65387	66741	68254	74191	34325	34298	34577	34397	33309	34657	37204	38492	37545	39606	36485	36256	114626	105536	111393	40056	40006	39400	40922	38253	38393	96171	95275	91158	87464	89079	88053
6.567778	92166	90849	83222	84715	97154	97208	87121	84277	99424	81950	82267	90631	93963	100636	113252	103196	96511	107546	78988	81735	103071	70052	67388	64191	67101	69848	74459	35366	34562	35132	34746	34396	34223	37703	38634	37480	39555	36628	36962	113994	106336	111795	39883	39354	38961	40547	39655	37250	95607	95490	90820	86731	89425	88688
6.580556	93115	91007	81878	83347	96898	95699	86379	83518	98964	84275	82755	91967	95663	99320	113587	103159	96762	107643	78443	81149	102192	69188	66970	65190	67571	67690	74141	34691	35313	34901	34448	33576	34439	37307	38279	37467	40300	36755	36493	115572	107182	111543	39946	40001	38135	40904	39236	37930	95620	96138	90907	89793	88534	88164
6.593333	93187	90661	83212	82835	96933	96411	86455	82908	98571	82689	81973	91952	95565	99776	112099	102255	97261	108876	78047	80998	102460	70023	68054	64444	67603	68863	73663	34655	34816	34581	34559	33546	34482	37479	38325	37169	39994	36174	36598	115065	106468	111723	40383	39794	39005	41074	39060	38167	96688	94730	91601	88809	87336	87218
6.606111	92720	89891	83624	84090	97103	96110	87120	83545	98462	82950	81639	91514	94245	99589	112547	103021	95675	108113	77816	80607	101870	70125	68065	65451	67354	68969	73726	35064	34910	35022	35138	33733	33941	37703	38219	36481	39876	36780	36532	114776	107028	111678	39552	39623	38753	40867	39218	38567	95339	95561	92322	86944	87771	86684
6.618889	92922	90388	83739	84651	94900	96522	87625	83931	98658	83580	82309	92133	94957	100606	113381	102893	96891	107563	79160	80567	102507	69221	67345	64190	67045	69066	74331	34693	35094	35161	34474	34238	34723	37769	38313	37147	38885	37361	36573	114923	106490	111126	39909	39952	39045	40786	39016	38596	95601	94973	92017	87673	89151	87592
6.631667	92134	89961	83027	83991	97665	97034	86651	84081	98158	83404	82465	89912	94698	100924	112772	103307	97750	108780	77777	79925	102309	69914	67325	64272	67736	68834	74001	34407	34620	34745	35173	33734	34576	38032	38442	37312	40100	36082	36354	113613	107333	112445	40245	39185	38419	41109	39099	38475	96256	95533	91921	88449	88296	87707
6.644444	92290	90415	81843	83765	97487	96298	88216	82533	100046	83503	81414	92526	94338	99771	113227	102815	96177	109089	77885	81150	102681	69364	67697	64558	67421	69450	73305	34621	34632	35019	34777	33829	33996	38266	38228	37616	39451	35811	36222	115214	106729	111973	39799	39623	38111	41559	39108	38589	96838	94701	91774	88778	88104	88133
6.657222	92523	90018	82966	83982	97213	97761	87512	83637	98846	83905	81316	91911	95266	100412	112854	103298	96451	107954	77402	81699	102726	70119	67483	64336	67616	68978	73966	33807	34143	34551	34560	33621	34982	37778	38857	36996	40225	36081	36709	113160	107052	110822	40190	39448	37995	41311	39724	37503	96241	95003	90828	88244	88676	88358
6.670000	92979	91752	82714	84002	97190	97459	86937	83099	99877	83375	82080	91620	94589	100467	113020	104317	96202	108641	77662	81974	102136	69193	67253	64895	67191	68952	74109	34477	34931	34367	35382	33512	33984	37463	38995	37278	39442	36202	36228	115247	108159	111337	39865	39109	38719	40882	38516	37927	95889	94753	91341	88128	88185	88118
6.682778	93791	91272	83108	84056	96405	97662	87197	83213	100056	83026	81942	90976	95227	101203	112761	101796	95771	110026	77941	81652	102595	69847	66444	64525	67869	68576	73375	34725	35631	34571	35028	32866	34668	38452	38614	37070	39274	36539	36591	116087	106695	111217	39679	39912	38338	40778	39295	38178	95903	96337	91591	88259	87666	88353
6.695556	93452	90663	82539	83832	96778	96527	87033	83231	97914	83992	82612	91878	94927	100436	113467	103332	97332	107389	77696	81537	102579	68883	67733	64650	66817	68636	74423	35226	34672	35033	34765	33939	34376	37562	38762	37437	40401	36058	36911	116490	106726	111573	39768	40266	39408	40686	39550	37877	96414	94518	90730	88757	88623	87438
6.708333	92289	90935	82713	84318	96949	96671	85998	83392	98244	83836	82337	92677	94763	101114	111419	103510	96335	110062	78226	80953	101334	70213	67327	65518	67497	70044	74649	34418	35116	34513	34897	33981	34795	37617	38435	37664	39744	36109	36222	114492	106337	111373	40319	39187	39445	41387	39196	38462	96503	95324	91408	87941	88598	87605
