Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
2.658333	15140	31955	29174	23675	40166	39807	34745	37599	24851	25071	22208	16554	24245	26899	26822	21881	34135	36254	35695	33045	19123	18123	22614	20569	16541	17099	20890	18049	36438	35609	37371	34205	28072	20695	26437	14257	14641	19238	21731	46547	33118	40226	41589	47204	36523	38382	27603	30296	38280	47010	20362	31647	38469	43576	33241	42585	31416	25221	23825	33570	24797	21442	18189	25145	40577	40915	33753	45623	30949	22920	30278	20874	20424	23951	32249	24524	41492	35869	35832	41691	33698	29322	27931	31919	30211	28494	31587	31502	35965	37774	37037	39345	22353	25424	26385	30475
2.746944	16275	26545	30488	23891	35252	44262	37068	35633	25859	22764	22784	15722	25512	25339	27391	19672	33375	35098	37922	33028	17337	17840	20246	19491	18638	18607	19701	16839	36383	33017	33997	37989	26737	18258	25559	16901	14619	21270	20700	46438	35826	38347	41728	46530	35208	35247	28945	31417	38449	46680	20605	28948	39334	41729	35066	43632	29481	25590	24896	30839	23851	21057	19628	25249	39701	37657	32835	40871	33434	22941	29829	23720	21082	25119	31602	23092	40431	37076	35329	41029	35400	26530	27571	32853	26383	28434	30664	33797	36142	38528	34584	37946	22894	24654	26427	32079
2.835556	16351	30938	27701	22866	35230	41000	33938	36861	24669	23253	22269	17523	21172	24634	26075	20919	36183	35134	36808	31863	16686	16580	22925	19143	18379	19216	20179	15551	39290	31221	36631	34133	25931	19702	24044	15094	14859	20431	21310	45631	33657	36406	40093	46023	36566	34350	28602	30545	36566	46856	19380	30977	38056	43085	36361	43175	29308	26377	24210	31136	22785	20234	18563	24617	42024	40062	34686	43684	33286	21422	30381	22187	20557	24130	30998	23475	43833	38239	35966	38487	35244	27767	26694	30862	26576	26836	29033	28958	33641	36125	32742	36887	21977	22854	24858	32947
2.924167	16175	28737	26273	22331	39034	45080	36266	35362	27207	24623	22216	16023	24026	26329	25182	22100	35035	35567	38138	31257	16359	16254	22777	18565	17938	20486	20370	14413	34666	31820	38065	36088	27983	19511	24538	13766	13793	19160	22751	44478	33324	38021	38897	44147	35282	33814	29082	29650	38800	45094	20150	28974	36184	43540	36583	42926	30114	24655	24616	31179	22450	21498	17311	24912	39794	39129	31871	41833	32171	23197	28123	22692	21034	23315	30017	23038	41153	38117	36765	44152	31635	27711	25724	32659	28633	27713	29298	30588	37538	38123	33952	36459	22879	23075	25408	30649
3.012778	14748	31460	30028	25735	35063	43543	35224	37941	23864	21791	21889	16124	20889	25046	25147	21300	32656	35680	36409	33419	15685	15860	20623	20331	17353	18981	19770	15931	32183	34127	34367	33804	26519	18571	24801	14439	13649	20601	23305	45246	33159	38145	41558	47222	34885	34096	27983	29542	38639	44400	22342	29076	37439	45276	35040	42407	27865	24442	23764	30676	21916	21647	18220	24703	41515	37485	35247	42520	31559	22054	29825	22518	19685	23811	31464	22914	41574	36424	35035	39882	31756	26718	27984	30419	26299	28520	32751	29903	37405	37258	30604	35739	21161	23594	23514	29949
3.101389	18639	30998	27424	22059	33246	42390	36058	35998	23650	22704	20039	16101	22473	26066	25236	18800	36492	36160	32884	32380	17905	14832	18993	20179	17997	18884	18729	15750	33531	32472	34353	37259	26432	20435	24682	14766	12955	18518	22255	45144	31939	37350	40663	44722	34926	34181	27262	31166	40547	44729	23098	30890	40966	42027	33184	42900	30026	24238	21660	32661	21531	21099	20246	24876	38274	38705	32771	41033	32085	21318	27820	22097	20230	24197	30926	23440	39343	37290	36986	40035	32717	27068	26043	30160	27404	28162	30011	30406	32940	37340	32615	39177	22352	23267	24379	29728
3.190000	15329	28956	31247	23041	37922	43244	35174	36572	23732	21933	20290	16840	20408	23836	24607	21157	33803	33893	35519	32264	15102	15564	21324	18801	16961	17618	19635	15573	33883	31240	33356	36264	26701	20138	24615	13430	14427	19333	20717	43739	34396	36663	39226	43584	34000	33543	26160	27396	37704	46688	21175	29562	38404	42664	36543	40547	27825	23830	23210	30005	24304	20400	20282	25831	41124	36639	34655	42234	32085	23078	28039	22014	20333	23287	30892	24183	39833	37867	33372	39763	30964	27605	27907	28808	28052	29629	28688	31201	35838	34625	33660	37883	23139	25463	25308	29673
3.278611	16406	29354	28987	25232	39100	41808	35148	36440	24948	20886	21425	15439	20094	27340	25069	23488	34918	37992	34973	33741	18510	14940	21048	17768	16946	18003	21519	15831	33979	32685	35537	34676	26509	20926	23512	13209	13203	19106	21277	43646	32307	34832	41472	45536	34205	34253	28934	27344	37143	42627	19806	29309	36098	41170	34647	42917	29849	24883	21344	30437	22951	21816	17601	23001	36861	37455	32337	37914	31478	21881	29320	22888	19864	22248	30967	23045	39072	36278	34585	41369	31163	26329	26410	29041	26075	27303	29606	31542	33345	35841	33853	37584	21115	23398	24748	28855
3.367222	13644	28599	30335	21636	37676	39773	33445	35666	24290	21814	22277	15786	18569	25676	24653	19851	32729	37196	33683	31416	16876	16815	20989	19768	17151	17818	19561	15364	31886	32106	35645	34828	26636	18722	24015	15806	13575	20181	21937	44116	33074	33780	37432	43846	34407	33634	25161	28253	38358	43540	19762	26980	38777	40669	34108	42512	28563	24786	22438	29017	23078	20258	18467	22756	42340	39705	33378	40076	28232	22597	26938	22325	20197	23007	29524	23505	36151	34943	32939	40491	32634	26102	26511	29848	26201	27847	28967	29350	30714	36817	35017	35895	20775	22951	24172	29313
3.455833	16069	29044	30686	24219	37123	40241	36184	35468	23231	22627	20014	16279	22458	26161	23347	21908	35509	32346	34691	32328	17873	15275	19869	18752	16322	16155	18452	15543	34372	33464	32985	34816	26676	18654	24044	13495	13197	18671	19850	45251	32781	35504	37966	45377	34305	34673	27623	29933	38468	44721	19548	30136	36593	41919	31304	39468	27889	24238	23021	29616	23136	18793	19529	24904	37082	38899	34901	40985	28619	20485	26340	21962	19950	21731	27704	24055	38026	37132	36403	41002	30370	26833	25167	28468	27607	27452	28394	28525	33581	34959	34992	35276	20539	22309	25176	28234
