Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
59.650833	135464	120825	131035	128471	154312	167404	126464	197733	107923	130969	260000	219483	130459	135310	99324	96589	113412	106168	72616	71798	92118	121782	76389	140730	131127	27471	24163	110130	107799	212416	37421	138036	36997	36437	37568	196258	71408	81873	109746	71770	89159	73214	50985	49151	64112	50678	56934	63699	65441	94208	71459	56119	64313	74897	61765	60696	61310	53647	59092	75984	42318	177438	36733	44596	56937	43792	17690	19255	48598	117248	260000	58721	22431	23831	23232	22861	23496	55930	45840	58912	51938	52231	50821	52549
59.690000	139126	120280	132987	128013	153529	166397	125842	197101	108241	137877	260000	219769	129739	132759	101534	96752	113309	107045	73698	71501	88511	121294	79375	140965	130134	27081	23320	110712	107525	209844	37920	138170	36589	36418	37493	196077	71020	82504	110239	71852	90154	73673	50651	48766	64228	50404	57689	64044	61538	105741	68595	56415	64939	73007	62343	60650	60915	54415	60310	76879	43405	177052	37848	44578	65154	43427	17581	18961	48868	116873	260000	61177	22511	24283	23347	23113	22820	55932	45278	54958	52029	52070	50796	51727
59.729167	136122	119377	131882	129702	153815	166333	127357	199489	109352	133856	260000	221154	132216	133283	100971	97265	115086	102909	72662	72402	91149	120357	72360	143400	131628	27214	22962	109013	108714	217777	37654	138824	36424	36344	38039	196987	71682	82207	109715	72367	90286	73325	50719	49132	63166	50536	57906	64340	64663	106729	76209	55252	65442	73410	60514	59634	60351	53821	59806	77474	42021	177046	37175	43422	58341	44283	17355	19233	49362	116775	260000	60725	22528	24360	23203	22720	23038	56380	44941	54627	52416	51906	50766	52395
59.768333	137636	120586	131819	128801	155467	167994	126505	195321	108240	134599	260000	222415	131509	132879	98704	96077	113060	106892	73392	72270	88010	122362	77347	133458	131909	27560	23815	110500	108115	219663	37706	138773	36634	36248	37384	195132	71100	81823	110061	71725	89599	73903	49571	48498	63577	50008	57200	63031	65747	95978	70755	56598	64378	74264	60372	59364	61505	54143	59106	77451	42546	178187	37130	44622	58709	43220	17542	19055	49301	117093	260000	61947	22688	24402	22711	23115	22902	56635	45167	53980	52407	52453	50333	52980
59.807500	139159	120817	131476	128577	154184	169209	129168	192326	109679	131075	260000	220012	130516	131443	99695	95066	114634	105545	75659	71415	88768	120123	77215	138883	133345	27662	23984	108983	106749	227243	36990	138469	36491	36609	37307	196495	72225	81445	111043	72730	89440	74117	51287	48842	63827	49571	58289	63262	70837	109378	71825	56164	65259	75026	58930	61157	60671	54206	59901	83811	42330	177500	37405	44158	60429	44431	17452	19345	49148	115542	260000	60010	22232	23872	22848	22839	23057	57151	45271	54397	51744	52239	50620	52286
59.846667	137850	120310	132298	129026	154774	167306	131365	189906	109049	135595	260000	220998	130965	132000	99995	97359	114516	103566	70566	71998	85084	121500	75986	132596	130839	27723	24007	110013	106008	227836	36955	137316	36471	36474	36860	198409	72210	81946	110912	72503	89696	73400	51053	48322	63479	50534	56676	64156	68178	97763	76508	56412	65349	73415	59782	60514	62128	53916	60550	86369	42544	175263	37183	44590	58848	44420	17162	19372	49522	115990	260000	61082	22018	24440	22795	22872	22791	57730	44850	53422	52754	52956	50251	52509
59.885833	138969	119943	132308	128503	154244	166680	127469	196665	108792	133889	260000	219509	132802	133865	99018	95669	113015	106452	73139	71512	86742	119793	71087	133040	130991	27577	23717	108564	105385	228044	37291	138419	36698	36118	36612	198329	71774	82183	109213	72682	90626	73697	51461	48902	64329	51054	57696	63626	68237	102010	70804	56634	63220	72475	59233	59299	61251	54057	59459	77201	42657	175179	36931	45124	59241	43609	17498	19440	49151	116741	260000	61844	22374	23729	22685	23134	22966	57641	44251	54242	52242	52694	50246	52830
59.925000	139197	120593	132618	128579	154124	167788	124609	191850	109455	133810	260000	222047	129641	132829	97619	96988	114062	105086	72772	71767	87352	120263	79335	136481	130394	27822	23872	110127	104333	230626	37786	137103	36241	37134	37342	197740	71935	82163	111348	72470	91649	73906	51306	48689	64007	50501	57365	64080	73536	103625	77763	55655	65178	73879	59238	60597	61303	53675	59485	81509	42763	175275	37205	44513	56934	44019	17941	19302	49284	115703	260000	61571	22726	23748	23548	23254	22879	57172	45061	53048	51604	52234	52009	51918
59.964167	139368	120519	132389	128860	154580	167812	129692	187508	107530	139978	260000	221399	132562	134966	99414	97116	113637	100388	68832	71069	85257	121459	74951	143753	129181	27366	23430	109512	104908	236290	36778	138385	36273	35693	36965	196987	71855	81819	109971	72261	90880	72578	50554	48471	62453	50432	57624	63737	62841	103176	76536	55352	63849	74135	59936	59942	62249	53128	59514	71494	42528	175708	36922	44663	63171	43826	17704	19079	49854	116486	260000	59272	22522	24075	23224	23179	23057	57495	44746	53726	51687	52440	51263	52735
60.003333	137829	120953	132187	129327	154478	167571	132305	191602	109239	144477	260000	222435	127955	128930	98260	96966	113285	107308	70694	71195	87559	122284	72605	138053	130740	27458	24130	109125	107007	234313	37402	136962	36718	36421	36787	197727	71403	81107	112206	72520	90706	73069	50450	48657	63680	50387	57359	63405	67264	104206	77248	55940	63681	74217	60721	59244	62017	52953	59081	81730	42219	175251	37227	44328	60128	43796	17984	19288	49111	116666	260000	61219	22623	23757	23544	22701	22781	58539	45433	54253	51988	52613	50536	52112
60.042500	138259	119457	130936	128181	155671	168766	125897	182971	107909	142354	260000	220875	133504	135921	97257	96898	113868	105132	76423	71611	86083	120905	75765	136115	130564	28055	23778	108210	105360	234217	37186	136295	37056	36465	37609	197825	71598	82398	112570	71668	89556	73292	49774	48756	63313	49750	56894	63636	66914	113849	75027	55750	64412	73675	60184	59004	59988	54305	59857	80289	42630	174048	37017	45096	61704	43458	17889	18894	48612	116461	260000	61952	22469	24150	23007	22888	22872	57277	45181	53425	52354	52406	50227	52806
60.081667	137844	121657	131415	128144	154174	167532	128703	190237	107297	139219	260000	221897	133519	134397	100284	96040	113881	100385	74695	70563	89979	121625	74689	136692	131770	27559	23740	109158	106559	232951	38053	136726	36326	36376	37060	199239	71676	82841	112042	72361	89072	73135	50459	48918	63952	50509	57143	63133	64267	103705	77836	55948	64120	73515	58783	60527	61294	52992	60057	81331	42905	174312	37009	44728	59730	43941	17351	18923	48939	116053	260000	60831	21979	24178	23240	22580	22993	57325	44559	53714	51936	52233	49989	52261
60.120833	138599	119280	131479	128398	153958	166479	129898	186049	107500	132800	260000	221944	128983	134503	97924	93891	112835	106478	73399	71007	85511	120029	74631	132621	132921	27501	24043	108800	106427	235350	37133	138152	36734	36731	37477	198256	71383	80914	112045	72178	88510	73444	50174	48096	64388	50088	58018	63423	65991	96099	80261	54832	62821	73575	58459	59146	61434	54137	59016	78523	41656	174110	37265	44627	64359	43895	17520	18904	48349	116099	260000	64114	22202	23802	23026	22916	22992	58120	45393	53380	52270	52270	50618	52215
60.160000	138217	120450	131718	128065	154324	168366	130921	191383	108440	136391	260000	220984	131640	135532	96722	96320	114433	101767	73512	71254	85854	120243	74191	137088	131804	27347	24021	109534	105203	242407	37819	136818	36918	37097	37373	198538	71339	82678	112945	72755	91576	73161	50355	48289	63709	49878	57153	63131	69392	110687	66899	55702	65610	74325	59186	59093	62181	54065	59339	77358	42885	173032	37024	45387	61864	44634	17895	19108	49241	116152	260000	60583	22656	24135	22761	22669	22454	58728	45135	53081	52339	52514	50546	52760
60.199167	138451	120733	132266	128734	152836	168141	128505	187210	108123	139928	260000	221520	131711	135166	97323	94462	111624	100575	71685	71413	86124	120616	75877	131651	131763	27386	23739	109187	105837	243992	37821	136013	37088	36428	37344	199513	71208	82237	112330	72893	91112	73472	50169	48070	63659	50085	57124	64678	73958	120520	74904	55814	64021	73019	61197	60712	61182	53480	59345	80385	41674	173722	36500	44211	66468	44634	17301	18587	48937	115849	260000	61645	22275	24234	23347	22984	22807	58288	44809	53267	51868	52641	50230	51969
60.238333	139449	119442	131217	127131	153193	167322	127086	186273	106040	134772	260000	220544	131683	131164	100517	98121	112820	106153	70687	72165	85822	121143	76743	134338	130850	27691	23401	109967	106919	240012	37456	137457	36901	36440	36404	198231	73013	82215	113288	72920	89490	73291	50085	47789	63223	50638	57555	63539	61202	101184	72572	55861	64371	73317	59342	60935	60982	54876	59110	77448	42727	171654	37199	43835	61286	44516	17750	18983	48619	116519	260000	60933	22773	23965	23065	22839	22833	58487	44834	52983	51761	52267	50744	52121
60.277500	138968	119836	131370	129238	154229	167614	128228	190455	107726	142880	260000	220478	128879	135244	99541	95545	113471	104901	72761	71576	88810	121140	80596	135424	131228	28104	24085	108719	105929	242924	37629	137132	37131	36611	37037	198511	71167	82995	113423	72249	90389	73193	49966	48067	63593	51210	56199	63589	65701	111573	76174	55863	65342	75282	60042	60345	62295	54717	59459	83626	41214	171543	37304	44365	64159	43654	17564	18940	49273	115927	260000	59356	22776	24148	23030	22625	23088	58495	44861	53264	52205	52351	51412	52874
60.316667	138422	119895	131286	129163	153305	168237	129601	202268	107990	143453	260000	220917	132394	131694	97180	99044	113360	103294	70886	70660	87469	119645	74515	132508	131213	27209	24387	108323	108007	242649	37837	137528	36855	35953	36818	199334	71696	82096	112375	72992	90498	72970	49649	48317	63495	50351	57463	63170	72171	104907	71821	55350	64000	75408	60876	59797	61682	53280	60353	83744	42445	173890	36930	43946	63083	42978	17712	19199	49035	115311	260000	61087	22694	23570	23183	22670	22839	58579	44959	53033	52540	52573	50597	52514
60.355833	138003	119056	130839	128773	152546	165863	127014	189058	108331	141626	260000	220862	133082	132556	95334	96052	113992	101832	69043	70528	87759	121032	75719	137455	130989	27978	23565	107875	107693	246079	37352	136608	37002	36412	37109	199446	71774	81848	114461	72185	88318	74301	50040	48562	63612	49848	57015	63208	66815	106259	80672	55682	66330	72581	59885	59405	61951	53446	59095	77322	41896	172382	37292	44130	63376	42898	17495	18534	48326	114589	260000	60153	22663	23896	23216	22881	22637	60103	45256	53381	51896	52471	51765	51730
60.395000	135767	119408	129379	127697	151532	166361	127558	191407	108882	139645	260000	220250	132971	131961	97698	95314	115301	105119	69044	70703	84095	120591	73961	139672	131408	27411	23955	107785	106703	244097	37572	138206	37001	37558	36510	199901	71970	82488	113245	72313	89103	73379	49666	48687	63162	50387	56557	63315	66242	96632	74214	54667	64034	73179	59136	58931	61028	53590	59134	81841	42476	171590	36959	45250	63830	43754	17567	19333	48722	115641	260000	62020	22275	23608	23439	22563	23139	59712	44853	53554	52124	52303	50626	52596
60.434167	137245	118951	132465	129281	153236	167954	127639	187135	107986	141467	260000	221183	131415	133847	96445	97716	112231	102509	72379	70691	92791	120927	72332	143755	130627	28338	23267	109477	105132	246500	37334	136298	36791	36200	37578	199056	71499	82605	114222	72231	89824	73907	50127	48351	63634	50076	56598	63337	66933	113358	71692	55222	65144	74762	58823	59582	60689	54067	58662	76300	41883	171650	36560	44326	62228	42951	17504	19499	49076	114603	260000	61725	22405	23836	23189	22399	23044	59754	45109	53386	52300	52719	51165	52779
60.473333	136902	118243	130764	128637	153264	167080	124441	198000	107979	145676	260000	221763	131266	133666	97253	94639	112877	103963	73529	71348	88757	120910	73906	140657	130612	28059	23757	107742	104779	245893	37893	136306	37475	36736	36903	199375	71200	81841	114391	71503	88437	72975	49536	48486	63624	50048	56522	63131	79081	102747	81346	55687	65341	74972	60769	61079	60511	54001	58880	77668	43030	171720	37728	46034	63410	43358	18007	18838	48616	114441	260000	59926	23180	23754	23021	22398	22888	60126	45245	52952	52279	52659	50954	53184
60.512500	136541	118613	131828	127506	153634	167954	128753	187420	108744	140914	260000	222645	133020	134394	95191	98295	113108	99382	67043	70199	83196	121203	70302	139711	130479	28169	23718	109990	103136	247756	37200	136132	37243	35670	37170	199344	71025	82769	113725	72977	89928	73331	49019	48809	63651	49965	56771	63130	70748	104224	73316	55673	64421	75483	61820	60618	60445	52620	58923	73083	42356	171549	37131	44866	64268	43133	17531	19233	48607	116072	260000	61372	21991	23434	23006	23027	22375	59625	45196	53405	51793	52801	51527	51674
60.551667	137948	117889	132073	126594	152786	166965	127416	190594	106947	141904	260000	222133	132488	133615	96966	99473	113076	104824	78322	71038	83354	120717	75264	126837	130329	28384	24237	108243	104992	248012	37176	135756	37726	36327	36971	200134	72057	82009	113805	71979	90153	73014	50212	48596	64484	50267	56889	63003	82322	112879	76600	55288	65854	75649	58166	60149	60727	52984	59033	78752	41766	170594	36586	44334	66381	44518	17697	19176	49097	115103	260000	62381	22774	23680	23157	22618	23272	59719	44907	52989	52558	52640	50122	52536
60.590833	136718	119573	131174	127553	153704	168186	125120	197044	108497	149822	260000	221295	134437	135584	97584	95593	112277	100136	66811	70880	89188	120200	71412	136531	131336	27820	24491	107725	106047	247548	37331	136659	37231	36501	37349	200383	71383	83235	116163	72248	89679	73387	49752	48296	62928	49955	56905	63241	66264	95826	70606	54790	64103	73977	59154	58863	61439	53855	57320	80280	41590	171577	37051	44338	59338	43770	18022	19174	48442	115547	260000	59612	22806	23442	23158	22621	23019	59445	44915	52914	52049	52215	50580	52984
60.630000	137580	119482	132141	127650	152909	167200	127189	197644	108046	145549	260000	220043	130336	135653	98043	97820	113097	103916	70848	70163	85824	120165	72726	137908	130240	27634	24444	108370	105438	247226	37846	136249	37653	36850	37229	200264	71796	83053	114868	72659	89623	73307	49985	48801	62923	49541	56263	62572	74583	111023	78308	55342	63879	73510	60041	60474	61626	53818	57675	78722	42831	171032	36703	45527	63719	44688	17872	18961	49175	114290	260000	60661	22255	23764	22790	22482	22740	60331	44543	53156	52370	52370	50823	51947
60.669167	136432	120974	131905	128406	153516	166977	125801	196398	108329	145846	260000	221397	133147	136909	98007	97830	111914	99232	70511	72018	86256	120746	76824	133861	131585	27182	26343	108447	105713	246921	37132	135746	37017	36944	36997	199983	70659	82466	116009	72250	88365	74441	49537	48163	63738	50331	57179	62871	69128	95564	76719	56036	63780	74057	59215	59526	61040	53515	57385	75824	42896	170599	37015	45553	62504	43652	18098	19295	49241	114553	260000	59587	22689	24014	23246	22653	22795	62313	45030	52175	53134	52398	50604	52366
60.708333	136967	118736	131241	127843	152062	166445	127820	193522	109194	144256	260000	220499	132741	132055	95990	98290	112288	106551	72308	70531	88758	120487	72885	134074	130678	27551	26317	108428	106096	249820	37710	137263	37293	36282	37149	199852	71660	82785	115418	71312	88726	73966	49583	48015	63868	50285	56262	63276	65388	101185	74422	54733	65048	75659	61171	60591	61136	53560	57076	75257	42247	170252	37322	44221	62944	44941	17990	19454	48593	115122	260000	59622	22456	24118	23009	22838	22518	62474	44910	53375	51205	52255	50725	52457
60.747500	136820	121343	131814	126959	153374	168053	126442	193392	107744	147548	260000	220492	132429	134401	95010	96418	113450	98503	73909	85094	85717	119880	76462	139058	129908	27739	26428	108352	104746	249311	37859	136764	37774	36835	36502	202570	72783	82599	116142	72746	89533	73857	49480	47953	63976	49713	56852	63016	70744	107978	76358	55907	65582	75375	60594	59838	60822	52759	58701	77048	43098	170612	36659	44684	62156	44173	18014	19237	49050	114649	260000	59608	22478	24045	22954	22890	22935	62249	45299	53435	51983	51716	51507	51910
60.786667	136205	123059	130889	126899	152077	167477	122710	182482	107647	143237	260000	221240	131118	135747	97265	96542	113553	101779	71350	91846	87735	120404	72999	136684	129564	27630	27208	107800	106324	251951	37730	137234	37095	36494	37014	199601	73112	83194	116948	71719	88540	73944	49404	48087	63251	49886	56878	63063	76412	102753	74581	54761	64162	73085	59483	60663	61344	54047	58369	81731	42436	169668	36491	44569	62008	44357	17457	18835	48583	115734	260000	58715	22524	23824	23287	22666	22271	61408	44053	53545	51769	52710	51065	52213
60.825833	135929	120547	131409	126075	153272	167119	122806	186992	106932	142432	260000	220467	129214	135750	95213	95141	113263	101730	64699	94087	88313	119243	74066	130048	129571	27682	27198	107549	106614	253804	38020	136988	37637	36761	36894	199233	71673	81992	115464	71784	87790	72618	49800	48216	63276	50136	57498	62885	71966	106881	73414	54889	65425	76685	60494	59445	61240	53310	57532	78000	41689	169762	37030	44239	62746	44395	17917	19130	48771	115424	260000	63096	22522	23686	23273	22933	22865	61052	44795	53267	53460	52490	51323	51737
60.865000	135491	118413	131443	126298	152983	166800	122939	191906	108180	151232	260000	221636	131965	137336	95616	96855	115147	106051	70718	94406	84863	120002	76547	121649	130657	27762	27623	108048	105497	250993	37356	136754	37224	36497	37231	198611	72310	83366	115738	73090	89547	73725	49600	48718	62506	50107	56696	62493	70153	104765	73538	55212	64325	74651	60923	59534	61667	53415	56272	79664	43482	168393	36744	43582	62071	43404	18323	18966	48690	114191	260000	59842	22295	23623	23071	22868	22917	60857	44636	52709	53045	52998	50831	52310
60.904167	133612	117416	131173	126272	153477	166919	124482	185998	107532	148614	260000	220583	130337	135554	95420	97216	113066	103898	70470	94852	86600	119573	71793	128545	130121	28032	27444	107756	106080	254091	37972	136053	37705	37013	36742	200138	72239	83266	116977	71570	88654	73324	49330	47714	63064	50621	57230	62148	68506	116799	75484	54942	64065	72975	58517	59804	60697	53700	57048	85289	43216	167892	36699	44312	65560	44456	17855	19271	48613	115543	260000	60422	22778	24066	23222	23170	22846	60343	45108	53028	52153	52680	51266	51964
60.943333	135752	118706	131674	125833	151231	168107	126806	194999	108051	149065	260000	220093	129936	136243	94210	95436	113059	100772	70313	95802	90385	119603	74583	137199	129599	28041	27124	107139	104006	251968	37713	136494	37042	36811	37120	200694	72275	82781	116654	71980	88504	73610	49095	49275	63974	49802	56519	61368	66771	113743	67850	55820	63885	73363	59794	59840	61458	53207	57825	74891	41925	166989	35232	44638	62407	44538	17907	19067	49147	114525	260000	62232	22647	23662	22991	23113	22761	61319	44896	52796	52042	52316	50905	52424
60.982500	135543	117911	131652	127257	151453	167745	126837	193812	107023	147635	260000	221403	129894	134271	95605	95342	112827	103238	71490	95036	87089	119614	70698	126162	129166	28284	27153	106849	105133	253341	38143	137370	37563	36258	37002	199961	71700	82989	114985	71976	88843	73798	48566	48055	63438	49184	56937	62602	68448	101568	74980	55475	64214	76592	59382	59934	61558	52621	56497	78456	41166	168338	34898	44073	64983	42777	18055	18727	47262	115673	260000	61619	22204	24330	23258	23017	22953	62697	44547	53204	52607	52275	50992	52636
61.021667	135450	116722	131053	126807	152871	168081	123273	186875	107465	146118	260000	220085	131664	134600	95448	99083	112766	104393	72698	95540	89949	120042	75367	143405	131187	27816	27137	105844	104533	248235	37795	136447	37527	36418	37265	201593	72375	83281	115778	72243	88714	72776	49519	48698	63208	49710	56434	63087	66015	104276	77209	54431	65161	74460	59925	59037	60012	52883	57332	80290	41113	167196	34764	44015	62666	44197	18007	19425	48209	114064	260000	59906	22706	23616	23311	23144	23037	62947	44916	53021	52032	51734	50904	51578
61.060833	133949	118063	130253	127261	153758	167308	125659	191152	107203	153979	260000	220734	128901	133522	94496	96744	112011	101390	63813	95710	83847	119746	74627	141270	130004	27700	28180	107635	104843	253294	37713	135414	38252	36988	36873	200589	72002	82286	116963	72164	88545	72659	48761	47730	62275	49678	57108	63102	66772	101334	75450	54825	63860	73636	58899	59675	61516	52411	58485	75410	42588	168770	35055	43889	60347	43983	17829	19504	48344	114635	260000	59498	22012	24144	23133	22830	22902	63487	44871	53078	52515	52921	50767	52460
61.100000	136001	118260	131434	125946	152534	166125	125493	187322	107974	156655	260000	221395	129628	135174	96192	95621	114418	100302	69087	95200	82967	119110	74099	135586	129152	27841	27784	106802	105237	250309	37794	136410	38224	36274	37082	200196	71839	82268	116515	72251	88636	73991	49328	48618	62815	49949	56276	62707	72823	104485	74693	55104	64697	75037	58695	60041	61046	52943	56914	76834	41740	168760	35054	44882	64146	43525	18165	19398	48357	114760	260000	58350	22576	24222	23264	22580	22810	63464	44481	53085	52441	52486	50912	51751
61.139167	133939	118768	131781	127208	152744	167111	127049	193761	107851	149399	260000	221120	127703	134606	96176	95585	112707	100808	69780	96004	87085	120694	75804	126084	129420	28362	28148	107547	106512	255979	38001	135712	37431	36385	37263	201361	70829	84187	117125	72463	87635	73563	48900	48256	63386	49978	56570	62909	67687	105329	74459	55178	65315	75134	58903	59475	60353	52981	57726	78987	42762	166154	35494	44461	60123	45197	18013	19232	48771	115695	260000	59968	22743	23982	22574	22653	22855	64337	44914	52461	52862	52397	50591	52543
61.178333	134638	121876	131233	126664	154536	167254	124087	184761	107409	149628	260000	220163	131924	134401	93853	96614	112305	104613	66597	95771	86996	118728	70932	136129	130613	28093	27857	106568	104278	253951	37800	136169	38132	36196	36946	199264	72237	83604	118527	72320	88911	73521	48403	47899	62842	49928	56128	62905	68559	109215	73005	54649	65265	75295	61157	59711	63352	52985	57330	79216	42056	167824	34847	44560	63083	43512	18467	19014	48014	114192	260000	58483	22480	23633	23644	22947	22605	63539	43926	52945	52727	52538	50894	52688
61.217500	133743	117044	130375	126319	153136	166922	127771	194229	108048	152808	260000	219254	132415	132905	94974	94574	113713	104074	66875	94540	81741	118525	77813	136512	129353	27958	27982	106697	104862	254930	37958	135573	38628	35675	36888	200424	72355	82849	118464	72113	87657	73306	49437	48198	63408	49947	56278	62159	76444	104819	70549	55337	65101	75001	59981	59503	62258	52344	56844	75707	41539	165827	35164	44248	64047	43227	18302	19430	48276	113920	260000	63700	22553	23520	23738	22848	22557	63029	44395	52532	52886	52173	51260	51990
61.256667	134058	121380	131088	125966	151180	166977	121049	186490	107254	148148	260000	219995	131722	133402	94874	95037	111061	100510	71729	94377	84435	119932	74204	135134	129346	27797	29046	105632	105137	251028	37464	135055	37701	35882	37184	200433	71546	83323	117667	71800	88292	73914	49080	47860	63425	49337	56698	63173	76835	97385	75148	55070	63571	74977	60831	58272	60719	52825	57683	78711	41841	167073	35197	44357	62954	43680	17946	19434	47901	114396	260000	58130	22696	23537	22860	22734	22372	64329	45202	52598	52280	52179	51643	51724
61.295833	134499	116708	131508	126329	152598	165592	122292	189465	107496	145396	260000	219612	130130	133388	95346	99269	113793	102934	67617	95899	80376	120106	75728	132680	129869	28508	28381	106052	104696	250974	38152	134995	37559	37031	37154	200165	71978	82230	119515	73044	88256	73752	49668	47712	61982	49674	56819	62424	67575	104343	70066	54548	63908	72946	58575	59432	60327	53377	57674	85236	41974	166121	35041	44091	63525	44890	17634	19419	48290	113765	260000	62321	22547	23871	23391	22696	22504	63915	44753	53250	53053	52546	51177	52251
61.335000	133679	121078	131731	127043	152892	165372	122223	201318	107610	149520	260000	220892	131148	135847	94302	96259	113911	104119	68392	94834	83500	118587	74754	128010	130219	28221	28335	107612	107390	248567	37577	135670	37537	36518	37410	201359	71908	82607	119197	72381	89299	73535	48957	47338	61976	49856	56638	62091	69085	110428	71430	55216	64177	73349	59700	59085	60708	52510	56750	75215	41899	165072	35526	44807	64621	44172	17952	19146	48259	113773	260000	60784	22214	23748	23368	23141	22506	64748	44600	52839	52551	51910	51516	51626
61.374167	133599	117147	132216	125267	152816	166942	130627	189971	107624	144186	260000	220849	133241	137155	93728	94136	111490	101970	70318	95366	84789	119086	76345	136341	128263	28188	27487	106058	105374	249464	38053	136228	37996	36761	37661	201463	71593	82424	118589	72142	89879	73567	48298	48348	64015	49354	56142	62644	73545	98358	73002	54468	64015	73469	58903	59341	60603	53018	57035	71578	41885	166407	35226	43690	64533	44408	17945	19400	47811	114131	260000	60221	22383	23483	23637	23403	22848	65526	45223	52276	51740	52631	50919	52190
61.413333	133077	117924	131198	127321	152435	166271	125288	203165	106751	151335	260000	219528	131212	131850	94211	95930	111766	102960	66104	96036	80820	119292	72661	140057	129950	27972	27769	107124	104932	252160	37584	134441	38158	36977	37167	200152	71357	81473	119360	72824	87339	73637	48804	48025	63238	49368	56677	62321	65419	106389	74684	54696	64010	75332	60684	60134	60869	52597	57546	82176	41168	165931	35186	44688	61363	43505	18269	19601	47862	114238	260000	60885	22586	23605	23481	22610	22846	66563	44440	52937	52076	52495	51842	51901
61.452500	132823	119273	131769	126877	152215	166102	122883	178997	108866	153626	260000	220894	130435	132742	94092	94443	113132	100880	74075	94852	86166	118492	72529	134601	128654	28232	28045	107146	103384	251688	38367	136112	38265	36467	37177	200242	71449	83110	119982	72388	88019	73374	48195	48076	62923	48903	57095	62274	70394	107076	74063	54142	64024	74061	56827	60014	61066	52630	56221	75539	41554	164764	35288	45021	59840	43675	18062	19430	47832	114062	260000	59430	22772	23877	23564	22971	22952	66387	44858	53221	52318	52589	50568	51720
61.491667	134071	117637	131692	125885	152476	166925	127238	189743	108550	148187	260000	222284	130405	134237	93844	95252	111724	103676	65619	94101	83215	120735	73769	133109	128092	27890	28121	106044	104981	248549	37906	135864	38475	36581	36771	201342	71210	82649	120341	71595	88940	73211	47762	48096	63244	49135	56363	61911	64448	107494	72002	54168	64727	73918	59924	59285	60784	52341	56528	78203	41342	166787	35177	44776	64922	43411	18345	19201	48256	113882	260000	59198	22818	23307	23457	23082	22603	65887	44925	51993	53319	52458	51362	52712
61.530833	132269	117222	130072	125933	152158	166702	123849	196164	109212	152339	260000	221690	130759	135021	93692	95209	111671	103326	65801	94851	83086	118533	71961	123207	128728	28080	28361	106084	105096	251714	38105	135539	37967	35867	37466	201458	71288	82931	118597	71977	87861	73684	48670	47626	63262	49496	56540	62625	79022	119448	72802	54604	63250	73035	58311	58722	61997	52387	57108	76609	41666	164841	34992	44827	62276	43881	18614	19490	48593	114061	260000	62214	22247	23671	23655	23036	22777	65821	45062	52919	52664	53049	50128	51841
61.570000	132933	119023	131717	126649	151412	167215	123977	185477	108628	155115	260000	219416	131601	134719	92405	94978	111698	102010	66718	94398	83121	119383	74742	135238	129979	28171	28359	106708	104741	244816	38125	134764	37594	36553	37349	201201	71894	82552	115287	72048	88783	72881	47614	48255	62858	50048	56382	62939	77253	105060	75836	54117	64371	73027	58945	59484	60746	52921	57215	79104	42379	165270	35515	44456	59608	44028	18235	19404	47886	113580	260000	60829	22232	23803	23230	22502	22375	66031	45119	53126	52894	51912	50658	52644
61.609167	132858	119720	131189	126342	153448	168591	121607	197763	107959	155549	260000	219321	127978	136252	94150	98067	112334	96711	65278	94048	80705	119406	77788	125466	128951	27974	27957	105950	104364	249035	37720	134702	37703	36733	37146	199717	71611	84277	113299	72149	87412	73535	48143	46735	62321	49158	55697	62119	79101	124809	72387	54307	63379	76129	57733	58853	62107	52776	57769	76597	42347	163938	35388	44306	62263	43764	18437	19376	47893	114050	260000	61961	22145	23826	23513	22546	23120	66929	45105	52890	52531	51829	50428	51964
61.648333	132231	116293	131838	126300	151946	167397	123462	198745	107863	152388	260000	219534	132215	137780	94454	96256	113360	105145	73976	95154	85517	118207	73876	134629	128220	27900	27849	106378	104711	246337	38034	134709	37720	36632	37363	200454	71365	82886	113975	71112	88140	73679	48178	47838	62352	49559	56461	62451	70467	104797	71417	54118	62816	74006	58455	59259	60286	52664	57027	80279	42761	163078	34446	43668	62773	43364	18641	19405	47963	114324	260000	62838	22371	23496	23369	22912	22366	65323	44570	52637	53259	52471	51493	52373
61.687500	131811	119259	131928	126687	153713	165034	127956	191055	107190	156251	260000	220634	133667	137447	94531	95128	112724	103226	72386	91938	81662	118611	78613	124851	128984	28486	28540	106993	104225	246541	37344	135741	37979	37010	37026	201565	72006	83010	112782	72336	88547	73382	48822	47923	63366	49927	56963	62334	69186	101042	76391	53912	64214	76403	59541	59486	60937	52592	56152	80742	41343	164417	34415	44496	63209	44168	19051	19461	48194	114063	260000	60278	22134	23382	23600	23107	22646	65208	44662	52454	51984	52938	51761	51824
