Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
61.726667	132747	116368	131053	126718	151765	166890	124462	189419	107707	165213	260000	219321	129619	136233	93819	95716	112346	102844	70290	92780	82808	119203	74500	128330	127259	27848	28580	105650	105332	251055	37929	133940	38156	36361	37282	199891	71843	83009	110873	72589	89125	73597	47502	46994	62776	49369	55648	62020	73556	106503	72319	54462	63189	74285	58016	59588	60755	52643	56314	79555	42115	163780	35063	44250	64176	43588	17940	19796	48316	114177	260000	62164	22161	23756	23901	23310	22337	65997	44598	53444	52018	52373	50708	52581
61.765833	132163	116233	131247	126398	152072	168961	127875	190199	109852	164404	260000	220160	130679	133955	94280	98773	112369	102188	70553	93901	80509	117507	74524	138941	128670	28105	28014	106239	104678	246468	38038	134406	38304	36488	37064	199224	71868	82925	110465	72098	88235	73019	48259	47525	63208	49156	56837	62405	68977	108501	70743	54568	65351	73783	57002	58846	59841	52962	55647	76331	41797	162958	34625	45380	61947	55079	18359	19600	48168	114491	260000	60737	22503	24057	24197	23151	22429	65861	44786	53038	51873	52515	50366	51829
61.805000	132279	120189	132199	126248	151909	166260	124726	188078	108874	157558	260000	220064	130586	133850	93699	97827	113155	103432	70227	94777	79438	118918	75404	130009	128188	27654	28833	105451	105367	246451	37346	134283	37994	35809	37382	198001	71456	81658	109433	71877	89844	74189	48225	47056	62929	49743	56410	62196	72420	105895	75334	54000	63833	73303	58792	58739	60041	52172	56091	82725	41504	163844	34896	44608	62091	56744	18375	19629	47462	114388	260000	65350	22241	23880	23348	22471	22667	66994	43963	52702	52654	53511	50967	51387
61.844167	131333	117054	131012	126973	151681	165761	124524	192275	108664	154626	260000	218297	130907	134413	92110	97252	112826	105933	66857	94594	85109	118444	75037	137075	129363	28474	28423	105561	105167	240867	37919	133831	38211	36073	37023	200820	71207	83538	109421	72071	89013	73046	48291	47774	63695	49768	55316	62578	70367	104876	69952	54305	63455	74427	58666	59806	60030	52421	57122	80734	41756	162452	34674	44607	64106	57650	18692	19777	47900	113587	260000	60715	21988	23775	23689	23040	22502	67700	44592	53311	52609	52867	50842	52965
61.883333	131024	119016	131191	126924	151995	166426	124145	185733	108936	156766	260000	220649	134170	133902	95296	98425	111642	103991	69833	93822	81342	117249	77336	135400	127474	28353	28561	106059	104969	245874	37387	134049	38245	36171	37142	200184	72062	82511	108947	72363	88892	73461	47883	47042	63293	49315	56554	62661	70063	107490	72469	53773	62733	78090	58994	59938	60533	52611	55252	80881	40836	161622	35433	44769	59939	57004	18464	19594	47515	115051	260000	63039	22496	24270	23412	22818	22743	68253	44079	52228	52046	52365	50532	52464
61.922500	130360	115050	130047	126103	153930	166348	125804	184111	107937	156487	260000	219765	131741	132424	93519	98275	112610	105178	71091	93759	84644	119445	75308	126037	129036	28791	28940	106920	105371	243202	37530	134647	38074	36635	37396	200419	71597	83726	107457	72830	89430	74471	47686	47467	63560	50170	56465	62762	62710	105631	73910	54584	65430	72926	58768	59984	61308	52325	56245	78625	42279	161494	34708	44745	60781	56838	18152	19628	48344	113021	260000	62759	22255	23972	23769	22804	22797	68500	44898	52971	52111	53257	51121	52111
61.961667	129396	116441	131401	125822	152398	167384	123566	189775	108529	160275	260000	221577	130715	133154	94496	99259	112122	102262	74738	93892	79932	117996	75555	136436	129730	28341	29411	105266	104772	241636	38440	135381	38614	36699	36524	200453	72295	83046	107480	72025	89192	74110	48018	47331	62423	49830	56940	60935	74325	110702	77174	54253	63241	73436	56679	59074	60963	51954	57053	80773	41115	163564	35425	43255	61569	56198	18187	19429	48355	114700	260000	61970	22287	23966	23257	22490	22966	68374	44759	52375	52487	52829	51669	52548
62.000833	130613	118879	131543	126958	152354	167154	122764	187304	108730	163769	260000	218268	130260	132752	93684	97234	111166	102205	70615	94220	83812	117580	74087	138835	126868	28485	28157	105117	104921	239174	38226	134229	38627	36795	37330	200746	71796	84172	105525	72027	89361	73861	46957	47621	62515	49877	56385	62261	74850	98420	73970	54377	63623	71918	59583	59440	61723	52301	57691	79415	40836	161391	34480	45183	61189	56092	18494	19876	47467	113966	260000	62358	22162	23882	23748	23295	22912	67463	44599	52639	53785	52064	50992	52029
62.040000	130497	117227	131581	126138	154692	166636	123281	193956	108164	161420	260000	220325	130418	132848	93808	99064	113689	104676	70412	93813	83469	118530	73807	134572	129371	28184	28881	106019	103186	239958	37300	133416	38187	36215	37110	198315	71568	83534	106310	72012	88392	73159	47192	47851	61458	49517	56302	62195	75335	103918	77640	54060	64993	75319	57900	59454	60456	52042	56181	78562	41443	163510	35115	44820	61448	57258	18707	19929	46971	113879	260000	63475	21839	23804	23559	22729	22427	67691	44261	52985	53758	52356	51323	52245
62.079167	128815	116495	130646	126890	152763	165163	124665	185900	108290	160469	260000	220391	128059	134740	93826	97294	111578	104638	71366	93601	82298	118353	71995	125590	129096	27648	28905	105336	103864	241232	37879	135238	37770	36640	37182	200738	73154	83191	107319	72814	87785	73929	47756	47641	62925	49441	56157	61430	74434	115404	72220	53451	63755	74892	59067	59087	61644	52167	54993	76381	40888	161913	35473	44402	61172	57286	18772	19860	48058	115293	260000	58070	22208	24001	24176	22572	22422	67903	44610	53127	52616	53240	51752	51908
62.118333	130325	116252	131281	126917	152282	168196	126749	179874	107385	154403	260000	220001	131296	134062	93483	96256	110193	103918	64649	93598	79631	118202	70629	127153	129957	28211	28946	106511	105357	238728	38301	135648	38684	36556	37581	198843	72737	83714	104859	71636	88225	73390	46928	46090	62943	50389	56180	62196	83211	109862	76089	54058	64694	74432	58719	58066	61369	52295	56128	80940	42106	161977	35266	44854	58325	56341	18584	19685	47744	114826	260000	59759	22576	23606	23516	22811	22529	69378	44905	53172	52136	53138	51173	52137
62.157500	129485	119225	131317	126661	153121	165688	123125	175015	107144	150990	260000	220735	130902	133048	95312	96564	113891	103197	69093	92825	79967	117978	76371	128758	128717	28807	28416	104873	102488	234941	37502	134501	38358	36833	37520	200799	71444	84698	105809	71815	89405	74113	47167	47347	63496	49079	55586	61876	71036	111755	72639	54135	63984	74428	60767	59130	62044	52670	57396	81056	40494	161752	34796	45070	59372	56874	18863	19137	47343	116329	260000	60672	22930	24025	23678	22767	22474	69294	43982	53102	52592	52355	51349	51896
62.196667	128873	115091	132248	126358	151629	165846	123653	193707	108923	156160	260000	220044	129023	134109	94510	97123	113183	104631	70683	93712	79895	118239	75578	122383	128784	28687	29404	106277	104766	235561	38103	135955	37673	36634	37328	200326	71081	83466	105034	71799	89762	74048	47880	47497	63085	49154	55982	61664	66836	108134	72725	54191	63343	73147	59368	58737	61083	52603	56106	85073	41212	161576	34575	44180	60950	56482	18403	20023	47602	113866	260000	62135	22387	23946	23799	22223	22921	70234	45181	52780	52503	53024	50144	51958
62.235833	129507	117933	131026	124981	152887	166499	122986	187625	108505	161715	260000	220065	130412	135280	94061	94084	111419	104487	69263	93020	76772	116994	74467	131414	127286	27746	28652	104779	102823	236834	37661	134902	38470	36877	37599	197652	71897	83458	105258	72741	90270	73797	47744	47257	63390	49235	57349	61956	67789	107037	74279	53543	64440	74610	57523	59213	61625	53955	55240	82027	40837	158711	34584	45135	57443	56765	18331	19740	47916	114426	260000	59509	22249	24071	24315	23157	22547	71008	44910	52532	52182	52958	51084	51829
62.275000	128908	113854	131630	124817	152265	166756	124744	198652	107326	162901	260000	220374	129209	134575	94738	99240	113271	102574	70045	92971	80916	117669	77573	130845	128293	28796	29186	105378	103771	234021	38183	134740	37704	36975	37415	201229	72227	83616	104980	72652	90465	74030	47405	48055	62594	48613	55987	61741	61926	99371	73700	53808	64725	72862	57900	59385	61366	52903	56302	74652	40352	161741	35914	45055	59956	57118	19020	19775	47054	114216	260000	59564	22542	23711	24290	22488	22646	71400	44849	53081	52950	52657	50833	52398
62.314167	130091	114425	131662	126106	152196	165538	124003	186401	108164	161102	260000	219512	131871	133435	93537	97468	112034	101225	70103	93691	82905	116690	77900	137642	128502	28668	28763	104402	104717	240802	37940	134543	38581	36263	37165	200427	71514	83428	104956	72345	89127	74173	47971	46985	62419	49296	55553	61665	68123	114545	70076	55061	67182	72381	57785	58421	60443	52897	56603	77941	41749	162023	35396	45751	61829	57620	19042	20188	47682	115076	260000	60552	22445	23694	23983	23008	22896	71888	44776	53165	52783	52539	51296	51473
62.353333	129083	118540	130621	126349	152074	166101	127987	185620	108648	152795	260000	221509	131058	131912	93183	97850	112888	104853	66938	92690	79662	118115	75961	127767	127601	28409	28702	105384	103057	239205	37904	132078	38338	36318	37363	200120	71122	83714	105389	72986	89028	75038	46955	46924	63047	49442	55706	61856	71391	107950	77819	54760	68054	74802	58097	58189	60137	52393	55878	80066	40231	159924	34346	44256	58346	57029	18710	19413	48117	116097	260000	58022	22588	24100	24453	22869	22513	70846	44598	53315	52849	53082	51095	52373
62.392500	127974	113776	131773	126124	152430	168030	124992	193854	108247	158764	260000	218355	132067	134553	94977	97441	114224	96391	71910	92285	82381	117886	74072	130561	128120	27926	29629	105434	104444	233380	37455	134719	39083	36690	37522	200180	71046	83859	104545	71743	88646	74714	47330	47869	62494	49809	55724	61451	74248	104762	78266	53369	67981	73162	58832	58166	61164	52841	56274	78114	41441	157826	34978	45312	60734	56721	18904	19820	47745	114343	260000	59405	22140	23726	23784	22420	22928	68984	44570	52829	53401	52279	51212	51800
62.431667	129063	116335	130953	126222	153489	164882	122953	187675	107924	163982	260000	220376	130651	132107	94064	96382	111552	103297	70385	92206	82808	116963	74906	131203	128365	28035	29542	105766	103548	237510	37964	134145	39055	36449	38212	199598	72672	83511	103534	71763	88904	73597	47367	46931	62698	49575	56201	62779	64301	107208	72527	53439	67742	73440	59523	59356	61359	51864	56763	74227	41021	159350	34963	44224	60784	57125	18637	20097	48300	114060	260000	60903	22388	23982	24346	23069	22338	69263	44822	52245	52551	53060	51774	51787
62.470833	127331	115067	130390	126662	153231	168019	126749	192162	108181	167003	260000	220115	129981	134381	93458	97894	111664	98918	69906	92502	82515	118039	77517	130653	128714	27794	29674	105161	104111	232917	38731	134381	38527	36841	36184	200039	72031	84334	104376	72133	89255	74486	46924	47215	63376	49355	57218	60865	76757	96400	74255	53803	67634	73994	58054	58660	62947	51126	55108	79284	41319	158214	34965	44875	59679	56743	18308	19842	47919	113620	260000	58782	22279	23938	23963	22685	22602	69657	44362	52928	52606	53167	51567	52492
62.510000	128408	114731	131169	127364	152785	166712	124483	181420	107734	161648	260000	220273	130906	132718	93171	96314	113461	94703	70650	92406	82193	117372	75123	125663	128632	28466	29518	105105	103845	233296	38407	133014	38007	36834	37348	200533	72057	83566	104169	71990	87425	74222	46978	47001	62938	49535	56581	62088	69163	107612	71955	53250	68489	74287	58479	58274	59899	51878	55410	78120	39896	158877	34569	44691	61686	58089	18554	19720	47385	114666	260000	60892	21872	23896	24531	22947	22993	71070	44689	52625	52469	52680	50985	52306
62.549167	126663	115246	131971	126568	152573	165627	127306	184532	107106	166911	260000	220183	130980	132673	94515	96775	112752	101435	68218	92020	84367	117977	75386	133008	126893	28231	29029	104531	103739	230245	38696	133715	37939	36531	37154	199969	72241	83290	103157	71983	88780	73962	46348	47116	62546	49670	55814	61787	67248	86970	72383	54474	68956	74016	57117	58184	60255	51797	54393	76634	41342	159167	35523	44227	61106	58291	18958	20112	47525	114063	260000	61960	22310	24241	24270	23311	22985	71807	44694	52418	52761	52504	50848	51849
62.588333	126251	115444	131544	126357	152641	166695	122356	187831	108580	165420	260000	220768	133422	133446	91626	94986	111823	97636	69556	92834	83478	116313	75694	135833	127962	28320	28893	104362	106544	230818	37868	135022	38492	36648	37665	199886	72121	83097	103692	72414	88818	74237	47340	46910	62384	48585	56327	61729	64751	104889	72932	53483	67431	76207	59883	58642	61371	52292	55815	77843	40892	159401	34342	43516	56603	56834	18599	19789	47542	113657	260000	60901	21665	24345	24902	23065	22776	72058	44940	52850	53356	52972	51446	51578
62.627500	127361	114586	131118	126522	152309	166695	125714	186788	107624	166824	260000	216794	129716	132709	93854	97814	113164	94003	66802	92238	108281	115462	73480	122058	127546	28565	29749	105670	105546	232434	37917	132542	38733	37024	37184	200064	72396	84267	102991	72154	89902	74345	46511	46945	62912	49462	56512	61585	76194	103522	73022	53428	68951	73216	58838	58246	61881	50904	55687	76294	40621	160226	35353	44263	59817	57784	18766	20153	47195	113134	260000	61242	22470	23871	23857	23051	22406	73774	44536	52964	52745	52673	51778	51834
62.666667	128530	114631	131816	125698	152685	166819	125701	191281	107899	165107	260000	221272	129684	132847	93291	97013	112843	98187	68520	91273	112920	117601	92170	133558	127449	28728	29290	104552	104959	231496	38082	133490	38565	36293	37180	200049	71891	82921	103063	72434	89627	74284	46421	46283	63409	49494	56484	62146	71705	103172	77176	54349	68085	72097	55365	60074	60578	50569	56024	84440	40804	157957	35017	44082	55149	56053	19174	20210	48037	114283	260000	59350	22234	24217	24262	22714	22453	74199	44563	52957	53132	52910	51109	52129
62.705833	127176	115419	131230	126079	152108	165242	122549	178290	108684	165237	260000	219840	129378	134016	92735	96445	111357	102167	67524	91941	106139	117192	95384	130430	129690	28271	29215	105791	102673	240155	38199	134047	38172	36454	37210	200157	71818	84624	103633	72668	89279	73804	46109	46862	63238	49234	55510	61626	63637	117188	72264	54172	68184	73156	59460	58955	60767	51445	55483	74475	39931	157240	35343	43735	56551	55880	18863	20010	47298	113964	260000	60003	22376	23854	24274	22923	22581	73280	45469	53392	52947	52280	51053	52148
62.745000	126284	115082	132666	124712	152173	165280	123646	185963	108606	166937	260000	220543	131331	135641	93906	96585	113825	101097	65327	90994	111146	117333	99911	129539	128267	28575	29143	103898	103285	233825	38079	134342	38686	36001	37741	201017	72127	84252	102680	71224	88773	74409	46197	46904	62881	49580	56781	61759	68322	110968	74171	54463	68559	71380	58149	58518	60719	52250	55300	80622	40431	157051	34789	44804	57547	57332	18890	19987	47599	113468	260000	59136	22976	24071	24318	22346	22731	71443	44775	52708	52871	52463	51012	52443
62.784167	126862	111758	132563	125702	151277	166344	124693	188393	107659	164769	260000	219632	130825	134427	94355	96389	112770	99795	71606	92032	106717	117150	95562	131473	126576	28783	29589	104548	104654	231516	38271	134271	38908	36675	37915	199699	71321	83278	102918	72965	88196	74416	46678	47263	62765	49382	55934	61504	71091	108664	75993	54544	67923	75229	58114	57844	61438	50532	54644	81021	40268	157446	34084	44534	57745	56442	18770	19726	47571	115163	260000	59035	22062	24673	24493	23051	22364	71719	44052	52916	52909	53339	51003	51661
62.823333	125909	116349	131100	126399	153093	165856	123438	187039	108335	166866	260000	223237	128897	135472	92506	96524	110414	98676	69238	92034	115720	117258	97701	128955	129353	28544	29543	105074	103793	228240	38767	133706	38658	36790	37022	199716	72112	84101	102927	72297	87461	74495	46645	46522	62366	49070	55603	62375	68534	121190	75679	54309	67131	75356	57095	58547	61012	50308	56048	81146	41099	157058	35100	44025	59355	56352	19339	19988	48600	114961	260000	58384	22332	23716	24731	22938	22470	70557	44609	52133	53156	52628	50995	51555
62.862500	126279	115982	131729	125752	153458	167452	124062	195069	109132	165084	260000	218625	130073	135166	92628	95692	112327	92481	69675	91789	108897	118165	94553	131314	127871	28211	29915	104701	103580	231274	38724	133454	39244	36476	37263	199485	71541	84162	102630	71479	87888	74712	46231	47358	61846	48638	55378	61525	67034	100398	75054	53924	68515	75037	58265	58956	60875	50067	54978	82963	40037	158519	35112	45242	58218	55841	19043	20574	47491	114168	260000	60315	22510	23818	24828	22661	22773	71385	44219	52488	53059	52324	52015	52120
