Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
6.409722	83448	73201	75178	75114	75964	61315	16091	16386	15984	15697	16143	15535	15614	15853	15767	15847	16120	16138	16026	15945	16021	15657	15975	15834	15626	17044	16172	16134	15917	15835	16190	16734	16102	15864	15878	15640	16228	16678	16795	16211	15692	16161	16693	16614	16775	16690	16709	16300	18990	18505	18671	18205	18405	18836	24356	23716	23709	24159	23891	24088	38657	33046	32585	32486	32920	32565	49633	49995	50839	50767	55214	50744	107700	89042	82467	89887	83510	82958	49792	28861	27824	30088	14497	15667
6.429444	83982	70491	78187	75230	75129	61968	16238	16381	15997	15567	15667	15652	15412	15894	15679	15985	16369	16175	16338	16194	15582	15581	15501	15475	15557	17094	16062	16159	16184	16113	16159	16567	16654	15888	15709	15605	15814	15951	16357	16173	16005	16157	17039	16787	16731	16528	16900	16553	19592	18750	18553	18123	18589	18780	23997	23719	23393	24158	23516	23874	38396	32780	31938	32501	32551	32826	50380	49394	51121	50801	54673	50225	106571	87914	83459	89469	82848	82167	49656	28621	28232	30057	14660	15634
6.449167	85082	72153	74119	76592	75445	61848	16280	16340	15776	15997	15996	15928	15523	15881	15622	15805	16564	16052	16096	15823	15839	16100	15553	15837	15450	16827	15764	16336	15829	16148	15830	16541	16509	15984	15794	15482	15844	16543	16770	16035	15998	16360	16832	16960	17126	16887	16270	16684	18752	18316	18314	18165	18506	18575	24303	23839	23808	23165	23639	23794	38580	32387	32689	32614	32679	32603	49950	49067	50615	50819	54709	49803	106046	89265	83762	89888	82895	81966	48764	28735	27445	30340	14565	15449
6.468889	80434	72224	74332	77067	73347	61967	16124	16365	15792	15929	16043	15430	15508	16042	15886	15988	16216	15922	15649	16011	16039	15685	15628	15795	15379	16556	16016	16148	15876	16283	16328	16630	16267	16139	15770	15183	16029	16334	16249	16051	16373	16499	16723	16866	16596	16636	16262	16478	18948	18240	18854	18457	18252	18654	23913	23722	24308	23802	23645	23891	39098	32335	32624	32840	32854	32598	49984	50526	50505	50878	55432	50221	109495	89876	83532	89613	84514	81879	50017	29025	28154	30969	14636	15649
6.488611	82463	73924	73373	74968	74833	62662	16509	16274	15962	15900	15829	15930	15659	16006	15746	15886	16632	16319	15993	16037	15851	16030	15786	15569	15444	16916	15761	16276	16354	15887	16393	16302	16319	16161	15898	15651	15926	16709	17083	15851	16047	16475	16723	16399	16287	16374	16722	16598	18948	18561	18575	18510	18188	18639	24369	23740	23823	23232	23590	23795	38895	32973	32743	32618	32998	32610	49810	49676	50980	50579	55601	50744	108964	88642	84037	90365	84086	82311	49050	29008	28848	31891	14862	15654
6.508333	82541	71764	74751	78016	76031	62295	16394	16220	15678	15633	15970	15281	15657	15961	15764	16041	16486	16274	16047	15935	15614	15697	15593	15996	15431	16812	15956	16362	15727	16385	16457	16021	16203	15795	15798	15619	15858	16337	16495	15847	15939	16201	16890	16573	16730	16319	16444	16313	19152	18040	18684	18520	18492	18541	24050	24317	23964	23761	23622	23758	39042	32574	32209	32164	32934	32763	49276	49843	51306	51317	55143	50169	107221	88580	82467	89989	83434	81492	49733	28301	29364	31593	14663	15672
6.528056	81441	72242	77053	76256	74953	61825	16409	16422	15764	15708	15930	15638	15671	15817	15822	16227	16337	16427	15866	15936	15812	15653	15668	15686	15326	16586	16239	16507	16131	16293	16033	16699	16023	16334	15835	15317	15484	16470	16595	16288	15965	16764	17225	16860	17096	16182	16870	16641	19582	18519	18664	18398	18408	18634	24053	23751	23710	23927	23845	23738	38862	32877	32297	33187	32566	32385	50143	50111	51082	50548	55295	50279	108205	88455	82883	90254	84863	81892	51356	28807	29297	32336	14696	15378
6.547778	83583	72135	76725	77302	74884	61256	16554	16166	15689	15679	16051	15508	15279	16027	15924	15796	16759	16217	15970	15798	15756	15648	15743	15526	15475	17342	15826	16357	16059	16159	16397	16547	16268	16101	15778	15557	15642	15969	16796	15833	15792	16391	17059	16893	16747	16662	16789	16587	18901	18504	18866	18642	18525	18555	24101	23430	24027	24183	23702	23990	38728	32345	32864	32367	32609	32986	50335	50016	51957	50827	54555	50257	107607	88764	83300	89106	82843	81438	51032	29206	29300	31647	14220	15876
6.567500	84098	72760	73123	77122	75145	61911	16317	16367	15615	15578	16074	15281	15356	15761	16056	15885	16469	16168	15643	16144	16018	15668	15764	15505	15527	16684	15714	16074	16279	16400	16366	16509	16185	16011	16037	15206	15621	16170	16765	16064	16448	16393	16753	17085	16820	16353	16839	16684	19348	18520	18668	18249	18431	18472	24155	24019	23642	23756	23919	23917	38789	32618	32577	32601	33050	32537	49966	49981	51473	50477	54939	50174	109652	89311	84175	89117	84483	81795	51614	29125	29806	32150	14528	15596
6.587222	84083	73172	76916	78692	75471	62885	16422	16140	15773	16089	15795	15797	15562	16195	15577	15941	16472	16288	15988	15516	16012	15965	15994	15784	15514	16817	15874	16153	16532	16230	15931	16494	16117	15696	15530	15378	16179	16212	16662	15807	15787	16630	16808	16441	16748	16433	16369	16563	19324	18326	18511	18378	18676	18808	23794	24071	23486	23820	23614	24250	38925	32795	32467	32161	32904	32191	49696	49487	50487	51451	55542	50615	108052	89570	83276	88767	83489	81544	50322	29774	29643	32516	14860	15738
6.606944	83766	73171	74698	74286	74530	62544	16233	16145	15686	15603	16119	15457	15866	15851	16032	16136	16408	16241	15935	16132	15995	15796	16251	15319	15663	16659	15891	15993	16106	16081	16297	16225	16540	15747	15924	15462	16097	16234	16660	16242	15923	15988	16726	16468	16760	16469	16256	16563	19560	18564	18240	18403	18520	18510	24258	23713	23966	23980	23805	23655	39152	32806	32628	32515	32968	32640	50673	49827	50858	50228	55443	50091	106566	89512	84025	89672	83575	81999	52037	28626	29122	32667	14817	15928
6.626667	82106	71883	74667	78106	74128	63600	16333	16354	15888	15618	16085	15469	15530	15696	15607	16093	16365	16233	15729	15909	15828	15579	15559	15687	15696	17011	16022	15843	15804	16322	15905	16367	16373	16034	15872	15243	16149	16291	16424	16146	16179	16436	17004	16773	16955	16511	16191	16289	19491	18756	18422	18531	18265	19015	24235	24004	23926	23807	23914	23569	38604	32591	32535	32428	32851	33056	50807	49550	51564	51840	54773	50174	106952	88873	83925	88565	84028	82718	51552	29086	29523	33703	14713	15900
6.646389	84211	73340	75118	77456	76687	61823	16518	16054	15813	15495	16224	15717	15465	15697	15916	16438	16645	16374	15777	16044	16028	16099	15843	15559	15865	16995	15821	15983	15801	16022	16356	16341	16234	16164	15652	15540	16136	16617	16674	15967	15973	16266	17099	16878	17080	16431	16992	16373	19707	18472	18796	18184	18565	18683	24707	24195	24314	23813	23928	23660	38729	32308	32464	33014	33254	32226	50365	50338	51037	51057	54865	50201	106986	89238	83809	89653	83232	82693	52636	29788	30328	33713	14467	15784
6.666111	80696	71735	72701	77446	73631	62304	16616	16070	15700	15870	15738	15750	15815	15844	16030	16103	16344	16453	15990	16151	15817	16028	15667	15394	16082	16474	16386	16081	16214	16336	16345	16694	15982	16367	15420	15420	15813	16187	16859	15992	15866	16136	17074	16915	16507	16630	16795	16318	19527	18703	18371	18141	18616	18712	24574	23553	24078	23970	23724	24174	39148	32480	32885	33060	33024	32323	50419	50214	50989	51279	55186	49989	108216	89343	83882	89337	83329	82880	51746	29314	30617	34540	14950	15580
6.685833	84428	73292	74421	77503	74923	62879	16189	16023	15643	15709	15914	15602	15538	15878	15761	16168	16227	16131	15990	15902	15621	15441	15569	15467	15668	16957	15712	16269	16102	16308	16050	16422	16383	16200	15727	15393	16035	16204	16706	16096	16023	16268	16939	16438	16715	16158	16763	16463	19457	18980	18560	18278	18540	18810	24289	24255	24228	24078	24496	23790	38930	33119	32431	32264	33132	32280	50790	49519	52136	51157	55320	50040	107374	89631	84416	89575	83507	82518	51419	29522	30360	34535	14980	15894
6.705556	82340	74764	72434	77263	76702	62715	15893	16164	16121	15804	15829	15519	15414	16082	15764	16146	16139	16254	15529	15714	15574	15659	15927	15370	15815	16886	15913	16124	15916	16224	16120	16470	16084	15735	15921	15299	15991	16660	16794	16129	15820	16474	16677	16810	17236	16521	16412	16740	19766	18580	18351	18204	18506	18585	23558	24039	24468	23971	23599	23853	39240	32884	32403	32734	32903	32765	50050	49976	50909	51363	55062	51255	107778	89446	83866	89436	83838	81721	53337	29572	31780	34719	14896	15888
6.725278	86223	71572	75272	77596	75256	62851	16606	16336	15690	15566	15951	15328	16036	16297	15807	16170	16862	16238	16168	15644	15512	15815	15840	16095	15508	17002	15814	16192	15913	16322	16054	16327	16162	16159	15695	15514	15742	16191	16789	15860	16338	16343	17292	16897	16452	16759	16732	16552	19774	18484	18630	18244	18398	18533	24155	24167	24430	24167	23999	23838	39021	32675	32699	33281	32768	32432	50397	49513	50732	51308	55056	50133	107110	89355	83913	88733	83270	82956	52321	30045	31650	34767	15027	15896
6.745000	81033	73496	76474	75522	74202	61740	16158	15919	15631	15742	15462	15491	15751	15827	15931	15932	16229	16722	16346	15712	15736	15813	15545	15966	15948	16860	16116	16016	16033	15782	16089	16133	16015	16353	15458	15446	15733	16162	16652	16039	16140	16587	17206	16580	16007	16691	16676	16427	19401	18083	18231	17920	18078	18831	24006	23803	24317	23988	23551	23504	39505	32887	32047	32712	33003	32905	50516	50102	50775	51293	55185	49614	107969	88284	82766	89589	84435	82013	53046	30139	32217	35536	14725	15727
6.764722	82812	71218	73238	78668	76273	62229	16568	15725	15906	15796	15767	15534	15364	15823	15646	15988	16512	16385	15685	15825	16056	15673	15936	15739	15638	16757	16180	16022	16210	16081	16428	15968	15939	16338	15553	16010	15939	16451	16895	15807	16022	16169	17152	16409	16788	16490	17170	16365	19317	18251	18673	18634	18033	18546	23752	24150	23887	23878	24000	23986	38821	33019	33388	32573	33409	32974	50262	49757	50927	50914	55323	49763	108220	89505	83398	89218	83991	83749	53936	29813	31487	35893	15047	15933
6.784444	83317	70556	74908	75700	75751	61938	16209	16389	15623	15697	15586	15609	15527	15923	16056	16064	16314	15970	16014	15883	15615	15484	15846	15524	15635	16671	15936	16165	15714	16305	16103	15931	16297	15843	15629	15428	16226	16202	16579	15987	15960	16579	16808	16650	16608	16545	16903	16489	19727	18698	18861	18234	18178	18856	24581	23778	23932	24138	23792	23995	39297	32884	32376	32979	33161	32550	49605	50154	51019	51443	55863	50758	107688	89353	84823	89840	83596	82684	54447	30543	32047	36698	14713	16204
6.804167	83179	74404	74074	76337	75289	61624	16498	16470	15884	15536	15717	15079	15769	16106	15894	15940	16342	16149	15671	15830	15807	15468	15826	15566	15771	17235	15770	16075	15824	16366	15860	16374	16055	16415	15341	15553	15894	16601	16442	15917	15907	16554	16988	16574	16720	16630	16556	16458	19612	18219	18354	18374	18430	18605	24005	24143	23807	24437	24002	23844	38785	33080	32757	32058	33298	32755	50833	50532	51521	51080	55286	50718	108130	89150	83424	88609	83391	82901	53964	30345	31792	36588	14440	15680
6.823889	82968	72973	77334	76655	77012	62363	16632	16153	15602	15469	15913	15699	15508	16077	15580	16026	16554	15977	15972	15891	15805	15863	15345	15616	15435	17064	15980	16324	16085	16392	16292	16137	15810	16081	15624	15701	16104	16359	16793	15865	16139	16320	16992	16955	16576	16885	16732	16294	19853	18376	18478	18432	18446	18655	24102	23898	24451	23566	23696	23837	39178	32735	32539	32668	33063	32686	50546	50069	50970	51256	55355	50686	108106	89022	84399	88536	83126	81724	53376	30038	31620	36456	14623	16127
6.843611	85471	72730	76535	77618	73551	63321	16079	15984	15417	15897	15760	15663	15728	16269	15708	16298	16470	15849	15860	16285	15802	15387	15453	15644	15622	16665	15928	16179	16059	16003	16081	16434	16285	16133	15580	15717	15792	16235	16681	15912	16550	16309	17220	16177	16821	16368	16639	16716	19514	18665	18904	18423	18204	19037	23917	23891	24107	24190	23648	23789	39576	32671	33167	32438	32867	32634	50152	50516	51204	51374	55260	50401	107842	87969	83890	87967	84131	82740	53963	30506	32801	37344	14538	16290
6.863333	84463	72188	74583	76324	75785	62257	16581	16574	16020	15782	15961	15513	15614	15998	15673	16286	16454	15792	15929	15955	16393	15797	15795	15554	15485	16888	15970	16043	15881	16321	15770	16608	16145	16053	15380	15924	16001	16126	16733	16174	16008	16679	16804	16695	16790	16380	16709	16207	19327	18311	18283	18258	17994	18531	24355	24025	24263	23664	23863	23863	39106	33444	32946	32586	32992	32482	50566	49845	50501	51378	55327	49790	107124	90194	83925	89705	84041	82445	53875	29682	32963	37047	14535	15963
6.883056	83160	73849	75922	75986	75371	62753	16462	16189	15942	16128	15798	15742	15530	15835	15717	16254	16355	16315	15897	15994	15592	16074	15644	15431	15631	16685	15782	15912	16321	16364	15957	16071	16048	15856	15650	15939	15785	16651	16322	15883	16023	16044	16813	16648	16831	16878	16652	16176	19827	18672	18755	18589	18576	18691	23913	23952	24348	24195	23179	23946	39102	32062	32815	32156	32902	33018	50498	50476	51369	51180	55401	50132	107497	88879	84436	89182	83837	82817	54235	30065	32881	37551	15032	15970
6.902778	85404	73934	73444	77935	74842	62851	16269	16243	15660	15413	15973	15461	15599	15575	15752	16144	16196	16063	16229	15882	15859	15890	15894	15863	15727	16656	15794	16064	16078	16627	15916	16264	16137	16134	15567	15389	15841	16460	16981	16062	15732	16233	16675	16754	16671	16809	16579	16461	19743	18705	18736	18823	18690	19033	24340	23744	24350	24240	23918	23869	39702	32708	32594	32783	33152	32646	50327	49825	51390	51705	55308	50247	109309	89292	83896	89048	84102	83051	54591	30461	32375	38929	14415	16225
6.922500	84724	73528	78685	77888	76210	63013	16257	16248	15574	15895	15759	15373	15333	16062	15863	16286	16570	15930	15894	15842	15797	15949	16060	15961	15399	16821	15689	16337	15956	16572	16236	16515	15965	15965	15647	15287	15933	16364	16546	15891	15933	16738	17015	16875	16642	16670	16553	16493	19787	18867	18790	18220	18287	18596	24254	23746	24477	23988	23576	23660	39441	32774	33099	32542	32556	32798	50126	50806	51039	51142	55657	50936	107882	88866	83953	88619	84102	82758	55711	30248	33606	38612	14972	16515
6.942222	84116	72206	75853	77855	75286	62878	16568	16540	16019	15924	15798	15650	15727	16172	16278	16131	16419	16295	15995	16189	15420	16050	15494	15289	15881	17166	15985	16139	16286	16196	16173	16144	15957	16007	15846	15371	15624	16129	16562	16270	16344	16490	16963	16513	16742	16549	16603	16302	19422	18804	18263	18268	18388	18943	24085	24106	24300	24180	23825	23822	39724	32932	32369	32372	33175	32513	50236	50462	51649	51609	55603	49540	108637	89307	84671	89146	84156	82535	55807	30177	32024	38114	14791	16286
6.961944	85718	74838	73574	77902	75777	62248	16305	16361	15575	15810	15899	15475	15846	16113	15719	16485	16301	16259	15570	15823	15685	16241	15782	15725	15303	17160	15826	16380	15996	16555	15851	16488	16019	16110	15438	15658	16244	16294	16847	15909	16313	16229	17070	16877	16742	16670	16194	16314	19642	18527	18492	18431	18427	18960	24605	24030	24209	23903	23674	23982	39726	32843	32422	32935	33036	33128	50267	50500	51697	51508	55754	50187	109158	89293	84242	88933	84286	82554	55351	30074	32887	38283	14720	16130
6.981667	89352	73538	75655	79047	75185	62936	16105	16341	15423	15716	15734	15425	15486	15717	16186	15907	15861	16008	15848	15767	15824	16261	15777	15755	15490	17272	15773	16104	15936	16472	15982	16366	16144	15746	15506	15336	16157	16688	16703	15806	15818	16309	17025	16960	16560	16724	16839	16639	19461	18596	18059	18185	18202	18676	24475	23871	24453	24087	23955	24029	39620	32778	32450	32952	32769	32405	50166	50342	51552	51789	56310	50166	108596	89077	83771	89763	84564	82418	56404	29789	34234	38386	14478	16204
7.001389	85169	74323	76556	77288	74861	62850	16269	16538	15818	15573	15664	15723	15472	16208	15848	16145	16307	15685	15853	15874	15492	16036	15539	15378	15943	17022	15563	16226	16008	16840	16059	16099	15920	15961	15600	15500	16029	16229	16576	16504	16198	16304	16872	16707	17128	16665	16646	16640	19676	18889	18837	18692	18656	19274	24292	23883	24369	24336	23892	23963	40090	32402	32666	33012	32960	32935	50346	50253	51313	51669	54659	50151	109898	89280	84397	88929	84549	82687	56411	29970	33965	39782	14708	16070
7.021111	83270	72192	78079	80028	77365	61591	16430	16352	15549	15534	16040	15516	15617	15879	15908	15993	16546	16120	15679	15904	15790	16332	15662	15566	15982	16527	15905	16216	15904	16126	16245	16249	15738	16054	15670	15633	16029	16282	16611	16171	16434	16522	17087	17348	16595	16398	16685	16241	19867	18640	18178	18644	18260	18610	24404	23979	24110	24175	23974	23871	39667	32489	32918	32825	32908	32956	50266	49750	51249	51301	55082	49828	108984	89106	83440	89696	84845	83037	55988	29936	33206	39493	14818	16251
7.040833	83291	72805	76235	77340	74859	62172	16390	16518	15716	15995	15678	15633	15878	15999	15854	16248	16281	15990	15674	15691	15844	15834	15772	15750	15675	16793	16005	16278	15866	16358	15751	16008	16033	15851	15629	15486	16155	16892	16355	16137	15795	16339	16832	16780	16699	16796	16482	16502	19744	18972	18607	18115	18823	18860	24219	24018	23997	24365	24234	23877	39122	33305	32982	32657	32849	32862	50281	50172	51530	51145	55436	50907	108387	89407	84583	89030	84555	82444	55392	29920	33795	40269	14828	16067
7.060556	86962	74632	75860	79413	75156	61847	16196	16427	15674	15302	16183	15384	15885	16038	15700	16116	16221	15945	15725	15761	15932	15906	15808	15715	15612	16590	15565	16167	16232	16582	16478	16549	16399	15831	15537	15427	16262	16285	16734	16031	16081	16292	17086	16897	16721	16799	16554	16365	19657	18381	18422	18158	18779	19087	24055	24251	24909	23907	24385	23767	39873	33095	32946	32720	33130	32601	50201	49871	52127	51418	55920	50740	109414	89367	83496	89074	83595	81902	57014	30248	33695	39385	14780	15922
7.080278	87411	74122	77258	80315	78358	63019	16510	16160	15823	15821	16131	15402	15690	16059	15478	16142	16546	16257	16180	15887	15700	16256	15796	15556	15640	16549	15781	15671	16156	16244	15973	16606	16016	16132	15191	15291	15798	16323	16527	15933	16358	16240	16728	16663	16714	16714	16325	16625	19580	18784	18552	18330	18064	18906	23868	24192	24164	24186	23677	23858	39855	33153	33130	33203	32810	32874	50062	50363	51580	52256	55896	49960	109018	88937	84736	88931	83870	82446	55973	29894	33857	40357	14628	16315
7.100000	86633	72918	73449	75802	75232	62901	16236	16421	15849	15551	15892	15817	15920	15969	16055	16103	16501	16406	15564	15795	15795	16043	15624	15672	15789	17115	15833	16043	15849	16567	16455	15761	15745	16443	15612	15320	15855	16038	16562	16088	15850	16872	17196	16414	16262	16878	16452	16547	19865	18455	18465	18367	18453	18621	24380	24426	24410	24083	24064	23729	40367	32763	33106	32606	32880	32406	50292	49926	51298	51825	56136	51174	108564	88977	84815	89085	84575	82872	56421	29699	33342	40940	14980	16270
7.119722	86751	74040	78350	76754	76954	62868	16174	16113	15904	15550	15608	15559	15652	15850	15454	16079	15998	15967	15425	16100	15530	16161	15760	16027	15552	17058	15556	15937	15861	16465	16337	16151	15987	15586	15689	15240	16131	16413	16609	15822	16053	16154	16981	16541	16387	16435	16370	16381	19658	18651	18912	18229	18454	18956	24563	24517	24560	23917	24311	24054	40221	33038	32462	32754	32948	32978	50169	50477	51172	52061	55772	50417	110594	89019	84217	89186	83315	81094	55918	30068	34871	41049	14717	16258
7.139444	83762	73805	74435	79009	76294	62443	16619	16285	15757	15636	16156	15499	15808	15931	15791	15911	16459	16472	15749	15699	15726	15841	15921	15671	15760	16683	15989	16153	16107	16438	16068	16250	15929	16107	15557	15515	15859	16317	16602	15821	16158	16060	17084	17024	16914	16924	16547	16600	19179	19083	18647	18335	18208	19041	24230	24068	24405	23981	23698	24200	39883	33193	32854	32739	33276	33422	51071	50409	51723	52263	55776	50452	109342	88802	84141	89316	83711	82807	57204	30514	35378	41963	14917	16369
7.159167	85277	71947	77794	77607	76119	62276	16346	16555	15819	15853	16094	15557	15604	15841	15947	15929	16363	16411	16192	16244	15891	15853	15691	15596	15923	16733	15708	16139	15728	16470	15632	16102	16155	16183	15605	15297	15991	16168	16831	16027	15711	16294	17242	16824	16834	16509	16492	16427	19326	18666	18584	18520	18193	18991	24167	24348	24023	23830	23876	24115	39849	32757	33107	32814	32519	32391	50891	50219	51769	51411	55625	50844	110116	89490	83552	89579	84029	82549	57458	30318	35054	42207	14706	16329
7.178889	85469	72795	76207	79835	75942	61928	16232	16365	15957	15650	16105	15690	15637	16038	15607	16044	16432	16307	15529	15763	15804	16097	15788	16060	15646	16968	15908	16251	15933	15849	16105	16423	15994	15814	15466	15494	15798	16234	16509	15990	15962	16555	17109	17000	16795	16567	16637	16417	19781	18517	18351	18320	18701	18363	24566	24410	24393	24413	24143	23977	39970	32965	32809	32898	33342	32697	50695	50857	51699	51851	55431	51320	109120	89930	83920	88687	83866	82160	57764	30296	34840	41200	14397	16816
7.198611	85453	74470	76665	80682	76988	63002	16629	16452	15816	15891	16002	15712	15874	16165	15669	16191	16186	16239	16007	15838	16096	15935	15760	15641	16105	16890	15808	16028	15730	16643	16371	16185	15923	15856	15572	15729	15834	16210	16538	15992	16278	16290	16935	16744	16829	16649	16409	16399	19434	18284	18407	18028	18211	19218	24807	24767	24709	24135	24362	24215	39653	32721	33861	32229	32991	32581	50921	50797	51235	52668	54885	50573	109844	89190	83997	88758	85070	82259	58362	30802	36576	43693	14650	15986
7.218333	88167	74153	75948	75063	73879	60983	16362	16049	15852	15615	15852	15493	15832	15540	15879	16226	16030	16369	15783	15645	15774	16244	15624	15418	15578	16880	15865	16186	16065	16055	16164	16220	15865	15876	15790	15867	16063	16245	16411	16127	15965	16267	17075	16715	16625	16570	16656	16121	20035	18396	18726	18341	18709	18674	24353	24178	24645	23989	24110	23967	39945	32901	33126	32893	33294	32683	50742	50584	51777	52256	55849	50935	110844	90433	84293	88579	85394	82581	56541	29905	37590	42549	14795	16457
7.238056	88384	72332	77130	78221	74859	62175	16396	16502	16236	15781	16031	15222	15630	15934	15987	15904	16064	16124	15741	16071	15662	16074	15719	15722	15274	16977	15900	15742	16120	16582	15985	16093	16240	15955	15604	15614	15626	16712	16571	16146	15818	16232	16996	16487	16593	16384	16414	16445	19326	18987	18465	18299	18616	18653	24691	24286	24219	24007	23792	23934	39628	32650	33229	33065	33153	32380	50359	50361	52000	52219	56186	50868	110614	89686	84671	88955	84442	81758	57692	31002	36721	42206	14921	16797
7.257778	86764	73086	76553	75741	75391	61768	16001	16046	15740	15588	15994	15573	15815	15416	15821	15923	16186	16167	15860	15722	15738	16287	15972	15880	15765	17029	15631	16450	16028	16223	16162	16110	16202	15816	15290	15146	16098	16527	16635	16237	15787	16440	16712	16782	16570	16893	16992	16182	19446	18802	18407	18733	17856	18462	24133	24296	24856	24029	23750	23636	40216	32801	33379	32734	33199	32542	50074	50473	51954	52327	55572	50123	110807	89074	84979	90070	84240	82398	58314	31015	35140	44234	14307	16339
7.277500	85559	74229	75168	79675	75488	63224	16372	16129	16179	15993	15770	15458	16116	15839	15923	15939	16282	16377	16113	15799	15568	16088	16109	15580	15502	16959	15702	16068	16267	16265	16128	15965	16108	15815	15543	15952	15867	16275	17073	16324	15724	16310	16479	16763	16739	16513	16883	16098	19613	18438	18836	18267	18293	18609	23963	24349	24303	24158	23912	23919	40367	33304	32649	32518	32867	32814	50706	50734	52184	52036	55855	51893	110515	89161	84087	89800	84283	83560	59607	31076	37039	44473	14705	16216
7.297222	86194	73898	76979	77906	76331	62840	16435	16390	16072	15539	16071	15360	15948	16216	15882	15722	16433	16144	15999	16109	15624	16129	15673	15530	15523	16862	15426	15906	16171	16616	15794	16489	16181	15958	15635	15223	15893	16658	16314	15948	16210	16507	17055	16518	17077	16854	16459	16284	19636	18923	18539	18316	18349	18911	24493	24260	24699	24283	24112	24116	40839	33257	33340	32840	33505	33607	51127	49871	51203	52272	55363	50152	111125	89809	84207	89825	84282	82662	59548	30830	36708	43609	14446	16572
7.316944	89083	72103	76769	75977	75610	62644	16065	16390	15633	15368	15991	15285	15885	15748	15836	16105	16221	15826	16078	15998	15678	16383	15656	15686	15472	16436	16174	16319	15575	16259	16387	16564	15977	16059	15525	15125	15828	16313	16762	15972	16434	16578	17140	16935	16793	16651	16665	16292	19424	18429	18511	18214	18627	18920	24424	24513	24275	24506	24043	23883	39831	32983	32930	32331	33103	32825	50672	49766	52098	52104	55773	50571	110822	89411	84504	89077	83955	82185	59196	31355	37570	45230	14585	16551
7.336667	85929	75688	75329	78592	76147	62617	16458	16010	15770	15661	16064	15659	15769	16250	15938	16014	16284	16055	15766	15639	15746	16414	16124	15881	16030	17014	15509	15922	16194	16061	16240	16276	16184	15895	15468	15488	16118	16430	16935	16119	16077	16259	16880	16796	16850	16756	16851	16414	19918	19044	18795	18168	18135	18585	24170	24201	24067	24611	23870	24027	40013	32607	32991	33109	33007	32829	49850	51152	51560	51625	55185	50825	110886	88997	84240	89224	84056	82613	58561	30747	37795	44960	14550	16292
7.356389	87210	74678	78647	78948	75609	63146	16285	16440	15761	15904	15898	15391	15869	16191	16215	15656	16332	16345	16123	15940	15654	15951	15626	15615	15973	17002	16069	15990	15848	16228	16034	16244	15600	15773	15673	15598	16235	16314	16622	16008	16245	16421	16947	16777	16958	16467	16842	16679	19795	18835	18558	17995	18318	18852	24394	24191	23957	24305	23907	24534	40274	32541	33507	32694	32903	32979	50775	50417	51894	52709	55958	50757	110504	90073	84242	89555	84122	82763	59043	31190	37618	44354	14717	16838
7.376111	87039	74489	77767	77582	77117	62384	16316	16684	15620	15744	15843	15839	15673	15606	15705	16224	16280	16002	16139	16120	15539	15846	15858	15484	15603	16853	15906	16048	15877	16073	16417	16230	15802	15951	15493	15765	16264	16385	16636	15992	15871	16614	16942	16146	16731	16481	16837	16547	19797	18552	18934	18416	18315	18692	24055	24375	24629	24467	24137	24299	40452	32846	32599	32401	32887	32377	50344	50727	51387	51977	56007	50789	111060	90617	84466	89074	84714	82621	58441	31370	37162	44556	14590	16713
7.395833	88524	73913	75614	78938	78404	63100	16118	16373	15719	15743	15669	15760	15759	15389	15640	15575	16295	16550	15883	15934	15600	16259	15524	15730	15675	17084	15994	16146	15851	15974	16040	16395	16173	15969	15779	15656	16057	16344	16229	15678	16060	16428	16757	16541	16811	16764	16509	16429	19549	18663	18828	18149	18605	18890	24707	23714	24686	23835	23526	23811	40312	33240	33021	32222	33150	32752	50913	50298	51929	51269	55522	51011	112066	89949	84502	89337	84033	82674	60168	30982	37425	45703	15025	16322
7.415556	85158	75764	77708	76582	76202	63413	16297	16324	15958	15802	15749	15659	15840	16347	15681	15974	16320	16082	16010	15807	15885	16145	16030	15729	15764	16897	15922	16176	15854	16335	15814	16363	15752	16335	15367	15648	15538	16443	16381	16112	15741	16257	16832	16641	16756	16547	16927	16552	19574	18685	18591	18215	18095	18653	24413	24525	24804	23502	24189	23853	40164	32429	32516	32820	32649	33082	50567	51550	51788	51760	56044	50432	110529	89600	83939	88804	84133	82033	60349	31282	37334	45634	14475	16786
7.435278	87974	76705	78681	80169	74861	62213	16431	15981	15587	15607	15919	15751	15597	15373	15929	15974	16401	16168	16025	15982	15738	15722	16045	15540	15623	16658	15858	16169	16198	16132	15796	16070	16029	15914	15596	15493	16034	16167	16681	16315	16162	16449	17011	16282	16736	16997	16654	16627	19813	18687	18433	18104	18856	18735	24121	24197	24360	24167	24066	24365	40575	33149	33181	32811	32802	32599	51069	50128	51528	51853	56337	50337	111240	90304	83728	89357	84214	81889	61190	31441	37572	45923	14901	16157
