Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
62.745833	10567	19946	117495	65080	66705	60156	88469	73805	101324	70476	19018	129729	56003	54688	54186	67165	67514	78430	82304	73543	86179	26455	10525	23970	55631	50192	69305	81041	83687	78399	124262	87435	22259	10264	27014	70906	65760	53130	77590	95233	83140	76425	81718	20763	10508	27942	65509	54081	62797	63923	81488	85537	89343	72369	17162
62.797222	10596	20105	182432	63485	68035	60984	87706	74123	99045	68891	19184	129634	57213	55814	56669	65169	66362	78123	81577	73423	81686	27161	10549	23634	55581	50384	69653	81409	85386	78083	126556	86637	21954	10229	27019	70172	66133	51753	78608	94225	83296	75948	82052	20826	10195	28008	65134	54335	63513	64489	82500	85224	88522	73293	17211
62.848611	10737	19943	171772	65995	68145	59601	87831	72792	97085	68186	18794	133057	56886	54338	56785	66401	65556	77299	80688	73683	84719	27972	10347	23761	55391	50664	69695	81287	85807	76247	128665	88602	22302	10029	27076	70850	66084	51180	77502	93932	82791	75255	83003	20865	10720	28404	65302	56070	62898	65513	82184	84959	86788	75352	17577
62.900000	10574	20136	157313	67193	64578	60812	86413	73332	100397	67594	17835	131217	56750	53477	56109	64243	66530	76595	82519	74192	85386	27768	10479	23762	54908	52157	68336	80945	85896	77080	123228	88223	21832	10326	27909	69731	65660	51499	78001	92844	82464	75630	82692	20769	10224	28119	65364	56413	62205	65786	80306	84737	87685	75909	17813
62.951389	10721	19890	147731	64236	64281	62606	86187	72865	99719	67765	18320	128283	56373	52287	58177	61377	63967	76219	80772	73509	82438	29166	10741	23876	54758	52453	68261	80671	85361	76487	126035	87428	21630	10065	28119	69970	64334	50914	77030	91107	83590	75674	81090	21054	10383	28332	64921	55863	61674	66756	79432	83503	90055	75449	17936
63.002778	10617	19751	132227	68013	64512	59211	86582	72807	101266	68695	18285	129867	56231	51944	56823	63812	66365	77707	81736	73566	88350	27703	10445	24087	54611	52283	67878	80785	84535	77450	124892	89577	21367	10116	28266	70059	63166	52462	78642	89231	83169	76242	84505	20516	10618	28307	65532	54465	61251	65550	77090	84974	90697	74048	18010
63.054167	10406	20162	188191	67616	65033	62849	87505	70809	99228	69807	18110	130887	56510	52873	56334	66646	64149	77859	82153	73817	89006	28416	10438	24222	55827	51410	70980	80707	82992	77338	128975	89784	21653	10240	27485	70916	62778	50820	78677	89154	84127	75905	83449	20121	10475	28565	64991	53752	61564	64769	77693	85775	92291	74489	17355
63.105556	10526	20167	168993	65743	63609	61904	86671	73455	101039	70425	17312	128931	57013	54028	58177	65929	66099	75935	82230	73321	87914	27872	10520	24286	55127	50662	70705	81785	80873	77170	124354	88698	21895	10177	27680	69964	63427	52191	79941	89129	82633	74526	80159	20147	10346	28050	65100	54085	62217	63644	79771	85664	89628	74407	17644
63.156944	10786	19994	144885	63496	64603	63381	86690	72888	98784	69726	17587	129820	56920	52133	56416	62867	66197	77598	81677	73529	87423	28044	10486	24250	55695	49890	69633	81595	81787	77452	126109	87825	21693	10372	27356	70353	64081	52792	77658	89419	83063	75570	81022	20677	10340	27986	64841	54528	61462	64240	79820	84623	88310	74046	17569
63.208333	10779	20309	126937	61345	62678	63948	86983	74970	101210	70028	17317	125263	56738	49555	54557	65271	65229	77809	80939	72169	83298	27562	10640	24291	55412	49454	70245	81056	81897	75986	127948	83968	21558	10386	28625	69320	63967	53836	77913	90447	83613	75941	79856	20431	10498	28370	64475	54645	61522	64662	81908	84264	90145	74315	17897
63.259722	10489	20230	152968	65715	59569	63773	88378	71165	99652	69060	17889	128410	56812	53467	59871	64356	67200	76713	83213	73121	88087	27869	10603	24210	55401	49314	69509	81620	85291	76013	126795	86384	21136	10264	27626	69373	65008	53191	76385	94118	84011	74753	80827	20465	10273	28155	64944	54706	60821	64000	81076	83648	90667	73195	17557
63.311111	10544	20280	181549	65422	59064	64271	87964	72971	101005	66461	18092	133563	55274	51920	58997	63016	65946	78254	82412	73114	87760	27162	10436	24489	55547	49760	70485	80780	89384	76983	124514	88708	21644	10281	27540	70090	64499	53291	77354	93832	83201	74362	80344	21177	10244	28343	64629	54068	60455	63460	79254	85253	91744	74665	17461
63.362500	10519	20225	187362	63349	58900	62460	87267	73665	100930	67011	18006	132109	55396	50911	59957	64111	66568	78760	81993	73029	82869	28148	10618	24365	55014	50732	69544	80185	89769	77882	127689	90115	21533	10267	28125	70017	65772	52386	78119	93894	83812	75408	79617	20252	10513	28618	65206	53579	59675	63670	76841	84651	92516	75424	17505
63.413889	10498	20192	154278	63291	58375	63713	86308	71415	100257	67442	18113	131642	55529	52846	56227	62815	67635	79079	81651	73421	85261	29619	10549	24481	55684	50482	69636	78576	90355	75150	128816	91752	21598	10176	28175	69466	65318	51233	78519	92945	83058	77086	78975	20356	10197	28269	64954	54020	60316	64163	82742	84069	91259	74021	17597
63.465278	10586	20087	153720	65143	58692	62928	86443	71049	99467	68675	18346	135003	55446	54949	57671	64294	67925	80387	83373	73779	85562	27632	10395	24731	55223	50087	68222	80250	89348	77365	127444	89472	21603	10226	28115	69116	65373	51845	76927	91187	83845	77180	81614	20902	10470	28565	64853	56006	60605	64311	80234	83651	89085	73851	17249
63.516667	10587	20540	153558	64694	57092	64108	84533	72824	100144	69748	19535	133821	56124	53930	58739	63575	68196	77950	81466	72613	86806	29779	10399	24912	55759	48757	68615	78935	86883	75933	124087	87348	21661	10075	28026	68093	65161	53153	78211	90977	83209	76017	80163	21053	10751	28490	64956	56317	59933	63050	82125	83795	90513	73383	17625
63.568056	10511	20456	145474	64959	56757	63964	99984	72639	97299	71036	18700	132820	55559	53902	58404	62892	64610	78086	83733	73239	82241	29155	10335	24673	55659	49401	68946	78695	84138	76593	125612	86434	21465	10215	28708	69646	63890	52545	77404	91394	83671	75475	79841	20193	10780	28746	65008	56277	60746	62629	83304	85189	90283	73872	17609
63.619444	10544	20353	125124	61287	55686	64805	101686	73497	99200	70906	17074	135213	55059	55134	59518	62568	67289	78021	84545	72496	85330	29625	10553	24937	55164	50745	68929	79317	82490	76716	129666	85966	21994	10230	28864	69109	63202	52071	76298	92177	82338	78058	80192	21048	10552	28980	65346	54778	61483	63779	83482	85994	89935	73573	17231
63.670833	10477	20111	167295	61601	55100	63271	101537	73438	99447	70468	18150	133471	55244	54179	57504	61578	66203	76390	83251	73058	86070	28910	10563	25077	54967	51538	68006	78505	80195	76290	126797	89152	21948	10263	29286	69783	63591	51893	78152	91019	82860	78101	79833	20366	10479	28760	65635	54488	61342	63904	82739	84217	90308	73639	17172
63.722222	10636	20338	174653	62084	55253	64448	99914	71043	98473	67492	18910	136436	54781	52471	58591	64096	67642	76979	83989	72425	87527	29206	10709	25064	55017	52727	67709	79016	80732	76395	127423	90399	22037	10099	29260	69277	63105	50989	77085	91819	83664	75071	79704	19916	10255	28899	65637	54151	60858	65278	81217	83667	90970	74785	17805
63.773611	10359	20450	156056	60297	55798	63943	100280	72778	99129	67256	18343	131939	55352	57799	57331	62551	65200	77639	82485	72674	87400	29630	10508	25171	54937	53123	67858	78781	81387	78543	127151	89851	21868	10260	28651	68383	62370	51123	78754	89620	83829	75023	78526	19936	10221	28976	64959	54463	60462	63198	79807	83260	90564	73589	17760
63.825000	10639	20422	140535	59277	55540	63590	99740	71696	100112	67005	18592	132196	55722	53567	58849	62688	65988	77101	81487	73054	85657	29175	10526	25714	55291	52781	68015	78525	83491	76461	124133	89735	21638	10206	29018	69164	63233	49972	80620	86830	83326	76514	80167	20778	10153	29452	65101	53861	60227	61778	79979	83562	89639	74995	17471
63.876389	10597	20351	131677	62728	58896	64121	99102	71809	101401	68679	18455	133122	56372	51968	59660	63868	65023	77736	80774	73178	87868	27977	10567	25717	54691	51619	67112	78227	85233	75492	126659	88727	22369	10319	28961	69960	63441	51857	80469	87970	83031	77957	80090	20443	10085	29411	65146	55153	61004	62834	78984	84526	88000	73522	17508
63.927778	10774	20456	191221	58463	57298	62413	96976	70020	100955	69226	17886	135628	56822	53787	61236	62735	67074	77162	79695	73186	86385	28304	10359	25779	54461	50933	67515	78669	86973	77443	125438	86891	22192	10261	29421	69665	61495	53272	79537	88079	82845	77063	77733	19837	10353	29391	64258	55808	60152	63631	77695	83747	87149	73125	17224
63.979167	10597	20184	132005	57806	56803	63138	96029	72003	99952	69274	17587	133763	56969	52516	60233	62444	65774	78308	80576	72869	87210	29510	10530	25842	54322	49069	68039	78934	86069	76719	126482	88000	22432	10173	29104	68373	61891	52435	79897	89857	82895	74768	78708	20764	10335	29458	64642	56135	60862	63792	78281	83226	87836	73693	17454
64.030556	10571	20498	133275	56920	59366	62852	93406	71441	101890	69667	18343	132985	56809	52777	62888	61091	67396	77520	82126	73343	87297	28377	10455	26049	54457	48670	67355	78158	84669	75683	127402	88868	22387	10247	29643	68670	60972	52404	77966	90084	83369	76830	78668	20904	10552	29515	63962	56039	60495	62537	78869	82810	90605	73620	17302
64.081944	10733	20213	175751	58933	57788	67882	93654	71623	100689	67935	18428	131785	55916	52279	59949	60979	67189	76005	81017	73835	86382	27158	10569	26213	54990	48773	66692	79724	84880	76672	126253	89639	22078	10098	30022	69656	62460	54231	76393	91309	83169	76436	79253	20342	10799	29956	64463	55239	61068	61589	78976	83141	91083	73278	17592
64.133333	10592	20389	170393	60204	57278	67673	90679	72001	98447	67205	18862	134988	56709	55109	60857	61714	66723	76361	82081	73986	82838	27867	10570	26211	55251	49703	66531	78519	83620	75970	125896	88077	21864	10082	29102	68645	61988	52939	75727	93311	82985	75600	77609	19395	10252	29704	63929	54413	60627	61448	78945	84886	89304	73582	17221
64.184722	10658	20609	132763	59630	58803	66538	91649	69847	98539	67747	18316	133868	56155	50099	58814	61024	66618	79082	80423	72830	86804	28899	10422	26264	55171	49919	67588	77725	83774	77611	127242	88199	21483	10067	29692	69189	62629	51953	79215	94540	82690	76494	78841	20698	10153	30092	63563	53912	60032	63273	80284	84648	86735	73506	17493
64.236111	10552	20569	167030	58368	58990	64739	91177	72672	98936	68402	18691	134576	56625	53880	59707	58763	65918	77861	79115	73234	82983	28252	10545	26597	54324	50082	68346	77665	85259	76461	125055	86369	21986	10230	30198	69581	63797	51998	81344	95986	84081	78792	78814	20299	10441	30168	64041	53677	59805	65717	79230	84116	86564	73828	17478
64.287500	10598	20261	152596	61343	58193	65278	90372	72194	98138	68021	18090	133525	56219	53502	61819	61282	67355	80676	80372	73711	84619	27549	10550	26310	54470	50594	67929	76496	85838	76894	124220	87225	22334	10300	30192	68160	62553	51575	79160	93739	81623	76680	79568	20053	10321	30258	64065	53815	59840	67172	80221	84238	90527	74632	17327
64.338889	10606	20421	125111	60674	58993	63397	89062	70884	101336	68493	19480	133159	55989	51689	60164	60790	67240	78396	80637	72549	87390	28197	10523	26812	55322	50270	67390	78358	86211	76679	127538	88471	22252	10348	30203	68298	62396	52377	77782	93338	82844	74291	78542	20083	10358	30316	63740	53694	59156	67251	81170	83497	91467	74390	16927
64.390278	10469	20609	183602	60669	57887	64026	90647	71723	99420	69498	18471	134865	56364	51890	60463	58830	66717	81138	79780	72823	81927	28851	10481	26922	55328	50149	67198	77008	84904	77292	124972	89607	21803	10104	29623	67608	61306	52632	78460	92626	83011	76201	77888	20093	10169	30482	63384	55201	58754	66729	82483	84169	89939	74200	17794
64.441667	10418	20513	132272	59299	58166	64566	90507	70283	100002	69067	18594	137091	56469	55430	60654	60187	65336	81397	80399	72074	83778	28031	10473	27066	54687	50658	64953	76604	84083	75028	127024	90411	22479	10215	30223	68285	60485	51304	79921	91099	83808	80875	77851	20106	10417	30190	63754	55422	58689	64917	81751	83150	88039	72965	17564
64.493056	10425	20343	127528	61772	59634	64590	91450	70904	98328	69101	17767	132909	56159	53266	61498	58054	66602	79505	82176	72483	85997	28298	10356	26893	54639	50425	66769	77714	82252	76415	123908	89493	22299	10091	29517	68915	59096	51169	79803	88115	83947	79326	78585	19074	10347	30228	63989	54883	61736	63864	81997	83870	89999	73292	17439
64.544444	10700	20699	170896	62002	59145	65401	90976	70754	98670	68527	17778	132742	56407	50260	62064	60070	64729	77538	83513	71554	87056	27312	10258	26992	54787	50556	68164	77610	79985	77452	123110	89221	22037	10126	29850	68486	59012	51063	78666	89177	83647	76706	78813	20465	10578	30367	63478	54878	62066	64413	81094	83793	93348	73642	17656
64.595833	10607	20575	128339	60417	57703	64887	90492	71316	97379	67856	18823	135765	56268	55444	60487	58573	65906	79807	82153	73148	84580	28094	10356	27098	54832	49972	69151	77555	79252	78019	126187	88809	22107	10211	29974	69074	58954	49866	78052	93259	84038	75384	77950	20002	10446	30131	64357	54622	62598	64985	78837	83036	89751	73147	17542
64.647222	10371	20524	183058	59945	57920	65566	90248	71867	99645	67896	18400	133727	56552	55704	58658	61825	64824	78836	81043	72956	85527	27702	10574	27012	54681	49874	67792	77184	80489	76777	121208	88957	22175	10337	30085	68796	59152	51635	77689	93633	83661	78561	78526	20386	10466	30373	63767	54409	61774	65890	78463	83483	89605	73714	17522
64.698611	10672	20873	127179	61483	60346	66803	90870	71709	97268	67309	18089	132591	57673	52908	63031	63609	66281	79741	82878	73494	84439	28210	10262	26976	54423	49727	66625	77096	82600	76479	121733	89078	22027	10058	29581	69366	60725	50669	81559	93956	82734	78589	77743	19663	10365	30442	64112	53280	60055	65598	78953	83704	91622	75281	17635
64.750000	10679	20741	167389	62328	59566	66184	90350	71539	101389	67636	19998	133150	57608	53057	58893	70589	66414	78363	84401	72914	84576	28509	10486	26899	54180	52678	66497	76795	86144	76232	125546	89628	22337	10320	30186	67612	60586	52589	79155	93867	83973	77107	80233	19720	10307	30412	64142	54774	60526	64023	80242	83836	93676	74934	17433
64.801389	10466	20524	140943	61235	59476	66595	90005	70828	99525	68198	17835	131242	58118	47898	61086	65969	66357	78142	81852	73428	82079	26615	10445	27364	54893	52109	67973	76843	86175	76746	128234	90539	21403	10371	30035	68420	60749	53386	80137	92785	84377	77157	82616	19970	10173	30519	64010	55021	61790	62474	80780	83584	91684	73103	17498
64.852778	10689	20496	146732	61396	59964	66152	90264	71320	99787	68419	18389	136099	57279	54822	60432	57962	66871	78452	82530	73027	88176	28043	10420	27344	54530	51508	66305	77476	87942	76461	121139	89623	21556	10194	30187	68730	60462	53865	78583	90458	82961	79006	83518	20704	10181	30461	64144	54750	62801	63631	80055	84008	89650	72755	17275
64.904167	10533	20895	154843	60021	59546	64881	90971	70417	99231	69365	18841	137053	57041	54050	60917	59262	68266	77324	82719	72383	86965	28766	10545	27422	54512	51662	66811	77378	87530	77080	125485	88149	21772	10023	30477	66746	61008	52818	79885	90011	83139	76525	78594	19781	10613	30542	64446	54375	63303	65091	79422	84540	88444	72160	17074
64.955556	10517	21078	135347	61077	60094	66253	90147	70738	96906	68982	18296	134630	57772	54334	60211	56316	67165	77396	82965	72304	86591	27934	10355	27525	55143	51524	67128	77261	87049	77061	129165	90130	21749	10127	29887	67556	61763	52659	78672	91645	83439	75931	78505	20791	10388	30320	63750	53330	62836	64982	78929	83389	90296	74970	17775
65.006944	10770	21035	168959	60762	59195	64570	90122	71521	95706	68946	19773	135500	56613	51766	60177	56103	65204	77335	79290	72959	85759	28404	10518	27455	54052	51249	67380	78144	84255	76289	121065	89867	21849	10275	29973	66993	62591	52766	77901	91843	82857	78855	76830	19985	10712	30952	64459	53611	62212	64227	80128	82924	90548	74335	17382
65.058333	10622	20826	141240	61892	58191	66463	89799	71326	95303	67599	18422	138359	57523	52121	60390	59202	67162	77562	79616	72782	82436	27250	10297	27561	54178	50120	68719	76866	83588	76933	124720	89478	21493	10132	30993	68294	61734	52696	81202	92376	83073	77189	78831	19787	10534	30790	63997	53036	61970	64036	80516	83771	91077	71812	16815
65.109722	10548	20780	162802	59695	57380	64896	88341	71082	98814	67898	18474	138063	57465	53450	60580	56049	67027	78890	79240	72323	85469	28608	10589	27542	54132	50163	67723	76858	82427	75625	126398	89575	21548	10267	30656	68398	60212	52300	81368	91086	82428	75187	80546	20610	10890	30628	63800	53417	62435	64246	79501	83032	90828	72457	17637
65.161111	10527	20978	151413	58845	60054	63812	88610	71964	98033	67415	19163	131955	57395	50959	61470	57525	66970	78660	79451	71655	86431	27848	10592	27157	53624	49255	68059	76387	81132	74359	127430	89564	21652	10066	31130	67249	59321	52739	78901	89629	82858	78025	79424	20218	10217	30294	63887	53546	63040	66447	78067	83118	89342	72466	17335
65.212500	10521	20700	140928	59148	61065	62500	89169	69885	100804	67628	18243	133517	56272	51353	59901	59644	67746	79147	81942	72673	87353	28316	10394	27218	53689	49873	68230	76812	81365	75425	124235	89652	21192	10083	31176	66279	59563	52133	78752	89706	83455	77984	80180	19864	10188	30819	64187	53799	62685	67090	75594	82205	88936	75250	17653
65.263889	10640	20845	172611	56961	59647	63337	89150	70936	97254	67911	17903	130591	56740	50939	60381	55802	66014	79376	80678	72051	87833	27381	10418	27394	54749	51061	67564	78257	81996	76876	123423	88876	21400	10116	30912	67622	60127	50868	76979	91248	83644	76421	80345	19990	10256	30540	63890	54077	61927	66644	75806	82912	89732	75736	17093
65.315278	10562	20775	149002	55454	59975	63082	88912	70285	98056	68527	18990	136007	57144	53173	60602	58283	66565	78812	80368	73060	85568	27855	10536	27472	54365	52653	66642	77965	83322	77845	126386	87669	21706	10062	31093	65412	60754	50717	78575	91213	83637	77393	79304	19828	10349	30682	63549	53153	61586	66718	76555	82643	89706	74218	17420
65.366667	10532	20836	142222	55201	61185	63501	86950	70124	93183	68752	19227	136831	57261	55054	58234	59558	67018	78702	80033	72213	86818	28117	10690	27062	55067	52964	65398	75999	82607	76272	121054	88694	21405	10228	31073	66017	63718	51219	77963	91680	84282	78116	82207	20218	10623	30843	64129	52870	60102	65297	80571	83730	88557	72950	17503
65.418056	10471	20575	135755	56436	59980	61721	86936	71142	94543	66627	19226	135218	57047	54589	60352	56309	65982	77861	81028	73235	82024	28297	10408	27309	54535	53036	66011	76375	82316	76920	123616	88982	21360	10159	31057	67690	66704	50609	79184	90347	82793	76055	82004	19960	10318	31217	63985	52101	61011	64369	83408	83067	87569	72500	17517
65.469444	10520	20772	158541	56388	60222	62430	87479	70996	96354	67024	17769	132712	56764	54823	59705	57064	66935	76139	81223	72083	83757	28684	10384	27242	54192	52006	66485	76759	82393	75772	122265	88706	21792	10171	31079	67401	67170	50757	78175	89583	82258	76140	82576	20427	10235	31088	64176	52747	61697	64421	84082	82498	87618	73243	17255
65.520833	10708	20703	153150	57316	60512	62132	88592	69185	95988	66560	18235	130328	57280	53324	61846	57301	66671	76485	81835	71958	83453	27750	10405	27190	54150	51199	69056	74717	82294	77046	125148	88594	21383	10082	31114	66771	67224	51940	80502	90679	82862	77040	81135	20005	10076	31184	63555	53512	61292	65728	82874	83337	88648	72803	17425
65.572222	10496	20898	156339	57667	58349	63893	89374	70474	100880	67540	18760	138313	57235	52530	60451	60163	66370	76148	79398	72643	83769	27711	10456	27355	54848	50116	69715	76041	82934	78341	125707	87220	21543	10301	30972	66977	67193	50847	81025	90551	83154	75490	79766	19618	10248	30915	63525	53952	61212	65054	81419	83571	89695	73158	17304
65.623611	10594	20928	154260	63724	60392	63256	89541	71081	99436	67610	19211	133499	58069	51209	60736	57677	66665	77429	81079	73258	82672	28797	10561	27346	54553	50054	70004	76016	83796	77806	122451	86472	21772	10230	30489	66112	66450	52263	79085	91467	82986	76145	81829	19796	10350	31160	63881	53752	60604	65436	80418	84276	88726	73783	17553
65.675000	10746	20852	129411	60183	61276	63590	89882	71520	96490	68938	17724	137027	57676	51045	62392	60401	66391	76547	80898	73442	83583	27055	10394	27397	54322	49192	68712	75698	85072	78073	123296	86482	21461	10137	30714	67056	66940	51843	79176	91678	83627	77718	80542	20249	10387	31100	63797	53379	60430	64377	82606	82086	88121	73753	17622
65.726389	10574	20842	163813	56944	62118	64494	90572	68559	97334	70019	17678	132809	58048	51817	60289	62396	66449	76535	83360	73492	82686	27737	10531	27618	54796	53035	68380	76439	83675	77661	126393	88394	21729	10338	30902	66043	66082	52062	77001	92015	83076	77122	80345	20133	10100	31118	63497	53259	60377	63238	83294	81486	89303	73991	17566
65.777778	10505	20858	134174	54248	60844	63947	90752	68646	96050	69236	18509	139438	57629	53889	60841	67494	66186	74460	81219	72666	82905	28002	10605	27707	53553	51821	67177	75261	83293	77558	118897	88759	21772	10335	30898	66220	64395	51812	78065	88595	82419	76738	81422	19797	10274	31579	63687	51680	60511	64740	84025	83437	89750	73228	17206
65.829167	10502	20776	164359	56939	61992	64678	89315	71023	96050	69166	18358	129541	58101	51492	63508	64561	66176	74782	82902	71966	82967	27285	10522	28071	53872	52849	66689	75376	81765	77879	123936	88695	21532	10112	31063	67997	63713	52137	77762	89501	83415	76756	79671	19764	10340	31448	63341	51578	60860	65160	83277	83537	89240	72243	17724
65.880556	10542	20940	136003	55925	61128	64735	89495	70369	99503	68176	18128	135369	57808	51473	59903	62191	67090	75980	81250	71814	84478	28731	10446	27897	53754	53442	66980	75502	80124	78153	124822	85818	21853	10069	31111	67902	64392	50390	77980	90399	83434	77119	77890	19573	10287	31784	64304	51665	60263	64829	82948	82965	87154	71621	17609
65.931944	10525	20985	141790	55262	62353	64744	89939	69884	100128	68316	19162	135697	57687	47716	60864	60947	66702	75671	80410	72248	87872	28202	10578	28601	55035	51656	66734	75612	79915	77363	122197	86191	21682	10173	31186	67450	64794	52647	78521	91175	82835	75966	80502	19186	10233	31498	63865	53553	59642	64694	81492	83853	87138	72738	17115
65.983333	10565	20985	131079	56362	61905	65272	88135	69761	99922	67554	17928	138487	57909	53231	60493	58980	67253	75574	81413	72949	84878	28464	10435	28374	54164	51705	67261	75870	79610	77563	121149	85947	22138	10316	30817	67433	65431	51167	76905	91604	82590	76209	80938	19505	10392	31988	63685	54053	59597	65399	80107	83153	88262	74441	17680
66.034722	10431	21319	175627	57554	61968	64278	90419	71478	96633	67851	18961	134330	57790	52942	61891	60392	66595	77196	82779	72460	82830	27600	10515	28261	54114	50591	67342	76776	81096	77798	122714	87533	21754	10162	31376	67632	64783	52222	78699	91734	82958	77707	83060	19672	10334	31715	63302	54625	59812	65489	80858	82744	89049	73597	17491
66.086111	10514	21146	126546	56213	59910	63689	89170	69368	95085	69042	18341	134597	58169	52962	58767	61994	66755	76939	82019	72676	83114	28154	10531	28432	54879	50597	67479	76513	80610	78246	123663	88266	22058	10068	31571	66576	64797	50851	81129	90980	83757	77777	83122	19987	10294	32110	63873	55042	59340	68343	78793	83560	88258	73422	17977
66.137500	10548	21291	173504	54760	61872	64764	88921	70943	94083	70919	18732	135341	58257	54275	61193	61359	66390	78044	80636	72986	83491	28663	10493	28734	54046	51786	67674	77028	81440	77133	121689	88769	22182	10277	31147	67670	64368	50111	80908	89396	83164	76424	81999	20128	10364	31831	63286	53876	59452	65446	80761	82771	90126	73510	17349
66.188889	10553	21014	126354	55068	58565	63520	87939	70293	95345	70500	18288	139454	58029	54278	60996	60315	66494	80098	79763	73712	85999	26607	10689	28929	54730	53495	67794	75888	81432	78066	128712	88024	21951	10161	32205	67482	64257	50824	80533	87551	81562	75918	81870	20270	10479	31775	63416	52947	59090	63700	81065	83978	91840	73850	17510
66.240278	10573	20883	160456	58431	58921	64229	87443	69079	98582	71555	18519	140068	58109	51805	59800	60464	66603	82626	79928	74413	85132	28065	10429	28914	54161	53385	68506	76398	81600	77309	126299	86013	21955	10160	31527	67300	66925	51412	79337	89733	82430	76086	81620	19470	10424	31838	63796	52465	59463	64202	79893	83418	92339	73251	17197
66.291667	10566	21020	156920	59675	59492	64227	88129	70559	98825	72196	18203	137202	58074	49681	58911	63588	64783	81368	80628	74444	85295	29185	10636	29009	54518	52997	68242	77405	81168	78165	125393	85298	22189	10090	31718	66867	66551	51287	77724	88199	83317	77111	81788	19976	10404	31918	63814	51022	59797	64137	80194	83543	91777	72873	17738
66.343056	10645	21250	115935	56405	57834	63471	87693	70943	98919	69981	17799	138067	58429	53432	57621	59026	66090	80073	80643	74564	84340	26931	10686	28904	54282	52238	67185	76952	80890	76397	122007	86414	22008	10130	31343	66579	65717	51520	76065	89224	83716	76018	80876	19797	10680	32095	63553	51340	59678	65547	81880	84159	90352	73150	17649
66.394444	10635	20916	162193	57860	56702	64002	87270	70885	99526	67297	17773	130505	57888	54509	57807	63125	64875	79062	80256	72997	86076	28170	10325	29081	54165	52453	67131	76020	80000	78238	124937	88758	22131	10191	32276	67704	64077	53009	77652	89815	82276	74929	81326	19995	10505	32414	64016	51527	60042	65684	83044	84283	88295	72188	17037
66.445833	10666	21106	123171	58420	57094	62797	85729	69206	100381	66574	18469	133860	58176	53744	56285	60735	65416	79225	79974	72850	85657	28422	10449	28582	54544	52173	66499	77481	79186	78240	123152	86158	22111	10069	32031	66688	64222	52296	76423	90021	82123	78269	79895	19970	10566	32122	63493	52363	59654	66192	80288	84380	89209	73418	17590
66.497222	10859	21145	160617	59198	56967	63534	88801	68408	98289	66649	18528	135043	58652	53364	56702	61838	64275	76790	78655	73455	82542	27215	10621	29282	54896	51964	65940	79593	77793	77841	123085	71858	21943	10318	32147	66394	65414	53423	78988	89871	82765	77119	81474	19860	10650	32255	63265	53701	58325	65744	81850	83508	92211	73722	17243
66.548611	10665	21143	143923	57194	57412	61346	86671	69426	100097	68653	17880	136850	58705	53587	55318	63616	66165	78363	79021	71692	84729	27744	10377	29092	54898	51843	66381	77763	78538	77289	127470	66525	21913	10126	31435	67364	65349	52485	77933	86217	82618	74830	80227	20024	10781	32120	63729	54733	60134	64365	81217	84110	91138	72745	17329
66.600000	10454	21409	134616	57967	57380	61700	88377	70405	97935	72378	17622	141898	58965	53621	57199	61758	64761	79320	79213	71389	85910	27715	10571	29361	54420	52139	65452	77748	78819	77467	119569	66701	22128	10023	31775	67402	65435	52438	78507	86631	83029	76159	80476	20018	10664	32196	62849	54711	61634	67742	80202	83351	89171	73423	17102
66.651389	10833	21440	152806	57020	57024	60483	85568	69056	98729	73910	18497	140663	59074	51846	57033	63929	67672	76360	80791	73336	82759	27962	10267	29411	54473	59095	65200	76912	78770	77520	123466	65193	21957	10242	31459	67224	64585	52073	76617	86027	83702	77379	78859	20239	10246	31844	63082	53502	61973	65531	80031	83461	88349	71954	17261
66.702778	10558	21222	146952	54677	58470	63176	86412	69964	97514	72919	18702	138982	59393	55735	56279	63363	65659	76151	81022	72860	82869	28323	10130	29304	56466	55697	65964	76729	79784	77138	124414	67012	21805	10332	31928	67024	63358	53088	78174	88826	83071	75557	79600	19772	10169	31959	62836	52967	61184	66330	79956	83488	89398	73043	17328
66.754167	10574	21187	127289	54364	59696	62061	87421	69304	97112	70574	17920	136705	58531	51746	56720	63339	66980	76659	81956	75372	83962	28004	10566	29526	55894	54628	67371	76420	79893	77348	125406	67191	22019	10347	32032	66925	63011	51600	75958	88812	82751	75546	78546	20128	10342	32186	63508	52328	61449	65443	80635	83117	90779	73490	17471
66.805556	10743	21475	149980	58011	60325	62501	86861	70839	96838	67885	18962	139321	59262	54656	56531	63969	65343	76838	81244	74424	85854	27896	10433	29564	55286	54481	68210	76717	79536	78400	125331	67995	21796	10206	31686	66664	62668	52863	78174	89234	83018	76839	82207	20344	10130	32288	63514	51483	61752	65300	80005	84003	90404	72195	17431
66.856944	10579	21074	138966	59749	60662	63114	86988	70222	97634	67640	19201	138129	59278	51223	55926	64146	67076	76856	80558	74900	83500	28342	10501	29591	54865	54179	67382	77163	78648	76319	123643	67689	21653	10068	31872	66834	62200	52376	80921	90232	82360	76537	81833	20084	10332	31770	63558	51091	61267	64490	80431	83681	90319	74642	17108
